anchor_text_norm	slug	label	title	node_type
inc 3	cf-1988-art-38-par-2-inc-3	III		inciso
inc iii	cf-1988-art-38-par-2-inc-3	III		inciso
inc. 3	cf-1988-art-38-par-2-inc-3	III		inciso
inc. iii	cf-1988-art-38-par-2-inc-3	III		inciso
inciso 3	cf-1988-art-38-par-2-inc-3	III		inciso
inciso iii	cf-1988-art-38-par-2-inc-3	III		inciso
paragrafo unico	cf-1988-art-39-par-unico	Parágrafo único		paragrafo
§ unico	cf-1988-art-39-par-unico	Parágrafo único		paragrafo
paragrafo unico	cf-1988-art-40-par-unico	Parágrafo único		paragrafo
§ unico	cf-1988-art-40-par-unico	Parágrafo único		paragrafo
1	cf-1988-art-42-inc-1	I		inciso
1 -	cf-1988-art-42-inc-1	I		inciso
1-	cf-1988-art-42-inc-1	I		inciso
i	cf-1988-art-42-inc-1	I		inciso
i -	cf-1988-art-42-inc-1	I		inciso
i-	cf-1988-art-42-inc-1	I		inciso
inc 1	cf-1988-art-42-inc-1	I		inciso
inc i	cf-1988-art-42-inc-1	I		inciso
inc. 1	cf-1988-art-42-inc-1	I		inciso
inc. i	cf-1988-art-42-inc-1	I		inciso
inciso 1	cf-1988-art-42-inc-1	I		inciso
inciso i	cf-1988-art-42-inc-1	I		inciso
2	cf-1988-art-42-inc-2	II		inciso
2 -	cf-1988-art-42-inc-2	II		inciso
2-	cf-1988-art-42-inc-2	II		inciso
ii	cf-1988-art-42-inc-2	II		inciso
ii -	cf-1988-art-42-inc-2	II		inciso
ii-	cf-1988-art-42-inc-2	II		inciso
inc 2	cf-1988-art-42-inc-2	II		inciso
inc ii	cf-1988-art-42-inc-2	II		inciso
inc. 2	cf-1988-art-42-inc-2	II		inciso
inc. ii	cf-1988-art-42-inc-2	II		inciso
inciso 2	cf-1988-art-42-inc-2	II		inciso
inciso ii	cf-1988-art-42-inc-2	II		inciso
paragrafo unico	cf-1988-art-42-par-unico	Parágrafo único		paragrafo
§ unico	cf-1988-art-42-par-unico	Parágrafo único		paragrafo
par 1	cf-1988-art-44-par-1	§ 1		paragrafo
paragrafo 1	cf-1988-art-44-par-1	§ 1		paragrafo
§ 1	cf-1988-art-44-par-1	§ 1		paragrafo
§ 1º	cf-1988-art-44-par-1	§ 1		paragrafo
§1	cf-1988-art-44-par-1	§ 1		paragrafo
§1º	cf-1988-art-44-par-1	§ 1		paragrafo
par 2	cf-1988-art-44-par-2	§ 2		paragrafo
paragrafo 2	cf-1988-art-44-par-2	§ 2		paragrafo
§ 2	cf-1988-art-44-par-2	§ 2		paragrafo
§ 2º	cf-1988-art-44-par-2	§ 2		paragrafo
§2	cf-1988-art-44-par-2	§ 2		paragrafo
§2º	cf-1988-art-44-par-2	§ 2		paragrafo
par 3	cf-1988-art-44-par-3	§ 3		paragrafo
paragrafo 3	cf-1988-art-44-par-3	§ 3		paragrafo
§ 3	cf-1988-art-44-par-3	§ 3		paragrafo
§ 3º	cf-1988-art-44-par-3	§ 3		paragrafo
§3	cf-1988-art-44-par-3	§ 3		paragrafo
§3º	cf-1988-art-44-par-3	§ 3		paragrafo
paragrafo unico	cf-1988-art-45-par-unico	Parágrafo único		paragrafo
§ unico	cf-1988-art-45-par-unico	Parágrafo único		paragrafo
paragrafo unico	cf-1988-art-46-par-unico	Parágrafo único		paragrafo
§ unico	cf-1988-art-46-par-unico	Parágrafo único		paragrafo
1	cf-1988-art-46-par-unico-inc-1	I		inciso
1 -	cf-1988-art-46-par-unico-inc-1	I		inciso
1-	cf-1988-art-46-par-unico-inc-1	I		inciso
i	cf-1988-art-46-par-unico-inc-1	I		inciso
i -	cf-1988-art-46-par-unico-inc-1	I		inciso
i-	cf-1988-art-46-par-unico-inc-1	I		inciso
inc 1	cf-1988-art-46-par-unico-inc-1	I		inciso
inc i	cf-1988-art-46-par-unico-inc-1	I		inciso
inc. 1	cf-1988-art-46-par-unico-inc-1	I		inciso
inc. i	cf-1988-art-46-par-unico-inc-1	I		inciso
inciso 1	cf-1988-art-46-par-unico-inc-1	I		inciso
inciso i	cf-1988-art-46-par-unico-inc-1	I		inciso
2	cf-1988-art-46-par-unico-inc-2	II		inciso
2 -	cf-1988-art-46-par-unico-inc-2	II		inciso
2-	cf-1988-art-46-par-unico-inc-2	II		inciso
ii	cf-1988-art-46-par-unico-inc-2	II		inciso
ii -	cf-1988-art-46-par-unico-inc-2	II		inciso
ii-	cf-1988-art-46-par-unico-inc-2	II		inciso
inc 2	cf-1988-art-46-par-unico-inc-2	II		inciso
inc ii	cf-1988-art-46-par-unico-inc-2	II		inciso
inc. 2	cf-1988-art-46-par-unico-inc-2	II		inciso
inc. ii	cf-1988-art-46-par-unico-inc-2	II		inciso
inciso 2	cf-1988-art-46-par-unico-inc-2	II		inciso
inciso ii	cf-1988-art-46-par-unico-inc-2	II		inciso
3	cf-1988-art-46-par-unico-inc-3	III		inciso
3 -	cf-1988-art-46-par-unico-inc-3	III		inciso
3-	cf-1988-art-46-par-unico-inc-3	III		inciso
iii	cf-1988-art-46-par-unico-inc-3	III		inciso
iii -	cf-1988-art-46-par-unico-inc-3	III		inciso
iii-	cf-1988-art-46-par-unico-inc-3	III		inciso
inc 3	cf-1988-art-46-par-unico-inc-3	III		inciso
inc iii	cf-1988-art-46-par-unico-inc-3	III		inciso
inc. 3	cf-1988-art-46-par-unico-inc-3	III		inciso
inc. iii	cf-1988-art-46-par-unico-inc-3	III		inciso
inciso 3	cf-1988-art-46-par-unico-inc-3	III		inciso
inciso iii	cf-1988-art-46-par-unico-inc-3	III		inciso
4	cf-1988-art-46-par-unico-inc-4	IV		inciso
4 -	cf-1988-art-46-par-unico-inc-4	IV		inciso
4-	cf-1988-art-46-par-unico-inc-4	IV		inciso
inc 4	cf-1988-art-46-par-unico-inc-4	IV		inciso
inc iv	cf-1988-art-46-par-unico-inc-4	IV		inciso
inc. 4	cf-1988-art-46-par-unico-inc-4	IV		inciso
inc. iv	cf-1988-art-46-par-unico-inc-4	IV		inciso
inciso 4	cf-1988-art-46-par-unico-inc-4	IV		inciso
inciso iv	cf-1988-art-46-par-unico-inc-4	IV		inciso
iv	cf-1988-art-46-par-unico-inc-4	IV		inciso
iv -	cf-1988-art-46-par-unico-inc-4	IV		inciso
iv-	cf-1988-art-46-par-unico-inc-4	IV		inciso
1	cf-1988-art-47-inc-1	I		inciso
1 -	cf-1988-art-47-inc-1	I		inciso
1-	cf-1988-art-47-inc-1	I		inciso
i	cf-1988-art-47-inc-1	I		inciso
i -	cf-1988-art-47-inc-1	I		inciso
i-	cf-1988-art-47-inc-1	I		inciso
inc 1	cf-1988-art-47-inc-1	I		inciso
inc i	cf-1988-art-47-inc-1	I		inciso
inc. 1	cf-1988-art-47-inc-1	I		inciso
inc. i	cf-1988-art-47-inc-1	I		inciso
inciso 1	cf-1988-art-47-inc-1	I		inciso
inciso i	cf-1988-art-47-inc-1	I		inciso
2	cf-1988-art-47-inc-2	II		inciso
2 -	cf-1988-art-47-inc-2	II		inciso
2-	cf-1988-art-47-inc-2	II		inciso
ii	cf-1988-art-47-inc-2	II		inciso
ii -	cf-1988-art-47-inc-2	II		inciso
ii-	cf-1988-art-47-inc-2	II		inciso
inc 2	cf-1988-art-47-inc-2	II		inciso
inc ii	cf-1988-art-47-inc-2	II		inciso
inc. 2	cf-1988-art-47-inc-2	II		inciso
inc. ii	cf-1988-art-47-inc-2	II		inciso
inciso 2	cf-1988-art-47-inc-2	II		inciso
inciso ii	cf-1988-art-47-inc-2	II		inciso
par 1	cf-1988-art-47-par-1	§ 1		paragrafo
paragrafo 1	cf-1988-art-47-par-1	§ 1		paragrafo
§ 1	cf-1988-art-47-par-1	§ 1		paragrafo
§ 1º	cf-1988-art-47-par-1	§ 1		paragrafo
§1	cf-1988-art-47-par-1	§ 1		paragrafo
§1º	cf-1988-art-47-par-1	§ 1		paragrafo
par 2	cf-1988-art-47-par-2	§ 2		paragrafo
paragrafo 2	cf-1988-art-47-par-2	§ 2		paragrafo
§ 2	cf-1988-art-47-par-2	§ 2		paragrafo
§ 2º	cf-1988-art-47-par-2	§ 2		paragrafo
§2	cf-1988-art-47-par-2	§ 2		paragrafo
§2º	cf-1988-art-47-par-2	§ 2		paragrafo
par 3	cf-1988-art-47-par-3	§ 3		paragrafo
paragrafo 3	cf-1988-art-47-par-3	§ 3		paragrafo
§ 3	cf-1988-art-47-par-3	§ 3		paragrafo
§ 3º	cf-1988-art-47-par-3	§ 3		paragrafo
§3	cf-1988-art-47-par-3	§ 3		paragrafo
§3º	cf-1988-art-47-par-3	§ 3		paragrafo
1	cf-1988-art-47-par-3-inc-1	I		inciso
1 -	cf-1988-art-47-par-3-inc-1	I		inciso
1-	cf-1988-art-47-par-3-inc-1	I		inciso
i	cf-1988-art-47-par-3-inc-1	I		inciso
i -	cf-1988-art-47-par-3-inc-1	I		inciso
i-	cf-1988-art-47-par-3-inc-1	I		inciso
inc 1	cf-1988-art-47-par-3-inc-1	I		inciso
inc i	cf-1988-art-47-par-3-inc-1	I		inciso
inc. 1	cf-1988-art-47-par-3-inc-1	I		inciso
inc. i	cf-1988-art-47-par-3-inc-1	I		inciso
inciso 1	cf-1988-art-47-par-3-inc-1	I		inciso
inciso i	cf-1988-art-47-par-3-inc-1	I		inciso
2	cf-1988-art-47-par-3-inc-2	II		inciso
2 -	cf-1988-art-47-par-3-inc-2	II		inciso
2-	cf-1988-art-47-par-3-inc-2	II		inciso
ii	cf-1988-art-47-par-3-inc-2	II		inciso
ii -	cf-1988-art-47-par-3-inc-2	II		inciso
ii-	cf-1988-art-47-par-3-inc-2	II		inciso
inc 2	cf-1988-art-47-par-3-inc-2	II		inciso
inc ii	cf-1988-art-47-par-3-inc-2	II		inciso
inc. 2	cf-1988-art-47-par-3-inc-2	II		inciso
inc. ii	cf-1988-art-47-par-3-inc-2	II		inciso
inciso 2	cf-1988-art-47-par-3-inc-2	II		inciso
inciso ii	cf-1988-art-47-par-3-inc-2	II		inciso
3	cf-1988-art-47-par-3-inc-3	III		inciso
3 -	cf-1988-art-47-par-3-inc-3	III		inciso
3-	cf-1988-art-47-par-3-inc-3	III		inciso
iii	cf-1988-art-47-par-3-inc-3	III		inciso
iii -	cf-1988-art-47-par-3-inc-3	III		inciso
iii-	cf-1988-art-47-par-3-inc-3	III		inciso
inc 3	cf-1988-art-47-par-3-inc-3	III		inciso
inc iii	cf-1988-art-47-par-3-inc-3	III		inciso
inc. 3	cf-1988-art-47-par-3-inc-3	III		inciso
inc. iii	cf-1988-art-47-par-3-inc-3	III		inciso
inciso 3	cf-1988-art-47-par-3-inc-3	III		inciso
inciso iii	cf-1988-art-47-par-3-inc-3	III		inciso
4	cf-1988-art-47-par-3-inc-4	IV		inciso
4 -	cf-1988-art-47-par-3-inc-4	IV		inciso
4-	cf-1988-art-47-par-3-inc-4	IV		inciso
inc 4	cf-1988-art-47-par-3-inc-4	IV		inciso
inc iv	cf-1988-art-47-par-3-inc-4	IV		inciso
inc. 4	cf-1988-art-47-par-3-inc-4	IV		inciso
inc. iv	cf-1988-art-47-par-3-inc-4	IV		inciso
inciso 4	cf-1988-art-47-par-3-inc-4	IV		inciso
inciso iv	cf-1988-art-47-par-3-inc-4	IV		inciso
iv	cf-1988-art-47-par-3-inc-4	IV		inciso
iv -	cf-1988-art-47-par-3-inc-4	IV		inciso
iv-	cf-1988-art-47-par-3-inc-4	IV		inciso
5	cf-1988-art-47-par-3-inc-5	V		inciso
5 -	cf-1988-art-47-par-3-inc-5	V		inciso
5-	cf-1988-art-47-par-3-inc-5	V		inciso
inc 5	cf-1988-art-47-par-3-inc-5	V		inciso
inc v	cf-1988-art-47-par-3-inc-5	V		inciso
inc. 5	cf-1988-art-47-par-3-inc-5	V		inciso
inc. v	cf-1988-art-47-par-3-inc-5	V		inciso
inciso 5	cf-1988-art-47-par-3-inc-5	V		inciso
inciso v	cf-1988-art-47-par-3-inc-5	V		inciso
v	cf-1988-art-47-par-3-inc-5	V		inciso
v -	cf-1988-art-47-par-3-inc-5	V		inciso
v-	cf-1988-art-47-par-3-inc-5	V		inciso
par 4	cf-1988-art-47-par-4	§ 4		paragrafo
paragrafo 4	cf-1988-art-47-par-4	§ 4		paragrafo
§ 4	cf-1988-art-47-par-4	§ 4		paragrafo
§ 4º	cf-1988-art-47-par-4	§ 4		paragrafo
§4	cf-1988-art-47-par-4	§ 4		paragrafo
§4º	cf-1988-art-47-par-4	§ 4		paragrafo
par 5	cf-1988-art-47-par-5	§ 5		paragrafo
paragrafo 5	cf-1988-art-47-par-5	§ 5		paragrafo
§ 5	cf-1988-art-47-par-5	§ 5		paragrafo
§ 5º	cf-1988-art-47-par-5	§ 5		paragrafo
§5	cf-1988-art-47-par-5	§ 5		paragrafo
§5º	cf-1988-art-47-par-5	§ 5		paragrafo
par 6	cf-1988-art-47-par-6	§ 6		paragrafo
paragrafo 6	cf-1988-art-47-par-6	§ 6		paragrafo
§ 6	cf-1988-art-47-par-6	§ 6		paragrafo
§ 6º	cf-1988-art-47-par-6	§ 6		paragrafo
§6	cf-1988-art-47-par-6	§ 6		paragrafo
§6º	cf-1988-art-47-par-6	§ 6		paragrafo
par 7	cf-1988-art-47-par-7	§ 7		paragrafo
paragrafo 7	cf-1988-art-47-par-7	§ 7		paragrafo
§ 7	cf-1988-art-47-par-7	§ 7		paragrafo
§ 7º	cf-1988-art-47-par-7	§ 7		paragrafo
§7	cf-1988-art-47-par-7	§ 7		paragrafo
§7º	cf-1988-art-47-par-7	§ 7		paragrafo
par 1	cf-1988-art-49-par-1	§ 1		paragrafo
paragrafo 1	cf-1988-art-49-par-1	§ 1		paragrafo
§ 1	cf-1988-art-49-par-1	§ 1		paragrafo
§ 1º	cf-1988-art-49-par-1	§ 1		paragrafo
§1	cf-1988-art-49-par-1	§ 1		paragrafo
§1º	cf-1988-art-49-par-1	§ 1		paragrafo
par 2	cf-1988-art-49-par-2	§ 2		paragrafo
paragrafo 2	cf-1988-art-49-par-2	§ 2		paragrafo
§ 2	cf-1988-art-49-par-2	§ 2		paragrafo
§ 2º	cf-1988-art-49-par-2	§ 2		paragrafo
§2	cf-1988-art-49-par-2	§ 2		paragrafo
§2º	cf-1988-art-49-par-2	§ 2		paragrafo
par 3	cf-1988-art-49-par-3	§ 3		paragrafo
paragrafo 3	cf-1988-art-49-par-3	§ 3		paragrafo
§ 3	cf-1988-art-49-par-3	§ 3		paragrafo
§ 3º	cf-1988-art-49-par-3	§ 3		paragrafo
§3	cf-1988-art-49-par-3	§ 3		paragrafo
§3º	cf-1988-art-49-par-3	§ 3		paragrafo
par 4	cf-1988-art-49-par-4	§ 4		paragrafo
paragrafo 4	cf-1988-art-49-par-4	§ 4		paragrafo
§ 4	cf-1988-art-49-par-4	§ 4		paragrafo
§ 4º	cf-1988-art-49-par-4	§ 4		paragrafo
§4	cf-1988-art-49-par-4	§ 4		paragrafo
§4º	cf-1988-art-49-par-4	§ 4		paragrafo
par 1	cf-1988-art-51-par-1	§ 1		paragrafo
paragrafo 1	cf-1988-art-51-par-1	§ 1		paragrafo
§ 1	cf-1988-art-51-par-1	§ 1		paragrafo
§ 1º	cf-1988-art-51-par-1	§ 1		paragrafo
§1	cf-1988-art-51-par-1	§ 1		paragrafo
§1º	cf-1988-art-51-par-1	§ 1		paragrafo
par 2	cf-1988-art-51-par-2	§ 2		paragrafo
paragrafo 2	cf-1988-art-51-par-2	§ 2		paragrafo
§ 2	cf-1988-art-51-par-2	§ 2		paragrafo
§ 2º	cf-1988-art-51-par-2	§ 2		paragrafo
§2	cf-1988-art-51-par-2	§ 2		paragrafo
§2º	cf-1988-art-51-par-2	§ 2		paragrafo
par 3	cf-1988-art-51-par-3	§ 3		paragrafo
paragrafo 3	cf-1988-art-51-par-3	§ 3		paragrafo
§ 3	cf-1988-art-51-par-3	§ 3		paragrafo
§ 3º	cf-1988-art-51-par-3	§ 3		paragrafo
§3	cf-1988-art-51-par-3	§ 3		paragrafo
§3º	cf-1988-art-51-par-3	§ 3		paragrafo
2	cf-1988-art-52-inc-2	II		inciso
2 -	cf-1988-art-52-inc-2	II		inciso
2-	cf-1988-art-52-inc-2	II		inciso
ii	cf-1988-art-52-inc-2	II		inciso
ii -	cf-1988-art-52-inc-2	II		inciso
ii-	cf-1988-art-52-inc-2	II		inciso
inc 2	cf-1988-art-52-inc-2	II		inciso
inc ii	cf-1988-art-52-inc-2	II		inciso
inc. 2	cf-1988-art-52-inc-2	II		inciso
inc. ii	cf-1988-art-52-inc-2	II		inciso
inciso 2	cf-1988-art-52-inc-2	II		inciso
inciso ii	cf-1988-art-52-inc-2	II		inciso
1	cf-1988-art-53-inc-1	I		inciso
1 -	cf-1988-art-53-inc-1	I		inciso
1-	cf-1988-art-53-inc-1	I		inciso
i	cf-1988-art-53-inc-1	I		inciso
i -	cf-1988-art-53-inc-1	I		inciso
i-	cf-1988-art-53-inc-1	I		inciso
inc 1	cf-1988-art-53-inc-1	I		inciso
inc i	cf-1988-art-53-inc-1	I		inciso
inc. 1	cf-1988-art-53-inc-1	I		inciso
inc. i	cf-1988-art-53-inc-1	I		inciso
inciso 1	cf-1988-art-53-inc-1	I		inciso
inciso i	cf-1988-art-53-inc-1	I		inciso
2	cf-1988-art-53-inc-2	II		inciso
2 -	cf-1988-art-53-inc-2	II		inciso
2-	cf-1988-art-53-inc-2	II		inciso
ii	cf-1988-art-53-inc-2	II		inciso
ii -	cf-1988-art-53-inc-2	II		inciso
ii-	cf-1988-art-53-inc-2	II		inciso
inc 2	cf-1988-art-53-inc-2	II		inciso
inc ii	cf-1988-art-53-inc-2	II		inciso
inc. 2	cf-1988-art-53-inc-2	II		inciso
inc. ii	cf-1988-art-53-inc-2	II		inciso
inciso 2	cf-1988-art-53-inc-2	II		inciso
inciso ii	cf-1988-art-53-inc-2	II		inciso
3	cf-1988-art-53-inc-3	III		inciso
3 -	cf-1988-art-53-inc-3	III		inciso
3-	cf-1988-art-53-inc-3	III		inciso
iii	cf-1988-art-53-inc-3	III		inciso
iii -	cf-1988-art-53-inc-3	III		inciso
iii-	cf-1988-art-53-inc-3	III		inciso
inc 3	cf-1988-art-53-inc-3	III		inciso
inc iii	cf-1988-art-53-inc-3	III		inciso
inc. 3	cf-1988-art-53-inc-3	III		inciso
inc. iii	cf-1988-art-53-inc-3	III		inciso
inciso 3	cf-1988-art-53-inc-3	III		inciso
inciso iii	cf-1988-art-53-inc-3	III		inciso
4	cf-1988-art-53-inc-4	IV		inciso
4 -	cf-1988-art-53-inc-4	IV		inciso
4-	cf-1988-art-53-inc-4	IV		inciso
inc 4	cf-1988-art-53-inc-4	IV		inciso
inc iv	cf-1988-art-53-inc-4	IV		inciso
inc. 4	cf-1988-art-53-inc-4	IV		inciso
inc. iv	cf-1988-art-53-inc-4	IV		inciso
inciso 4	cf-1988-art-53-inc-4	IV		inciso
inciso iv	cf-1988-art-53-inc-4	IV		inciso
iv	cf-1988-art-53-inc-4	IV		inciso
iv -	cf-1988-art-53-inc-4	IV		inciso
iv-	cf-1988-art-53-inc-4	IV		inciso
5	cf-1988-art-53-inc-5	V		inciso
5 -	cf-1988-art-53-inc-5	V		inciso
5-	cf-1988-art-53-inc-5	V		inciso
inc 5	cf-1988-art-53-inc-5	V		inciso
inc v	cf-1988-art-53-inc-5	V		inciso
inc. 5	cf-1988-art-53-inc-5	V		inciso
inc. v	cf-1988-art-53-inc-5	V		inciso
inciso 5	cf-1988-art-53-inc-5	V		inciso
inciso v	cf-1988-art-53-inc-5	V		inciso
v	cf-1988-art-53-inc-5	V		inciso
v -	cf-1988-art-53-inc-5	V		inciso
v-	cf-1988-art-53-inc-5	V		inciso
6	cf-1988-art-53-inc-6	VI		inciso
6 -	cf-1988-art-53-inc-6	VI		inciso
6-	cf-1988-art-53-inc-6	VI		inciso
inc 6	cf-1988-art-53-inc-6	VI		inciso
inc vi	cf-1988-art-53-inc-6	VI		inciso
inc. 6	cf-1988-art-53-inc-6	VI		inciso
inc. vi	cf-1988-art-53-inc-6	VI		inciso
inciso 6	cf-1988-art-53-inc-6	VI		inciso
inciso vi	cf-1988-art-53-inc-6	VI		inciso
vi	cf-1988-art-53-inc-6	VI		inciso
vi -	cf-1988-art-53-inc-6	VI		inciso
vi-	cf-1988-art-53-inc-6	VI		inciso
paragrafo unico	cf-1988-art-53-par-unico	Parágrafo único		paragrafo
§ unico	cf-1988-art-53-par-unico	Parágrafo único		paragrafo
par 1	cf-1988-art-54-par-1	§ 1		paragrafo
paragrafo 1	cf-1988-art-54-par-1	§ 1		paragrafo
§ 1	cf-1988-art-54-par-1	§ 1		paragrafo
§ 1º	cf-1988-art-54-par-1	§ 1		paragrafo
§1	cf-1988-art-54-par-1	§ 1		paragrafo
§1º	cf-1988-art-54-par-1	§ 1		paragrafo
par 2	cf-1988-art-54-par-2	§ 2		paragrafo
paragrafo 2	cf-1988-art-54-par-2	§ 2		paragrafo
§ 2	cf-1988-art-54-par-2	§ 2		paragrafo
§ 2º	cf-1988-art-54-par-2	§ 2		paragrafo
§2	cf-1988-art-54-par-2	§ 2		paragrafo
§2º	cf-1988-art-54-par-2	§ 2		paragrafo
par 3	cf-1988-art-54-par-3	§ 3		paragrafo
paragrafo 3	cf-1988-art-54-par-3	§ 3		paragrafo
§ 3	cf-1988-art-54-par-3	§ 3		paragrafo
§ 3º	cf-1988-art-54-par-3	§ 3		paragrafo
§3	cf-1988-art-54-par-3	§ 3		paragrafo
§3º	cf-1988-art-54-par-3	§ 3		paragrafo
paragrafo unico	cf-1988-art-58-par-unico	Parágrafo único		paragrafo
§ unico	cf-1988-art-58-par-unico	Parágrafo único		paragrafo
4	cf-1988-art-60-inc-4	IV		inciso
4 -	cf-1988-art-60-inc-4	IV		inciso
4-	cf-1988-art-60-inc-4	IV		inciso
inc 4	cf-1988-art-60-inc-4	IV		inciso
inc iv	cf-1988-art-60-inc-4	IV		inciso
inc. 4	cf-1988-art-60-inc-4	IV		inciso
inc. iv	cf-1988-art-60-inc-4	IV		inciso
inciso 4	cf-1988-art-60-inc-4	IV		inciso
inciso iv	cf-1988-art-60-inc-4	IV		inciso
iv	cf-1988-art-60-inc-4	IV		inciso
iv -	cf-1988-art-60-inc-4	IV		inciso
iv-	cf-1988-art-60-inc-4	IV		inciso
5	cf-1988-art-60-inc-5	V		inciso
5 -	cf-1988-art-60-inc-5	V		inciso
5-	cf-1988-art-60-inc-5	V		inciso
inc 5	cf-1988-art-60-inc-5	V		inciso
inc v	cf-1988-art-60-inc-5	V		inciso
inc. 5	cf-1988-art-60-inc-5	V		inciso
inc. v	cf-1988-art-60-inc-5	V		inciso
inciso 5	cf-1988-art-60-inc-5	V		inciso
inciso v	cf-1988-art-60-inc-5	V		inciso
v	cf-1988-art-60-inc-5	V		inciso
v -	cf-1988-art-60-inc-5	V		inciso
v-	cf-1988-art-60-inc-5	V		inciso
6	cf-1988-art-60-inc-6	VI		inciso
6 -	cf-1988-art-60-inc-6	VI		inciso
6-	cf-1988-art-60-inc-6	VI		inciso
inc 6	cf-1988-art-60-inc-6	VI		inciso
inc vi	cf-1988-art-60-inc-6	VI		inciso
inc. 6	cf-1988-art-60-inc-6	VI		inciso
inc. vi	cf-1988-art-60-inc-6	VI		inciso
inciso 6	cf-1988-art-60-inc-6	VI		inciso
inciso vi	cf-1988-art-60-inc-6	VI		inciso
vi	cf-1988-art-60-inc-6	VI		inciso
vi -	cf-1988-art-60-inc-6	VI		inciso
vi-	cf-1988-art-60-inc-6	VI		inciso
1	cf-1988-art-60-par-1-inc-1	I		inciso
1 -	cf-1988-art-60-par-1-inc-1	I		inciso
1-	cf-1988-art-60-par-1-inc-1	I		inciso
i	cf-1988-art-60-par-1-inc-1	I		inciso
i -	cf-1988-art-60-par-1-inc-1	I		inciso
i-	cf-1988-art-60-par-1-inc-1	I		inciso
inc 1	cf-1988-art-60-par-1-inc-1	I		inciso
inc i	cf-1988-art-60-par-1-inc-1	I		inciso
inc. 1	cf-1988-art-60-par-1-inc-1	I		inciso
inc. i	cf-1988-art-60-par-1-inc-1	I		inciso
inciso 1	cf-1988-art-60-par-1-inc-1	I		inciso
inciso i	cf-1988-art-60-par-1-inc-1	I		inciso
2	cf-1988-art-60-par-1-inc-2	II		inciso
2 -	cf-1988-art-60-par-1-inc-2	II		inciso
2-	cf-1988-art-60-par-1-inc-2	II		inciso
ii	cf-1988-art-60-par-1-inc-2	II		inciso
ii -	cf-1988-art-60-par-1-inc-2	II		inciso
ii-	cf-1988-art-60-par-1-inc-2	II		inciso
inc 2	cf-1988-art-60-par-1-inc-2	II		inciso
inc ii	cf-1988-art-60-par-1-inc-2	II		inciso
inc. 2	cf-1988-art-60-par-1-inc-2	II		inciso
inc. ii	cf-1988-art-60-par-1-inc-2	II		inciso
inciso 2	cf-1988-art-60-par-1-inc-2	II		inciso
inciso ii	cf-1988-art-60-par-1-inc-2	II		inciso
3	cf-1988-art-60-par-1-inc-3	III		inciso
3 -	cf-1988-art-60-par-1-inc-3	III		inciso
3-	cf-1988-art-60-par-1-inc-3	III		inciso
iii	cf-1988-art-60-par-1-inc-3	III		inciso
iii -	cf-1988-art-60-par-1-inc-3	III		inciso
iii-	cf-1988-art-60-par-1-inc-3	III		inciso
inc 3	cf-1988-art-60-par-1-inc-3	III		inciso
inc iii	cf-1988-art-60-par-1-inc-3	III		inciso
inc. 3	cf-1988-art-60-par-1-inc-3	III		inciso
inc. iii	cf-1988-art-60-par-1-inc-3	III		inciso
inciso 3	cf-1988-art-60-par-1-inc-3	III		inciso
inciso iii	cf-1988-art-60-par-1-inc-3	III		inciso
4	cf-1988-art-60-par-1-inc-4	IV		inciso
4 -	cf-1988-art-60-par-1-inc-4	IV		inciso
4-	cf-1988-art-60-par-1-inc-4	IV		inciso
inc 4	cf-1988-art-60-par-1-inc-4	IV		inciso
inc iv	cf-1988-art-60-par-1-inc-4	IV		inciso
inc. 4	cf-1988-art-60-par-1-inc-4	IV		inciso
inc. iv	cf-1988-art-60-par-1-inc-4	IV		inciso
inciso 4	cf-1988-art-60-par-1-inc-4	IV		inciso
inciso iv	cf-1988-art-60-par-1-inc-4	IV		inciso
iv	cf-1988-art-60-par-1-inc-4	IV		inciso
iv -	cf-1988-art-60-par-1-inc-4	IV		inciso
iv-	cf-1988-art-60-par-1-inc-4	IV		inciso
5	cf-1988-art-60-par-1-inc-5	V		inciso
5 -	cf-1988-art-60-par-1-inc-5	V		inciso
5-	cf-1988-art-60-par-1-inc-5	V		inciso
inc 5	cf-1988-art-60-par-1-inc-5	V		inciso
inc v	cf-1988-art-60-par-1-inc-5	V		inciso
inc. 5	cf-1988-art-60-par-1-inc-5	V		inciso
inc. v	cf-1988-art-60-par-1-inc-5	V		inciso
inciso 5	cf-1988-art-60-par-1-inc-5	V		inciso
inciso v	cf-1988-art-60-par-1-inc-5	V		inciso
v	cf-1988-art-60-par-1-inc-5	V		inciso
v -	cf-1988-art-60-par-1-inc-5	V		inciso
v-	cf-1988-art-60-par-1-inc-5	V		inciso
6	cf-1988-art-60-par-1-inc-6	VI		inciso
6 -	cf-1988-art-60-par-1-inc-6	VI		inciso
6-	cf-1988-art-60-par-1-inc-6	VI		inciso
inc 6	cf-1988-art-60-par-1-inc-6	VI		inciso
inc vi	cf-1988-art-60-par-1-inc-6	VI		inciso
inc. 6	cf-1988-art-60-par-1-inc-6	VI		inciso
inc. vi	cf-1988-art-60-par-1-inc-6	VI		inciso
inciso 6	cf-1988-art-60-par-1-inc-6	VI		inciso
inciso vi	cf-1988-art-60-par-1-inc-6	VI		inciso
vi	cf-1988-art-60-par-1-inc-6	VI		inciso
vi -	cf-1988-art-60-par-1-inc-6	VI		inciso
vi-	cf-1988-art-60-par-1-inc-6	VI		inciso
