anchor_text_norm	slug	label	title	node_type	namespace	variant_origin	match_priority
ali c	cf-1988-art-12-inc-1-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-120-par-unico-inc-1-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-128-inc-1-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-128-par-5-inc-1-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-128-par-5-inc-2-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-130-inc-1-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-130-par-3-inc-5-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-131-par-5-inc-1-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-136-par-1-inc-1-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-14-par-1-inc-2-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-14-par-3-inc-6-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-146-inc-3-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-150-inc-3-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-150-inc-6-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-155-par-2-inc-10-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-155-par-2-inc-12-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-155-par-4-inc-4-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-155-par-6-inc-3-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-156-par-5-inc-1-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-156-par-5-inc-5-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-156-par-6-inc-1-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-159-inc-1-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-163-inc-8-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-166-par-3-inc-2-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-167-inc-4-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-177-par-4-inc-2-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-195-inc-1-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-21-inc-12-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-21-inc-23-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-212-inc-10-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-212-inc-2-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-212-inc-5-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-29-inc-4-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-29-inc-6-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-34-inc-7-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-37-inc-16-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-5-inc-38-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-5-inc-46-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-5-inc-47-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-52-inc-3-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-54-inc-2-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-61-par-1-inc-2-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-62-par-1-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-85-inc-1-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-93-inc-2-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-96-inc-1-ali-c	c)		alinea	cf	ali_abrev	75
ali c	cf-1988-art-96-inc-2-ali-c	c)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-102-inc-1-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-102-inc-3-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-105-inc-1-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-108-inc-1-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-116-par-12-inc-6-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-128-inc-1-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-128-par-5-inc-2-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-130-par-3-inc-5-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-14-par-3-inc-6-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-146-inc-3-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-150-inc-6-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-155-par-2-inc-10-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-155-par-2-inc-12-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-155-par-6-inc-3-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-159-inc-1-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-163-inc-8-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-167-inc-4-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-177-par-4-inc-2-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-21-inc-12-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-21-inc-23-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-212-inc-10-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-29-inc-4-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-29-inc-6-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-34-inc-7-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-5-inc-38-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-5-inc-46-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-5-inc-47-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-52-inc-3-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-54-inc-2-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-61-par-1-inc-2-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-62-par-1-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-93-inc-2-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-96-inc-1-ali-d	d)		alinea	cf	ali_abrev	75
ali d	cf-1988-art-96-inc-2-ali-d	d)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-102-inc-1-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-105-inc-1-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-108-inc-1-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-116-par-12-inc-6-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-128-par-5-inc-2-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-130-par-3-inc-5-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-150-inc-6-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-155-par-2-inc-12-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-155-par-6-inc-3-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-159-inc-1-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-163-inc-8-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-21-inc-12-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-212-inc-10-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-29-inc-4-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-29-inc-6-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-34-inc-7-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-5-inc-46-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-5-inc-47-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-52-inc-3-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-61-par-1-inc-2-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-93-inc-2-ali-e	e)		alinea	cf	ali_abrev	75
ali e	cf-1988-art-96-inc-1-ali-e	e)		alinea	cf	ali_abrev	75
ali f	cf-1988-art-102-inc-1-ali-f	f)		alinea	cf	ali_abrev	75
ali f	cf-1988-art-105-inc-1-ali-f	f)		alinea	cf	ali_abrev	75
ali f	cf-1988-art-116-par-12-inc-6-ali-f	f)		alinea	cf	ali_abrev	75
ali f	cf-1988-art-128-par-5-inc-2-ali-f	f)		alinea	cf	ali_abrev	75
ali f	cf-1988-art-155-par-2-inc-12-ali-f	f)		alinea	cf	ali_abrev	75
ali f	cf-1988-art-159-inc-1-ali-f	f)		alinea	cf	ali_abrev	75
ali f	cf-1988-art-21-inc-12-ali-f	f)		alinea	cf	ali_abrev	75
ali f	cf-1988-art-29-inc-4-ali-f	f)		alinea	cf	ali_abrev	75
ali f	cf-1988-art-29-inc-6-ali-f	f)		alinea	cf	ali_abrev	75
ali f	cf-1988-art-52-inc-3-ali-f	f)		alinea	cf	ali_abrev	75
ali f	cf-1988-art-61-par-1-inc-2-ali-f	f)		alinea	cf	ali_abrev	75
ali f	cf-1988-art-96-inc-1-ali-f	f)		alinea	cf	ali_abrev	75
ali g	cf-1988-art-102-inc-1-ali-g	g)		alinea	cf	ali_abrev	75
ali g	cf-1988-art-105-inc-1-ali-g	g)		alinea	cf	ali_abrev	75
ali g	cf-1988-art-116-par-12-inc-6-ali-g	g)		alinea	cf	ali_abrev	75
ali g	cf-1988-art-155-par-2-inc-12-ali-g	g)		alinea	cf	ali_abrev	75
ali g	cf-1988-art-29-inc-4-ali-g	g)		alinea	cf	ali_abrev	75
ali h	cf-1988-art-102-inc-1-ali-h	h)		alinea	cf	ali_abrev	75
ali h	cf-1988-art-105-inc-1-ali-h	h)		alinea	cf	ali_abrev	75
ali h	cf-1988-art-155-par-2-inc-12-ali-h	h)		alinea	cf	ali_abrev	75
ali h	cf-1988-art-29-inc-4-ali-h	h)		alinea	cf	ali_abrev	75
ali i	cf-1988-art-102-inc-1-ali-i	i)		alinea	cf	ali_abrev	75
ali i	cf-1988-art-105-inc-1-ali-i	i)		alinea	cf	ali_abrev	75
ali i	cf-1988-art-155-par-2-inc-12-ali-i	i)		alinea	cf	ali_abrev	75
ali i	cf-1988-art-29-inc-4-ali-i	i)		alinea	cf	ali_abrev	75
ali j	cf-1988-art-102-inc-1-ali-j	j)		alinea	cf	ali_abrev	75
ali j	cf-1988-art-105-inc-1-ali-j	j)		alinea	cf	ali_abrev	75
ali j	cf-1988-art-29-inc-4-ali-j	j)		alinea	cf	ali_abrev	75
ali k	cf-1988-art-29-inc-4-ali-k	k)		alinea	cf	ali_abrev	75
ali l	cf-1988-art-102-inc-1-ali-l	l)		alinea	cf	ali_abrev	75
ali l	cf-1988-art-29-inc-4-ali-l	l)		alinea	cf	ali_abrev	75
ali m	cf-1988-art-102-inc-1-ali-m	m)		alinea	cf	ali_abrev	75
ali m	cf-1988-art-29-inc-4-ali-m	m)		alinea	cf	ali_abrev	75
ali n	cf-1988-art-102-inc-1-ali-n	n)		alinea	cf	ali_abrev	75
ali n	cf-1988-art-29-inc-4-ali-n	n)		alinea	cf	ali_abrev	75
ali o	cf-1988-art-102-inc-1-ali-o	o)		alinea	cf	ali_abrev	75
ali o	cf-1988-art-29-inc-4-ali-o	o)		alinea	cf	ali_abrev	75
ali p	cf-1988-art-102-inc-1-ali-p	p)		alinea	cf	ali_abrev	75
ali p	cf-1988-art-29-inc-4-ali-p	p)		alinea	cf	ali_abrev	75
ali q	cf-1988-art-102-inc-1-ali-q	q)		alinea	cf	ali_abrev	75
ali q	cf-1988-art-29-inc-4-ali-q	q)		alinea	cf	ali_abrev	75
ali r	cf-1988-art-102-inc-1-ali-r	r)		alinea	cf	ali_abrev	75
ali r	cf-1988-art-29-inc-4-ali-r	r)		alinea	cf	ali_abrev	75
ali s	cf-1988-art-29-inc-4-ali-s	s)		alinea	cf	ali_abrev	75
ali t	cf-1988-art-29-inc-4-ali-t	t)		alinea	cf	ali_abrev	75
ali u	cf-1988-art-29-inc-4-ali-u	u)		alinea	cf	ali_abrev	75
ali v	cf-1988-art-29-inc-4-ali-v	v)		alinea	cf	ali_abrev	75
ali w	cf-1988-art-29-inc-4-ali-w	w)		alinea	cf	ali_abrev	75
ali x	cf-1988-art-29-inc-4-ali-x	x)		alinea	cf	ali_abrev	75
alinea a	cf-1988-art-10-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-101-par-2-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-102-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-102-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-102-inc-3-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-105-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-105-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-105-inc-3-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-108-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-116-par-12-inc-6-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-119-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-12-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-12-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-12-par-4-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-120-par-1-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-120-par-unico-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-120-par-unico-inc-3-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-126-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-126-inc-3-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-128-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-128-par-5-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-128-par-5-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-130-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-130-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-130-par-3-inc-5-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-131-par-2-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-131-par-2-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-131-par-2-inc-3-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-131-par-5-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-136-par-1-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-14-par-1-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-14-par-3-inc-6-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-146-inc-3-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-149-par-2-inc-3-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-150-inc-3-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-150-inc-6-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-155-par-1-inc-3-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-155-par-2-inc-10-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-155-par-2-inc-12-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-155-par-2-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-155-par-2-inc-5-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-155-par-2-inc-7-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-155-par-2-inc-8-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-155-par-2-inc-9-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-155-par-4-inc-4-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-155-par-6-inc-3-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-156-par-3-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-156-par-4-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-156-par-5-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-156-par-5-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-156-par-5-inc-5-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-156-par-6-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-156-par-6-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-156-par-6-inc-3-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-158-inc-4-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-159-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-163-inc-8-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-166-par-3-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-166-par-3-inc-3-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-167-inc-4-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-177-par-4-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-177-par-4-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-192-inc-3-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-195-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-21-inc-12-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-21-inc-23-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-212-inc-10-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-212-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-212-inc-5-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-235-inc-5-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-235-inc-9-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-29-inc-4-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-29-inc-6-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-34-inc-5-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-34-inc-7-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-37-inc-16-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-5-inc-28-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-5-inc-34-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-5-inc-38-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-5-inc-46-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-5-inc-47-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-5-inc-70-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-5-inc-72-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-5-inc-76-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-52-inc-3-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-54-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-54-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-61-par-1-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-62-par-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-7-inc-29-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-84-inc-5-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-85-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-85-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-93-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-96-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-96-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-97-par-10-inc-4-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-97-par-2-inc-1-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-art-97-par-2-inc-2-ali-a	a)		alinea	cf	ali_extenso	92
alinea a	cf-1988-root-ali-a	a)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-10-inc-2-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-101-par-2-inc-2-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-102-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-102-inc-2-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-102-inc-3-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-105-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-105-inc-2-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-105-inc-3-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-108-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-116-par-12-inc-6-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-119-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-12-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-12-inc-2-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-12-par-4-inc-2-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-120-par-1-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-120-par-unico-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-120-par-unico-inc-3-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-126-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-126-inc-3-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-128-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-128-par-5-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-128-par-5-inc-2-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-130-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-130-inc-2-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-130-par-3-inc-5-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-131-par-2-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-131-par-2-inc-2-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-131-par-2-inc-3-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-131-par-5-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-136-par-1-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-14-par-1-inc-2-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-14-par-3-inc-6-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-146-inc-3-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-149-par-2-inc-3-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-150-inc-3-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-150-inc-6-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-155-par-1-inc-3-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-155-par-2-inc-10-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-155-par-2-inc-12-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-155-par-2-inc-2-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-155-par-2-inc-5-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-155-par-2-inc-7-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-155-par-2-inc-8-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-155-par-2-inc-9-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-155-par-4-inc-4-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-155-par-6-inc-3-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-156-par-3-inc-2-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-156-par-4-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-156-par-5-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-156-par-5-inc-2-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-156-par-5-inc-5-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-156-par-6-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-156-par-6-inc-2-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-156-par-6-inc-3-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-158-inc-4-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-159-inc-1-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-163-inc-8-ali-b	b)		alinea	cf	ali_extenso	92
alinea b	cf-1988-art-166-par-3-inc-2-ali-b	b)		alinea	cf	ali_extenso	92
