com_id	artigo	process_class	process_number	process_key	relator	redator	julgamento_data	dje_data	turma	tema_rg	sumula_num	sumula_tipo	merito_status	stf_incidente	url_principal	urls_todas	link_labels	referencia	texto_preview	fonte_relator	fonte_processo
42301	cf-art-5	HC	70389	HC_70389	Celso de Mello		23-6-1994	10-8-2001	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=72400	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=72400	HC 70.389	 HC 70.389 , rel. min. Celso de Mello, j. 23-6-1994, P, DJ de 10-8-2001.	(...) o policial militar que, a pretexto de exercer atividade de repressão criminal em nome do Estado, inflige, mediante desempenho funcional abusivo, danos físicos a menor momentaneamente sujeito ao 	ref	ref
96524	cf-art-5	ADPF	1151	ADPF_1151	Dias Toffoli		09	13	P						https://portal.stf.jus.br/processos/downloadPeca.asp?id=15372913075&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15372913075&amp;ext=.pdf	ADPF 1.151	 ADPF 1.151 , rel. min. Dias Toffoli, j. 09.12.2024, P, DJE de 13.12.2024.	A proibição de determinada variação linguística do idioma oficial constitui, por si só, uma injustificável restrição à liberdade de expressão (CRFB, art. 5, inciso IV), afigurando-se ainda mais gravos	ref	ref
90079	cf-art-5	ADI	6561	ADI_6561	Edson Fachin		4-9-2023	3-11-2023	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=772302784	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=772302784	ADI 6.561	 ADI 6.561 , rel. min. Edson Fachin, j. 4-9-2023, P, DJE de 3-11-2023.	Lei 3.528 de 2019 do estado do Tocantins. Cadastro estadual de usuários e dependentes de drogas. (...) Materialmente (...) há inconstitucionalidade. A seletividade social do cadastro é incompatível co	ref	ref
88773	cf-art-5	ADPF	734	ADPF_734	Dias Toffoli		13-4-2023	4-5-2023	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=767362264	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=767362264 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=767362261	ADPF 734 | ADPF 475	 ADPF 734 , rel. min. Dias Toffoli, j. 13-4-2023, P, DJE de 4-5-2023.	Artigo 31, incisos IV e V, da Lei nº 6.425/72 do Estado de Pernambuco, a qual institui o estatuto policial no âmbito daquele estado. (...) Na espécie, impugna-se lei estadual que proíbe os policiais c	ref	ref
88771	cf-art-5	ADPF	475	ADPF_475	Dias Toffoli		13-4-2023	4-5-2023	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=767362261	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=767362261 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=767362264	ADPF 475 | ADPF 734	 ADPF 475 , rel. min. Dias Toffoli, j. 13-4-2023, P, DJE de 4-5-2023.	Artigo 166 do Decreto-Lei nº 1.001, de 21 de outubro de 1969. Código Penal Militar. (...) Na espécie, está-se diante de dispositivo do Código Penal Militar que proíbe os militares de criticar publicam	ref	ref
83456	cf-art-5	ADPF	722	ADPF_722	Cármen Lúcia		16-5-2022	9-6-2022	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=761255398	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=761255398	ADPF 722	 ADPF 722 , rel. min. Cármen Lúcia, j. 16-5-2022, P, DJE de 9-6-2022.	Atividade de inteligência do Ministério da Justiça e Segurança pública. Produção e disseminação de dossiê com informações de servidores federais e estaduais integrantes de Movimento antifascismo e de 	ref	ref
78958	cf-art-5	ADPF	548	ADPF_548	Cármen Lúcia		15-5-2020	9-6-2020	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=752896813	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=752896813	ADPF 548	 ADPF 548 , rel. min. Cármen Lúcia, j. 15-5-2020, P, DJE de 9-6-2020.	Afronta aos princípios da liberdade de manifestação de pensamento e da autonomia universitária. (...) Inconstitucionalidade de interpretação dos arts. 24 e 37 da Lei n. 9.504/1997 que conduza a atos j	ref	ref
78736	cf-art-5	ADI	4451	ADI_4451	Alexandre de Moraes		21-6-2018	6-3-2019	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=749287337	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=749287337	ADI 4.451	 ADI 4.451 , rel. min. Alexandre de Moraes, j. 21-6-2018, P, DJE de 6-3-2019.	A Democracia não existirá e a livre participação política não florescerá onde a liberdade de expressão for ceifada, pois esta constitui condição essencial ao pluralismo de ideias, que por sua vez é um	ref	ref
78596	cf-art-5	ADI	2566	ADI_2566	Alexandre de Moraes	Edson Fachin	16-5-2018	23-10-2018	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=748485216	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=748485216	ADI 2.566	 ADI 2.566 , rel. min. Alexandre de Moraes, red. do ac. min. Edson Fachin, j. 16-5-2018, P, DJE de 23-10-2018.	A liberdade religiosa não é exercível apenas em privado, mas também no espaço público, e inclui o direito de tentar convencer os outros, por meio do ensinamento, a mudar de religião. O discurso prosel	ref	ref
68860	cf-art-5	ADI	5136	ADI_5136	Gilmar Mendes			30-10-2014	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=7088799	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=7088799	ADI 5.136 MC	 ADI 5.136 MC , rel. min. Gilmar Mendes, j. 1º-7-2014, P, DJE de 30-10-2014.	"Ação direta de inconstitucionalidade. Parágrafo 1º do art. 28 da Lei 12.663/2012 (""Lei Geral da Copa""). Violação da liberdade de expressão. Inexistência. Aplicação do princípio da proporcionalidade. J"	ref	ref
68575	cf-art-5	ADI	4274	ADI_4274	Ayres Britto		23-11-2011	2-5-2012	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=1955301	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=1955301 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=5956195	ADI 4.274 | ADPF 187	 ADI 4.274 , rel. min. Ayres Britto, j. 23-11-2011, P, DJE de 2-5-2012.	"Cabível o pedido de ""interpretação conforme à Constituição"" de preceito legal portador de mais de um sentido, dando-se que ao menos um deles é contrário à CF. A utilização do § 3º do art. 33 da Lei 11"	ref	ref
68576	cf-art-5	ADPF	187	ADPF_187	Celso de Mello		15-6-2011	29-5-2014	P						http://www.stf.jus.br/portal/processo/verProcessoTexto.asp?id=2864564&amp;tipoApp=RTF	http://www.stf.jus.br/portal/processo/verProcessoTexto.asp?id=2864564&amp;tipoApp=RTF | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=5956195 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=1955301	AC 2.695 MC | ADPF 187 | ADI 4.274	 ADPF 187 , rel. min. Celso de Mello, j. 15-6-2011, P, DJE de 29-5-2014.	"""Marcha da Maconha"". Manifestação legítima, por cidadãos da República, de duas liberdades individuais revestidas de caráter fundamental: o direito de reunião (liberdade-meio) e o direito à livre expre"	ref	ref
45622	cf-art-5	ADPF	130	ADPF_130	Ayres Britto		30-4-2009	6-11-2009	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=605411	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=605411 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=749287337 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=14784997	ADPF 130 | ADI 4.451 | Rcl 22.238	 ADPF 130 , rel. min. Ayres Britto, j. 30-4-2009, P, DJE de 6-11-2009.	O art. 220 da Constituição radicaliza e alarga o regime de plena liberdade de atuação da imprensa, porquanto fala: a) que os mencionados direitos de personalidade (liberdade de pensamento, criação, ex	ref	ref
52037	cf-art-5	ADI	869	ADI_869	Ilmar Galvão	Maurício Corrêa	4-8-1999	4-6-2004	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=266572	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=266572	ADI 869	 ADI 869 , rel. min. Ilmar Galvão, red. do ac. min. Maurício Corrêa, j. 4-8-1999, P, DJ de 4-6-2004.	Divulgação total ou parcial, por qualquer meio de comunicação, de nome, ato ou documento de procedimento policial, administrativo ou judicial relativo a criança ou adolescente a que se atribua ato inf	ref	ref
96835	cf-art-5	RE	1037396	RE_1037396	Dias Toffoli		26	05	P	987			julgado	5217273	RE 1.037.396https://portal.stf.jus.br/processos/downloadPeca.asp?id=15381980293&amp;ext=.pdf	RE 1.037.396https://portal.stf.jus.br/processos/downloadPeca.asp?id=15381980293&amp;ext=.pdf | https://portal.stf.jus.br/jurisprudenciaRepercussao/verAndamentoProcesso.asp?incidente=5160549&amp;numeroProcesso=1037396&amp;classeProcesso=RE&amp;numeroTema=987 | https://portal.stf.jus.br/processos/downloadPeca.asp?id=15381980474&amp;ext=.pdf | https://portal.stf.jus.br/jurisprudenciarepercussao/verAndamentoProcesso.asp?incidente=5217273&amp;numeroProcesso=1057258&amp;classeProcesso=RE&amp;numeroTema=533	RE 1.037.396 | 987 | RE 1.057.258 | 533	 RE 1.037.396 , rel. min. Dias Toffoli, j. 26.06.2025, P, DJE de 05.11.2025, Tema 987 , com mérito julgado e RE 1.057.258 , rel. min. Luiz Fux, j. 26.06.2025, P, DJE de 05.11.2025, Tema 533 , com mérito julgado.	“Reconhecimento da inconstitucionalidade parcial e progressiva do art. 19 do MCI 1. O art. 19 da Lei nº 12.965/2014 (Marco Civil da Internet), que exige ordem judicial específica para a responsabiliza	ref	ref
96636	cf-art-5	ARE	1470552	ARE_1470552	Edson Fachin		14	21	P	1			pendente		https://portal.stf.jus.br/processos/downloadPeca.asp?id=15374796521&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15374796521&amp;ext=.pdf | https://portal.stf.jus.br/jurisprudenciaRepercussao/tema.asp?num=1371	ARE 1.470.552 RG | Tema 1.371	 ARE 1.470.552 RG , rel. min. Edson Fachin, j. 14.2.2025, P, DJE de 21.2.2025, Tema 1.371 , com mérito pendente.	Direito de liberdade de expressão e produção literária do preso, frente às exigências de segurança pública e disciplina carcerária. [ ARE 1.470.552 RG , rel. min. Edson Fachin, j. 14.2.2025, P, DJE de	ref	ref
79403	cf-art-5	MS	35779	MS_35779	Luís Roberto Barroso		29-11-2018	10-12-2018							https://portal.stf.jus.br/processos/downloadPeca.asp?id=15339205171&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15339205171&amp;ext=.pdf	MS 35.779 MC	 MS 35.779 MC , rel. min. Roberto Barroso, j. 29-11-2018, dec. monocrática, DJE de 10-12-2018.	(...) a restrição à manifestação político-partidária em redes sociais imposta pelo Provimento nº 71/2018 contraria o regime legal e constitucional que assegura aos servidores civis o direito de filiaç	ref	ref
74377	cf-art-5	RHC	134682	RHC_134682	Edson Fachin		29-11-2016	29-8-2017	1ª T						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=13465125	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=13465125 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=748485216	RHC 134.682 | ADI 2.566	 RHC 134.682 , rel. min. Edson Fachin, j. 29-11-2016, 1ª T, DJE de 29-8-2017.	A liberdade religiosa e a de expressão constituem elementos fundantes da ordem constitucional e devem ser exercidas com observância dos demais direitos e garantias fundamentais, não alcançando, nessa 	ref	ref
57871	cf-art-5	AI	705630	AI_705630	Celso de Mello		22-3-2011	6-4-2011	2ª T						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=621516	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=621516	AI 705.630 AgR	 AI 705.630 AgR , rel. min. Celso de Mello, j. 22-3-2011, 2ª T, DJE de 6-4-2011.	A liberdade de imprensa, enquanto projeção das liberdades de comunicação e de manifestação do pensamento, reveste-se de conteúdo abrangente, por compreender, entre outras prerrogativas relevantes que 	ref	ref
55812	cf-art-5	RE	511961	RE_511961	Gilmar Mendes		17-6-2009	13-11-2009	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=605643	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=605643	RE 511.961	 RE 511.961 , rel. min. Gilmar Mendes, j. 17-6-2009, P, DJE de 13-11-2009.	O jornalismo é uma profissão diferenciada por sua estreita vinculação ao pleno exercício das liberdades de expressão e de informação. O jornalismo é a própria manifestação e difusão do pensamento e da	ref	ref
49823	cf-art-5	HC	95116	HC_95116	Ayres Britto		3-2-2009	6-3-2009	1ª T						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=579566	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=579566	HC 95.116	 HC 95.116 , rel. min. Ayres Britto, j. 3-2-2009, 1ª T, DJE de 6-3-2009.	(...) o simples fato de a paciente participar de programa televisivo, discorrendo sobre o quadro empírico do crime de latrocínio a que foi condenada, não tem a força de justificar a respectiva segrega	ref	ref
69177	cf-art-5	HC	84827	HC_84827	Marco Aurélio		7-8-2007	23-11-2007	1ª T						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=495536	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=495536	HC 84.827	 HC 84.827 , rel. min. Marco Aurélio, j. 7-8-2007, 1ª T, DJE de 23-11-2007.	Anonimato. Notícia de prática criminosa. Persecução criminal. Impropriedade. Não serve à persecução criminal notícia de prática criminosa sem identificação da autoria, consideradas a vedação constituc	ref	ref
50266	cf-art-5	INQ	1957	INQ_1957	Carlos Velloso		11-5-2005	11-11-2005	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=80669	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=80669 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=618126 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=610276 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=609638	Inq 1.957 | HC 99.490 | HC 95.244 | HC 90.178	 Inq 1.957 , rel. min. Carlos Velloso, voto do min. Celso de Mello, j. 11-5-2005, P, DJ de 11-11-2005.	(...) deixo assentadas as seguintes conclusões: (a) os escritos anônimos não podem justificar, só por si, desde que isoladamente considerados, a imediata instauração da persecutio criminis , eis que p	ref	ref
2654	cf-art-5	MS	24405	MS_24405	Carlos Velloso		3-12-2003	23-4-2004	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=86127	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=86127	MS 24.405	 MS 24.405 , rel. min. Carlos Velloso, j. 3-12-2003, P, DJ de 23-4-2004.	A Lei 8.443, de 1992, estabelece que qualquer cidadão, partido político ou sindicato é parte legítima para denunciar irregularidades ou ilegalidades perante o TCU. A apuração será em caráter sigiloso,	ref	ref
13555	cf-art-5	HC	82424	HC_82424	Moreira Alves	Maurício Corrêa	17-9-2003	19-3-2004	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=79052	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=79052	HC 82.424	 HC 82.424 , rel. min. Moreira Alves, red. do ac. min. Maurício Corrêa, j. 17-9-2003, P, DJ de 19-3-2004.	Liberdade de expressão. Garantia constitucional que não se tem como absoluta. Limites morais e jurídicos. O direito à livre expressão não pode abrigar, em sua abrangência, manifestações de conteúdo im	ref	ref
2656	cf-art-5	HC	83125	HC_83125	Marco Aurélio		16-9-2003	7-11-2003	1ª T						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=79258	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=79258	HC 83.125	 HC 83.125 , rel. min. Marco Aurélio, j. 16-9-2003, 1ª T, DJ de 7-11-2003.	A liberdade de expressão constitui-se em direito fundamental do cidadão, envolvendo o pensamento, a exposição de fatos atuais ou históricos e a crítica. [ HC 83.125 , rel. min. Marco Aurélio, j. 16-9-	ref	ref
85618	cf-art-5	ADI	5415	ADI_5415	Dias Toffoli		11-3-2021	25-5-2021	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=755953286	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=755953286	ADI 5.415	 ADI 5.415 , rel. min. Dias Toffoli, j. 11-3-2021, P, DJE de 25-5-2021.	A Lei 13.188/15 estabelece um rito especial para o exercício do direito de resposta. O art. 10 da lei, ao exigir deliberação colegiada para a concessão de efeito suspensivo a decisão de primeiro grau 	ref	ref
85656	cf-art-5	ADI	5418	ADI_5418	Dias Toffoli		11-3-2021	25-5-2021	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=755954924	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=755954924	ADI 5.418	 ADI 5.418 , rel. min. Dias Toffoli, j. 11-3-2021, P, DJE de 25-5-2021.	O direito de resposta possibilita que a liberdade de expressão seja exercida em sua plenitude, pois é acionado apenas após a livre e irrestrita manifestação do pensamento. Além disso, o direito de res	ref	ref
68695	cf-art-5	ADPF	130	ADPF_130	Ayres Britto		30-4-2009	6-11-2009	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=605411	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=605411 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=749287337	ADPF 130 | ADI 4.451	 ADPF 130 , rel. min. Ayres Britto, j. 30-4-2009, P, DJE de 6-11-2009.	(...) a Lei Fundamental do Brasil veicula o mais democrático e civilizado regime da livre e plena circulação das ideias e opiniões, assim como das notícias e informações, mas sem deixar de prescrever 	ref	ref
96732	cf-art-5	RE	1075412	RE_1075412	Edson Fachin		20	27	P	995			julgado	5263701	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15378154062&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15378154062&amp;ext=.pdf | https://portal.stf.jus.br/jurisprudenciaRepercussao/verAndamentoProcesso.asp?incidente=5263701&amp;numeroProcesso=1075412&amp;classeProcesso=RE&amp;numeroTema=995	RE 1.075.412 ED | 995	 RE 1.075.412 ED , rel. min. Edson Fachin, j. 20.03.2025, P, DJE de 27.06.2025, Tema 995 , com mérito julgado.	“1. Na hipótese de publicação de entrevista, por quaisquer meios, em que o entrevistado imputa falsamente prática de crime a terceiro, a empresa jornalística somente poderá ser responsabilizada civilm	ref	ref
2729	cf-art-5	RE	172720	RE_172720	Marco Aurélio		6-2-1996	21-2-1997	2ª T						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=219795	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=219795	RE 172.720	 RE 172.720 , rel. min. Marco Aurélio, j. 6-2-1996, 2ª T, DJ de 21-2-1997.	O fato de a Convenção de Varsóvia revelar, como regra, a indenização tarifada por danos materiais não exclui a relativa aos danos morais. Configurados esses pelo sentimento de desconforto, de constran	ref	ref
96943	cf-art-5	ADI	5255	ADI_5255	Nunes Marques	Cristiano Zanin	26		P					4727830	https://portal.stf.jus.br/processos/detalhe.asp?incidente=4727830	https://portal.stf.jus.br/processos/detalhe.asp?incidente=4727830 | https://www.stf.jus.br/arquivo/cms/informativoSTF/anexo/Informativo_PDF/Informativo_stf_1192.pdf	ADI 5.255 | 1.192	 ADI 5.255 , rel. min. Nunes Marques, red. do ac. min. Cristiano Zanin, j. 26.09.2025, P, Informativo STF 1.192 .	É constitucional — e não ofende os princípios da isonomia (CF/1988, art. 5º, caput ), da liberdade religiosa (CF/1988, art. 5º, VI a VIII) e da laicidade estatal (CF/1988, art. 19, I) — norma estadual	ref	ref
84836	cf-art-5	ADI	5258	ADI_5258	Cármen Lúcia		13-4-2021	27-4-2021	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=755677469	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=755677469	ADI 5.258	 ADI 5.258 , rel. min. Cármen Lúcia, j. 13-4-2021, P, DJE de 27-4-2021.	É inconstitucional, por ofensa aos princípios da isonomia, da liberdade religiosa e da laicidade do Estado, norma que obrigue a manutenção de exemplar de determinado livro de cunho religioso em unidad	ref	ref
85978	cf-art-5	ADPF	811	ADPF_811	Gilmar Mendes		8-4-2021	25-6-2021	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=756267154	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=756267154	ADPF 811	 ADPF 811 , rel. min. Gilmar Mendes, j. 8-4-2021, P, DJE de 25-6-2021.	“A dimensão do direito à liberdade religiosa (art. 5º, VI, da CF/1988) que reclama proteção jurídica na ADPF afasta-se do núcleo de liberdade de consciência (forum internum) e aproxima-se da proteção 	ref	ref
79401	cf-art-5	ADI	5257	ADI_5257	Dias Toffoli		20-9-2018	3-12-2018	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=748774351	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=748774351	ADI 5.257	 ADI 5.257 , rel. min. Dias Toffoli, j. 20-9-2018, P, DJE de 3-12-2018.	A oficialização da Bíblia como livro-base de fonte doutrinária para fundamentar princípios, usos e costumes de comunidades, igrejas e grupos no Estado de Rondônia implica inconstitucional discrímen en	ref	ref
78616	cf-art-5	ADI	2566	ADI_2566	Alexandre de Moraes	Edson Fachin	16-5-2018	23-10-2018	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=748485216	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=748485216	ADI 2.566	 ADI 2.566 , rel. min. Alexandre de Moraes, red. do ac. min. Edson Fachin, j. 16-5-2018, P, DJE de 23-10-2018.	A liberdade religiosa não é exercível apenas em privado, mas também no espaço público, e inclui o direito de tentar convencer os outros, por meio do ensinamento, a mudar de religião. O discurso prosel	ref	ref
65935	cf-art-5	ADPF	54	ADPF_54	Marco Aurélio		12-4-2012	30-4-2013	P						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=3707334	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=3707334 | http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=15085915	ADPF 54 | ADI 4.439	 ADPF 54 , rel. min. Marco Aurélio, j. 12-4-2012, P, DJE de 30-4-2013.	O Brasil é uma república laica, surgindo absolutamente neutro quanto às religiões. [ ADPF 54 , rel. min. Marco Aurélio, j. 12-4-2012, P, DJE de 30-4-2013.] Vide ADI 4.439 , rel. min. Roberto Barroso, 	ref	ref
95175	cf-art-5	RE	979742	RE_979742	Luís Roberto Barroso		25	26	P	952			julgado		https://portal.stf.jus.br/processos/downloadPeca.asp?id=15372337328&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15372337328&amp;ext=.pdf | https://portal.stf.jus.br/jurisprudenciaRepercussao/tema.asp?num=952	RE 979.742 | Tema 952	 RE 979.742 , rel. min. Luís Roberto Barroso, j. 25.09.2024, P, DJE de 26.11.2024, Tema 952 , com mérito julgado.	“1. Testemunhas de Jeová, quando maiores e capazes, têm o direito de recusar procedimento médico que envolva transfusão de sangue, com base na autonomia individual e na liberdade religiosa. 2. Como co	ref	ref
95176	cf-art-5	RE	1212272	RE_1212272	Gilmar Mendes		25	26	P	1			julgado		https://portal.stf.jus.br/processos/downloadPeca.asp?id=15372337352&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15372337352&amp;ext=.pdf | https://portal.stf.jus.br/jurisprudenciaRepercussao/tema.asp?num=1069	RE 1.212.272 | Tema 1.069	 RE 1.212.272 , rel. min. Gilmar Mendes, j. 25.09.2024, P, DJE de 26.11.2024, Tema 1.069 , com mérito julgado.	“1. É permitido ao paciente, no gozo pleno de sua capacidade civil, a recusa, por motivos religiosos, de submeter-se a tratamento de saúde. A recusa, por razões religiosas, a tratamento de saúde é con	ref	ref
93033	cf-art-5	RE	859376	RE_859376	Luís Roberto Barroso		17	10	P	953			julgado		https://portal.stf.jus.br/processos/downloadPeca.asp?id=15372784054&amp;ext=.pdf	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15372784054&amp;ext=.pdf | https://portal.stf.jus.br/jurisprudenciaRepercussao/tema.asp?num=953	RE 859.376 | Tema 953	 RE 859.376 , rel. min. Luís Roberto Barroso, j. 17.04.2024, P, DJE de 10.12.2024, Tema 953 , com mérito julgado.	É constitucional a utilização de vestimentas ou acessórios relacionados à crença ou religião nas fotos de documentos oficiais, desde que não impeçam a adequada identificação individual, com rosto visí	ref	ref
84300	cf-art-5	ARE	1267879	ARE_1267879	Luís Roberto Barroso		17-12-2020	8-4-2021	P	1			julgado	5909870	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=755520674	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=755520674 | https://portal.stf.jus.br/jurisprudenciaRepercussao/verAndamentoProcesso.asp?incidente=5909870&amp;numeroProcesso=1267879&amp;classeProcesso=ARE&amp;numeroTema=1103	ARE 1.267.879 | Tema 1.103	 ARE 1.267.879 , rel. min. Roberto Barroso, j. 17-12-2020, P, DJE de 8-4-2021. Tema 1.103 , com mérito julgado	É constitucional a obrigatoriedade de imunização por meio de vacina que, registrada em órgão de vigilância sanitária, (i) tenha sido incluída no Programa Nacional de Imunizações ou (ii) tenha sua apli	ref	ref
86041	cf-art-5	ARE	1315221	ARE_1315221	Alexandre de Moraes		17-8-2021	20-8-2021	1ª T						http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=756863199	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=756863199	ARE 1.315.221-AgR	 ARE 1.315.221-AgR , rel. min. Alexandre de Moraes, j. 17-8-2021, 1ª T, DJE de 20-8-2021.	“O Poder Público tem a obrigação constitucional de garantir a plena liberdade religiosa. Entretanto, em face de sua laicidade, não pode ser subserviente, ou mesmo conivente com qualquer dogma ou princ	ref	ref
