com_id	artigo	url	link_label	referencia	texto_preview
96634	cf-art-1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15374225422&amp;ext=.pdf	RE 1.501.674 RG	 RE 1.501.674 RG , rel. min. Flávio Dino, j. 14-2-2025, P, DJE de 26-2-2025, Tema 1.369 , com mérito pendente.	Possibilidade, ou não, de reconhecimento de anistia a crime de ocultação de cadáver (crime permanente), cujo início da execução ocorreu antes da vigên
96634	cf-art-1	https://portal.stf.jus.br/jurisprudenciaRepercussao/tema.asp?num=1369	Tema 1.369	 RE 1.501.674 RG , rel. min. Flávio Dino, j. 14-2-2025, P, DJE de 26-2-2025, Tema 1.369 , com mérito pendente.	Possibilidade, ou não, de reconhecimento de anistia a crime de ocultação de cadáver (crime permanente), cujo início da execução ocorreu antes da vigên
91693	cf-art-1	https://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=775641517	ARE 1.309.642	 ARE 1.309.642 , rel. min. Luís Roberto Barroso, j. 1º-2-2024, P, DJE de 2-4-2024, Tema 1.236 , com mérito julgado.	Separação obrigatória de bens nos casamentos e uniões estáveis com pessoa maior de setenta anos. (...) O dispositivo aqui questionado, se interpretado
91693	cf-art-1	https://portal.stf.jus.br/jurisprudenciaRepercussao/tema.asp?num=1236	Tema 1.236	 ARE 1.309.642 , rel. min. Luís Roberto Barroso, j. 1º-2-2024, P, DJE de 2-4-2024, Tema 1.236 , com mérito julgado.	Separação obrigatória de bens nos casamentos e uniões estáveis com pessoa maior de setenta anos. (...) O dispositivo aqui questionado, se interpretado
88459	cf-art-1	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=766294938	RE 918.315	 RE 918.315 , rel. min. Ricardo Lewandowski, j. 17-12-2022, P, DJE de 17-3-2023, Tema 1.096 .	O pagamento dos proventos de aposentadoria por invalidez ao curador, independentemente de qualquer análise acerca da capacidade do curatelado para prá
88459	cf-art-1	https://portal.stf.jus.br/jurisprudenciaRepercussao/verAndamentoProcesso.asp?incidente=4854789&amp;numeroProcesso=918315&amp;classeProcesso=RE&amp;numeroTema=1096	Tema 1.096	 RE 918.315 , rel. min. Ricardo Lewandowski, j. 17-12-2022, P, DJE de 17-3-2023, Tema 1.096 .	O pagamento dos proventos de aposentadoria por invalidez ao curador, independentemente de qualquer análise acerca da capacidade do curatelado para prá
79099	cf-art-1	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=752185760	RE 670.422	 RE 670.422 , rel. min. Dias Toffoli, j. 15-8-2018, P, DJE de 10-3-2020. Tema 761 .	O transgênero tem direito fundamental subjetivo à alteração de seu prenome e de sua classificação de gênero no registro civil, não se exigindo, para t
79099	cf-art-1	https://portal.stf.jus.br/jurisprudenciaRepercussao/verAndamentoProcesso.asp?incidente=4192182&amp;numeroProcesso=670422&amp;classeProcesso=RE&amp;numeroTema=761	Tema 761	 RE 670.422 , rel. min. Dias Toffoli, j. 15-8-2018, P, DJE de 10-3-2020. Tema 761 .	O transgênero tem direito fundamental subjetivo à alteração de seu prenome e de sua classificação de gênero no registro civil, não se exigindo, para t
74578	cf-art-1	http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=13578623	RE 580.252	 RE 580.252 , rel. min. Alexandre de Moraes, red. do ac. min. Gilmar Mendes, j. 16-2-2017, P, DJE de 11-9-2017. Tema 365 .	Considerando que é dever do Estado, imposto pelo sistema normativo, manter em seus presídios os padrões mínimos de humanidade previstos no ordenamento
74578	cf-art-1	https://portal.stf.jus.br/jurisprudenciaRepercussao/verAndamentoProcesso.asp?incidente=2600961&amp;numeroProcesso=580252&amp;classeProcesso=RE&amp;numeroTema=365	Tema 365	 RE 580.252 , rel. min. Alexandre de Moraes, red. do ac. min. Gilmar Mendes, j. 16-2-2017, P, DJE de 11-9-2017. Tema 365 .	Considerando que é dever do Estado, imposto pelo sistema normativo, manter em seus presídios os padrões mínimos de humanidade previstos no ordenamento
