index	block_type	html_class	norm_anchor	norm_anchor_type	editorial_category	text	links_count	first_link	bracket_meta
1	A_normativo	suTIT			CONSTITUIÇÃO DA REPÚBLICA FEDERATIVA DO BRASIL	#titulo2 ">Preâmbulo	0		
2	A_normativo	suTIT	#titulo2 ">Preâmbulo	suTIT		#titulo3 ">Título I &ndash; Dos Princípios Fundamentais (arts. 1º a 4º)	0		
3	A_normativo	suTIT	#titulo3 ">Título I &ndash; Dos Princípios Fundamentais (arts. 1º a 4º)	suTIT		#titulo29 ">Título II &ndash; Dos Direitos e Garantias Fundamentais (arts. 5º a 17)	0		
4	A_normativo	suCAP	#titulo29 ">Título II &ndash; Dos Direitos e Garantias Fundamentais (arts. 5º a 17)	suTIT		#titulo30 ">Capítulo I &ndash; Dos Direitos e Deveres Individuais e Coletivos (art. 5º)	0		
5	A_normativo	suCAP	#titulo30 ">Capítulo I &ndash; Dos Direitos e Deveres Individuais e Coletivos (art. 5º)	suCAP		#titulo135 ">Capítulo II &ndash; Dos Direitos Sociais (arts. 6º a 11)	0		
6	A_normativo	suCAP	#titulo135 ">Capítulo II &ndash; Dos Direitos Sociais (arts. 6º a 11)	suCAP		#titulo188 ">Capítulo III &ndash; Da Nacionalidade (arts. 12 e 13)	0		
7	A_normativo	suCAP	#titulo188 ">Capítulo III &ndash; Da Nacionalidade (arts. 12 e 13)	suCAP		#titulo215 ">Capítulo IV &ndash; Dos Direitos Políticos (arts. 14 a 16)	0		
8	A_normativo	suCAP	#titulo215 ">Capítulo IV &ndash; Dos Direitos Políticos (arts. 14 a 16)	suCAP		#titulo255 ">Capítulo V &ndash; Dos Partidos Políticos (art. 17)	0		
9	A_normativo	suTIT	#titulo255 ">Capítulo V &ndash; Dos Partidos Políticos (art. 17)	suCAP		#titulo265 ">Título III &ndash; Da Organização do Estado	0		
10	A_normativo	suCAP	#titulo265 ">Título III &ndash; Da Organização do Estado	suTIT		#titulo266 ">Capítulo I &ndash; Da Organização Político-Administrativa (arts. 18 e 19)	0		
11	A_normativo	suCAP	#titulo266 ">Capítulo I &ndash; Da Organização Político-Administrativa (arts. 18 e 19)	suCAP		#titulo276 ">Capítulo II &ndash; Da União (arts. 20 a 24)	0		
12	A_normativo	suCAP	#titulo276 ">Capítulo II &ndash; Da União (arts. 20 a 24)	suCAP		#titulo392 ">Capítulo III &ndash; Dos Estados Federados (arts. 25 a 28)	0		
13	A_normativo	suCAP	#titulo392 ">Capítulo III &ndash; Dos Estados Federados (arts. 25 a 28)	suCAP		#titulo410 ">Capítulo IV &ndash; Dos Municípios (arts. 29 a 31)	0		
14	A_normativo	suCAP	#titulo410 ">Capítulo IV &ndash; Dos Municípios (arts. 29 a 31)	suCAP		#titulo461 ">Capítulo V &ndash; Do Distrito Federal e dos Territórios	0		
15	A_normativo	suSEC	#titulo461 ">Capítulo V &ndash; Do Distrito Federal e dos Territórios	suCAP		#titulo462 ">Seção I &ndash; Do Distrito Federal (art. 32)	0		
16	A_normativo	suSEC	#titulo462 ">Seção I &ndash; Do Distrito Federal (art. 32)	suSEC		#titulo468 ">Seção II &ndash; Dos Territórios (art. 33)	0		
17	A_normativo	suCAP	#titulo468 ">Seção II &ndash; Dos Territórios (art. 33)	suSEC		#titulo473 ">Capítulo VI &ndash; Da Intervenção (arts. 34 a 36)	0		
18	A_normativo	suCAP	#titulo473 ">Capítulo VI &ndash; Da Intervenção (arts. 34 a 36)	suCAP		#titulo503 ">Capítulo VII &ndash; Da Administração Pública	0		
19	A_normativo	suSEC	#titulo503 ">Capítulo VII &ndash; Da Administração Pública	suCAP		#titulo504 ">Seção I &ndash; Disposições Gerais (arts. 37 e 38)	0		
20	A_normativo	suSEC	#titulo504 ">Seção I &ndash; Disposições Gerais (arts. 37 e 38)	suSEC		#titulo561 ">Seção II &ndash; Dos Servidores Públicos (arts. 39 a 41)	0		
21	A_normativo	suSEC	#titulo561 ">Seção II &ndash; Dos Servidores Públicos (arts. 39 a 41)	suSEC		#titulo610 ">Seção III &ndash; Dos Militares dos Estados, do Distrito Federal e dos Territórios (art. 42)	0		
22	A_normativo	suSEC	#titulo610 ">Seção III &ndash; Dos Militares dos Estados, do Distrito Federal e dos Territórios (art	suSEC		#titulo615 ">Seção IV &ndash; Das Regiões (art. 43)	0		
23	A_normativo	suTIT	#titulo615 ">Seção IV &ndash; Das Regiões (art. 43)	suSEC		#titulo626 ">Título IV &ndash; Da Organização dos Poderes	0		
24	A_normativo	suCAP	#titulo626 ">Título IV &ndash; Da Organização dos Poderes	suTIT		#titulo627 ">Capítulo I &ndash; Do Poder Legislativo	0		
25	A_normativo	suSEC	#titulo627 ">Capítulo I &ndash; Do Poder Legislativo	suCAP		#titulo628 ">Seção I &ndash; Do Congresso Nacional (arts. 44 a 47)	0		
26	A_normativo	suSEC	#titulo628 ">Seção I &ndash; Do Congresso Nacional (arts. 44 a 47)	suSEC		#titulo639 ">Seção II &ndash; Das Atribuições do Congresso Nacional (arts. 48 a 50)	0		
27	A_normativo	suSEC	#titulo639 ">Seção II &ndash; Das Atribuições do Congresso Nacional (arts. 48 a 50)	suSEC		#titulo677 ">Seção III &ndash; Da Câmara dos Deputados (art. 51)	0		
28	A_normativo	suSEC	#titulo677 ">Seção III &ndash; Da Câmara dos Deputados (art. 51)	suSEC		#titulo684 ">Seção IV &ndash; Do Senado Federal (art. 52)	0		
29	A_normativo	suSEC	#titulo684 ">Seção IV &ndash; Do Senado Federal (art. 52)	suSEC		#titulo708 ">Seção V &ndash; Dos Deputados e dos Senadores (arts. 53 a 56)	0		
30	A_normativo	suSEC	#titulo708 ">Seção V &ndash; Dos Deputados e dos Senadores (arts. 53 a 56)	suSEC		#titulo744 ">Seção VI &ndash; Das Reuniões (art. 57)	0		
31	A_normativo	suSEC	#titulo744 ">Seção VI &ndash; Das Reuniões (art. 57)	suSEC		#titulo760 ">Seção VII &ndash; Das Comissões (art. 58)	0		
32	A_normativo	suSEC	#titulo760 ">Seção VII &ndash; Das Comissões (art. 58)	suSEC		#titulo772 ">Seção VIII &ndash; Do Processo Legislativo	0		
33	A_normativo	suSSE	#titulo772 ">Seção VIII &ndash; Do Processo Legislativo	suSEC		#titulo773 ">Subseção I &ndash; Disposição Geral (art. 59)	0		
34	A_normativo	suSSE	#titulo773 ">Subseção I &ndash; Disposição Geral (art. 59)	suSSE		#titulo783 ">Subseção II &ndash; Da Emenda à Constituição (art. 60)	0		
35	A_normativo	suSSE	#titulo783 ">Subseção II &ndash; Da Emenda à Constituição (art. 60)	suSSE		#titulo797 ">Subseção III &ndash; Das Leis (arts. 61 a 69)	0		
36	A_normativo	suSEC	#titulo797 ">Subseção III &ndash; Das Leis (arts. 61 a 69)	suSSE		#titulo857 ">Seção IX &ndash; Da Fiscalização Contábil, Financeira e Orçamentária (arts. 70 a 75)	0		
37	A_normativo	suCAP	#titulo857 ">Seção IX &ndash; Da Fiscalização Contábil, Financeira e Orçamentária (arts. 70 a 75)	suSEC		#titulo899 ">Capítulo II &ndash; Do Poder Executivo	0		
38	A_normativo	suSEC	#titulo899 ">Capítulo II &ndash; Do Poder Executivo	suCAP		#titulo900 ">Seção I &ndash; Do Presidente e do Vice-Presidente da República (arts. 76 a 83)	0		
39	A_normativo	suSEC	#titulo900 ">Seção I &ndash; Do Presidente e do Vice-Presidente da República (arts. 76 a 83)	suSEC		#titulo918 ">Seção II &ndash; Das Atribuições do Presidente da República (art. 84)	0		
40	A_normativo	suSEC	#titulo918 ">Seção II &ndash; Das Atribuições do Presidente da República (art. 84)	suSEC		#titulo950 ">Seção III &ndash; Da Responsabilidade do Presidente da República (arts. 85 e 86)	0		
41	A_normativo	suSEC	#titulo950 ">Seção III &ndash; Da Responsabilidade do Presidente da República (arts. 85 e 86)	suSEC		#titulo967 ">Seção IV &ndash; Dos Ministros de Estado (arts. 87 e 88)	0		
42	A_normativo	suSEC	#titulo967 ">Seção IV &ndash; Dos Ministros de Estado (arts. 87 e 88)	suSEC		#titulo975 ">Seção V &ndash; Do Conselho da República e do Conselho de Defesa Nacional	0		
43	A_normativo	suSSE	#titulo975 ">Seção V &ndash; Do Conselho da República e do Conselho de Defesa Nacional	suSEC		#titulo976 ">Subseção I &ndash; Do Conselho da República (arts. 89 e 90)	0		
44	A_normativo	suSSE	#titulo976 ">Subseção I &ndash; Do Conselho da República (arts. 89 e 90)	suSSE		#titulo990 ">Subseção II &ndash; Do Conselho de Defesa Nacional (art. 91)	0		
45	A_normativo	suCAP	#titulo990 ">Subseção II &ndash; Do Conselho de Defesa Nacional (art. 91)	suSSE		#titulo1006 ">Capítulo III &ndash; Do Poder Judiciário	0		
46	A_normativo	suSEC	#titulo1006 ">Capítulo III &ndash; Do Poder Judiciário	suCAP		#titulo1007 ">Seção I &ndash; Disposições Gerais (arts. 92 a 100)	0		
47	A_normativo	suSEC	#titulo1007 ">Seção I &ndash; Disposições Gerais (arts. 92 a 100)	suSEC		#titulo1076 ">Seção II &ndash; Do Supremo Tribunal Federal (arts. 101 a 103-B)	0		
48	A_normativo	suSEC	#titulo1076 ">Seção II &ndash; Do Supremo Tribunal Federal (arts. 101 a 103-B)	suSEC		#titulo1120 ">Seção III &ndash; Do Superior Tribunal de Justiça (arts. 104 e 105)	0		
49	A_normativo	suSEC	#titulo1120 ">Seção III &ndash; Do Superior Tribunal de Justiça (arts. 104 e 105)	suSEC		#titulo1144 ">Seção IV &ndash; Dos Tribunais Regionais Federais e dos Juízes Federais (arts. 106 a 110)	0		
50	A_normativo	suSEC	#titulo1144 ">Seção IV &ndash; Dos Tribunais Regionais Federais e dos Juízes Federais (arts. 106 a 1	suSEC		#titulo1178 ">Seção V &ndash; Do Tribunal Superior do Trabalho, dos Tribunais Regionais do Trabalho e dos Juízes do Trabalho (arts. 111 a 117)	0		
51	A_normativo	suSEC	#titulo1178 ">Seção V &ndash; Do Tribunal Superior do Trabalho, dos Tribunais Regionais do Trabalho 	suSEC		#titulo1197 ">Seção VI &ndash; Dos Tribunais e Juízes Eleitorais (arts. 118 a 121)	0		
52	A_normativo	suSEC	#titulo1197 ">Seção VI &ndash; Dos Tribunais e Juízes Eleitorais (arts. 118 a 121)	suSEC		#titulo1227 ">Seção VII &ndash; Dos Tribunais e Juízes Militares (arts. 122 a 124)	0		
53	A_normativo	suSEC	#titulo1227 ">Seção VII &ndash; Dos Tribunais e Juízes Militares (arts. 122 a 124)	suSEC		#titulo1237 ">Seção VIII &ndash; Dos Tribunais e Juízes dos Estados (arts. 125 e 126)	0		
54	A_normativo	suCAP	#titulo1237 ">Seção VIII &ndash; Dos Tribunais e Juízes dos Estados (arts. 125 e 126)	suSEC		#titulo1245 ">Capítulo IV &ndash; Das Funções Essenciais à Justiça	0		
55	A_normativo	suSEC	#titulo1245 ">Capítulo IV &ndash; Das Funções Essenciais à Justiça	suCAP		#titulo1246 ">Seção I &ndash; Do Ministério Público (arts. 127 a 130-A)	0		
56	A_normativo	suSEC	#titulo1246 ">Seção I &ndash; Do Ministério Público (arts. 127 a 130-A)	suSEC		#titulo1288 ">Seção II &ndash; Da Advocacia Pública (arts. 131 e 132)	0		
57	A_normativo	suSEC	#titulo1288 ">Seção II &ndash; Da Advocacia Pública (arts. 131 e 132)	suSEC		#titulo1295 ">Seção III &ndash; Da Advocacia (art. 133)	0		
58	A_normativo	suSEC	#titulo1295 ">Seção III &ndash; Da Advocacia (art. 133)	suSEC		#titulo67975 ">Seção IV &ndash; Da Defensoria Pública (arts. 134 e 135)	0		
59	A_normativo	suTIT	#titulo67975 ">Seção IV &ndash; Da Defensoria Pública (arts. 134 e 135)	suSEC		#titulo1300 ">Título V &ndash; Da Defesa do Estado e das Instituições Democráticas	0		
60	A_normativo	suCAP	#titulo1300 ">Título V &ndash; Da Defesa do Estado e das Instituições Democráticas	suTIT		#titulo1301 ">Capítulo I &ndash; Do Estado de Defesa e do Estado de Sítio	0		
61	A_normativo	suSEC	#titulo1301 ">Capítulo I &ndash; Do Estado de Defesa e do Estado de Sítio	suCAP		#titulo1302 ">Seção I &ndash; Do Estado de Defesa (art. 136)	0		
62	A_normativo	suSEC	#titulo1302 ">Seção I &ndash; Do Estado de Defesa (art. 136)	suSEC		#titulo1320 ">Seção II &ndash; Do Estado de Sítio (arts. 137 a 139)	0		
63	A_normativo	suSEC	#titulo1320 ">Seção II &ndash; Do Estado de Sítio (arts. 137 a 139)	suSEC		#titulo1338 ">Seção III &ndash; Disposições Gerais (arts. 140 e 141)	0		
64	A_normativo	suCAP	#titulo1338 ">Seção III &ndash; Disposições Gerais (arts. 140 e 141)	suSEC		#titulo1342 ">Capítulo II &ndash; Das Forças Armadas (arts. 142 e 143)	0		
65	A_normativo	suCAP	#titulo1342 ">Capítulo II &ndash; Das Forças Armadas (arts. 142 e 143)	suCAP		#titulo1359 ">Capítulo III &ndash; Da Segurança Pública (art. 144)	0		
66	A_normativo	suTIT	#titulo1359 ">Capítulo III &ndash; Da Segurança Pública (art. 144)	suCAP		#titulo1379 ">Título VI &ndash; Da Tributação e do Orçamento	0		
67	A_normativo	suCAP	#titulo1379 ">Título VI &ndash; Da Tributação e do Orçamento	suTIT		#titulo1380 ">Capítulo I &ndash; Do Sistema Tributário Nacional	0		
68	A_normativo	suSEC	#titulo1380 ">Capítulo I &ndash; Do Sistema Tributário Nacional	suCAP		#titulo1381 ">Seção I &ndash; Dos Princípios Gerais (arts. 145 a 149-A)	0		
69	A_normativo	suSEC	#titulo1381 ">Seção I &ndash; Dos Princípios Gerais (arts. 145 a 149-A)	suSEC		#titulo1420 ">Seção II &ndash; Das Limitações do Poder de Tributar (arts. 150 a 152)	0		
70	A_normativo	suSEC	#titulo1420 ">Seção II &ndash; Das Limitações do Poder de Tributar (arts. 150 a 152)	suSEC		#titulo1447 ">Seção III &ndash; Dos Impostos da União (arts. 153 e 154)	0		
71	A_normativo	suSEC	#titulo1447 ">Seção III &ndash; Dos Impostos da União (arts. 153 e 154)	suSEC		#titulo1474 ">Seção IV &ndash; Dos Impostos dos Estados e do Distrito Federal (art. 155)	0		
72	A_normativo	suSEC	#titulo1474 ">Seção IV &ndash; Dos Impostos dos Estados e do Distrito Federal (art. 155)	suSEC		#titulo1533 ">Seção V &ndash; Dos Impostos dos Municípios (art. 156)	0		
73	A_normativo	suSEC	#titulo1533 ">Seção V &ndash; Dos Impostos dos Municípios (art. 156)	suSEC		#titulo1548 ">Seção VI &ndash; Da Repartição das Receitas Tributárias (arts. 157 a 162)	0		
74	A_normativo	suCAP	#titulo1548 ">Seção VI &ndash; Da Repartição das Receitas Tributárias (arts. 157 a 162)	suSEC		#titulo1582 ">Capítulo II &ndash; Das Finanças Públicas	0		
75	A_normativo	suSEC	#titulo1582 ">Capítulo II &ndash; Das Finanças Públicas	suCAP		#titulo1583 ">Seção I &ndash; Normas Gerais (arts. 163 e 164)	0		
76	A_normativo	suSEC	#titulo1583 ">Seção I &ndash; Normas Gerais (arts. 163 e 164)	suSEC		#titulo1596 ">Seção II &ndash; Dos Orçamentos (arts. 165 a 169)	0		
77	A_normativo	suTIT	#titulo1596 ">Seção II &ndash; Dos Orçamentos (arts. 165 a 169)	suSEC		#titulo1663 ">Título VII &ndash; Da Ordem Econômica e Financeira	0		
78	A_normativo	suCAP	#titulo1663 ">Título VII &ndash; Da Ordem Econômica e Financeira	suTIT		#titulo1664 ">Capítulo I &ndash; Dos Princípios Gerais da Atividade Econômica (arts. 170 a 181)	0		
79	A_normativo	suCAP	#titulo1664 ">Capítulo I &ndash; Dos Princípios Gerais da Atividade Econômica (arts. 170 a 181)	suCAP		#titulo1729 ">Capítulo II &ndash; Da Política Urbana (arts. 182 e 183)	0		
80	A_normativo	suCAP	#titulo1729 ">Capítulo II &ndash; Da Política Urbana (arts. 182 e 183)	suCAP		#titulo1742 ">Capítulo III &ndash; Da Política Agrícola e Fundiária e da Reforma Agrária (arts. 184 a 191)	0		
81	A_normativo	suCAP	#titulo1742 ">Capítulo III &ndash; Da Política Agrícola e Fundiária e da Reforma Agrária (arts. 184 	suCAP		#titulo1777 ">Capítulo IV &ndash; Do Sistema Financeiro Nacional (art. 192)	0		
82	A_normativo	suTIT	#titulo1777 ">Capítulo IV &ndash; Do Sistema Financeiro Nacional (art. 192)	suCAP		#titulo1779 ">Título VIII &ndash; Da Ordem Social	0		
83	A_normativo	suCAP	#titulo1779 ">Título VIII &ndash; Da Ordem Social	suTIT		#titulo1780 ">Capítulo I &ndash; Disposição Geral (art. 193)	0		
84	A_normativo	suCAP	#titulo1780 ">Capítulo I &ndash; Disposição Geral (art. 193)	suCAP		#titulo1782 ">Capítulo II &ndash; Da Seguridade Social	0		
85	A_normativo	suSEC	#titulo1782 ">Capítulo II &ndash; Da Seguridade Social	suCAP		#titulo1783 ">Seção I &ndash; Disposições Gerais (arts. 194 e 195)	0		
86	A_normativo	suSEC	#titulo1783 ">Seção I &ndash; Disposições Gerais (arts. 194 e 195)	suSEC		#titulo1814 ">Seção II &ndash; Da Saúde (arts. 196 a 200)	0		
87	A_normativo	suSEC	#titulo1814 ">Seção II &ndash; Da Saúde (arts. 196 a 200)	suSEC		#titulo1845 ">Seção III &ndash; Da Previdência Social (arts. 201 e 202)	0		
88	A_normativo	suSEC	#titulo1845 ">Seção III &ndash; Da Previdência Social (arts. 201 e 202)	suSEC		#titulo1873 ">Seção IV &ndash; Da Assistência Social (arts. 203 e 204)	0		
89	A_normativo	suCAP	#titulo1873 ">Seção IV &ndash; Da Assistência Social (arts. 203 e 204)	suSEC		#titulo1887 ">Capítulo III &ndash; Da Educação, da Cultura e do Desporto	0		
90	A_normativo	suSEC	#titulo1887 ">Capítulo III &ndash; Da Educação, da Cultura e do Desporto	suCAP		#titulo1888 ">Seção I &ndash; Da Educação (arts. 205 a 214)	0		
91	A_normativo	suSEC	#titulo1888 ">Seção I &ndash; Da Educação (arts. 205 a 214)	suSEC		#titulo1940 ">Seção II &ndash; Da Cultura (arts. 215 a 216-A)	0		
92	A_normativo	suSEC	#titulo1940 ">Seção II &ndash; Da Cultura (arts. 215 a 216-A)	suSEC		#titulo1959 ">Seção III &ndash; Do Desporto (art. 217)	0		
93	A_normativo	suCAP	#titulo1959 ">Seção III &ndash; Do Desporto (art. 217)	suSEC		#titulo1968 ">Capítulo IV &ndash; Da Ciência, Tecnologia e Inovação (arts. 218 a 219-B)	0		
94	A_normativo	suCAP	#titulo1968 ">Capítulo IV &ndash; Da Ciência, Tecnologia e Inovação (arts. 218 a 219-B)	suCAP		#titulo1976 ">Capítulo V &ndash; Da Comunicação Social (arts. 220 a 224)	0		
95	A_normativo	suCAP	#titulo1976 ">Capítulo V &ndash; Da Comunicação Social (arts. 220 a 224)	suCAP		#titulo2004 ">Capítulo VI &ndash; Do Meio Ambiente (art. 225)	0		
96	A_normativo	suCAP	#titulo2004 ">Capítulo VI &ndash; Do Meio Ambiente (art. 225)	suCAP		#titulo2019 ">Capítulo VII &ndash; Da Família, da Criança, do Adolescente, do Jovem e do Idoso (arts. 226 a 230)	0		
97	A_normativo	suCAP	#titulo2019 ">Capítulo VII &ndash; Da Família, da Criança, do Adolescente, do Jovem e do Idoso (arts	suCAP		#titulo2051 ">Capítulo VIII &ndash; Dos Índios (arts. 231 e 232)	0		
98	A_normativo	suTIT	#titulo2051 ">Capítulo VIII &ndash; Dos Índios (arts. 231 e 232)	suCAP		#titulo2061 ">Título IX &ndash; Das Disposições Constitucionais Gerais (arts. 233 a 250)	0		
99	A_normativo	suTIT	#titulo2061 ">Título IX &ndash; Das Disposições Constitucionais Gerais (arts. 233 a 250)	suTIT		#titulo2105 ">Ato das Disposições Constitucionais Transitórias (arts. 1º a 123)	0		
100	A_normativo	tit	#titulo2105 ">Ato das Disposições Constitucionais Transitórias (arts. 1º a 123)	suTIT		PREÂMBULO Nós, representantes do povo brasileiro, reunidos em Assembleia Nacional Constituinte para instituir um Estado Democrático, destinado a assegurar o exercício dos direitos sociais e individuais, a liberdade, a segurança, o bem-estar, o desenvolvimento, a igualdade e a justiça como valores su	0		
104	A_normativo	tit	PREÂMBULO Nós, representantes do povo brasileiro, reunidos em Assembleia Nacional Constituinte para 	tit		TÍTULO I Dos Princípios Fundamentais http://www.stf.jus.br/portal/constituicao/constituicao.asp#1 " title="SUMÁRIO"> http://www.stf.jus.br/portal/publicacaoTematica/imagem/arrowopt2.jpg " width="20" height="20" alt="" /> SUMÁRIO	0		
105	A_normativo	art	TÍTULO I Dos Princípios Fundamentais http://www.stf.jus.br/portal/constituicao/constituicao.asp#1 " 	tit		Art. 1º A República Federativa do Brasil, formada pela união indissolúvel dos Estados e Municípios e do Distrito Federal, constitui-se em Estado Democrático de Direito e tem como fundamentos:	0		
115	A_normativo	inc	Art. 1º A República Federativa do Brasil, formada pela união indissolúvel dos Estados e Municípios e	art		I - a soberania;	0		
119	A_normativo	inc	I - a soberania;	inc		II - a cidadania;	0		
123	A_normativo	inc	II - a cidadania;	inc		III - a dignidade da pessoa humana;	0		
172	A_normativo	inc	III - a dignidade da pessoa humana;	inc		IV - os valores sociais do trabalho e da livre iniciativa;	0		
193	A_normativo	inc	IV - os valores sociais do trabalho e da livre iniciativa;	inc		V - o pluralismo político.	0		
198	A_normativo	par	V - o pluralismo político.	inc		Parágrafo único. Todo o poder emana do povo, que o exerce por meio de representantes eleitos ou diretamente, nos termos desta Constituição.	0		
201	A_normativo	art	Parágrafo único. Todo o poder emana do povo, que o exerce por meio de representantes eleitos ou dire	par	controle_concentrado	Art. 2º São Poderes da União, independentes e harmônicos entre si, o Legislativo, o Executivo e o Judiciário.	0		
278	A_normativo	art	Art. 2º São Poderes da União, independentes e harmônicos entre si, o Legislativo, o Executivo e o Ju	art		Art. 3º Constituem objetivos fundamentais da República Federativa do Brasil:	0		
279	A_normativo	inc	Art. 3º Constituem objetivos fundamentais da República Federativa do Brasil:	art		I - construir uma sociedade livre, justa e solidária;	0		
288	A_normativo	inc	I - construir uma sociedade livre, justa e solidária;	inc		II - garantir o desenvolvimento nacional;	0		
292	A_normativo	inc	II - garantir o desenvolvimento nacional;	inc		III - erradicar a pobreza e a marginalização e reduzir as desigualdades sociais e regionais;	0		
301	A_normativo	inc	III - erradicar a pobreza e a marginalização e reduzir as desigualdades sociais e regionais;	inc		IV - promover o bem de todos, sem preconceitos de origem, raça, sexo, cor, idade e quaisquer outras formas de discriminação.	0		
316	A_normativo	art	IV - promover o bem de todos, sem preconceitos de origem, raça, sexo, cor, idade e quaisquer outras 	inc		Art. 4º A República Federativa do Brasil rege-se nas suas relações internacionais pelos seguintes princípios:	0		
318	A_normativo	inc	Art. 4º A República Federativa do Brasil rege-se nas suas relações internacionais pelos seguintes pr	art		I - independência nacional;	0		
320	A_normativo	inc	I - independência nacional;	inc		II - prevalência dos direitos humanos;	0		
327	A_normativo	inc	II - prevalência dos direitos humanos;	inc		III - autodeterminação dos povos;	0		
328	A_normativo	inc	III - autodeterminação dos povos;	inc		IV - não intervenção;	0		
329	A_normativo	inc	IV - não intervenção;	inc		V - igualdade entre os Estados;	0		
336	A_normativo	inc	V - igualdade entre os Estados;	inc		VI - defesa da paz;	0		
337	A_normativo	inc	VI - defesa da paz;	inc		VII - solução pacífica dos conflitos;	0		
338	A_normativo	inc	VII - solução pacífica dos conflitos;	inc		VIII - repúdio ao terrorismo e ao racismo;	0		
341	A_normativo	inc	VIII - repúdio ao terrorismo e ao racismo;	inc		IX - cooperação entre os povos para o progresso da humanidade;	0		
344	A_normativo	inc	IX - cooperação entre os povos para o progresso da humanidade;	inc		X - concessão de asilo político.	0		
347	A_normativo	par	X - concessão de asilo político.	inc		Parágrafo único. A República Federativa do Brasil buscará a integração econômica, política, social e cultural dos povos da América Latina, visando à formação de uma comunidade latino-americana de nações.	0		
349	A_normativo	tit	Parágrafo único. A República Federativa do Brasil buscará a integração econômica, política, social e	par		TÍTULO II Dos Direitos e Garantias Fundamentais http://www.stf.jus.br/portal/constituicao/constituicao.asp#1 " title="SUMÁRIO"> http://www.stf.jus.br/portal/publicacaoTematica/imagem/arrowopt2.jpg " width="20" height="20" alt="" /> SUMÁRIO	0		
350	A_normativo	cap	TÍTULO II Dos Direitos e Garantias Fundamentais http://www.stf.jus.br/portal/constituicao/constituic	tit		CAPÍTULO I Dos Direitos e Deveres Individuais e Coletivos http://www.stf.jus.br/portal/constituicao/constituicao.asp#1 "> http://www.stf.jus.br/portal/publicacaoTematica/imagem/arrowopt2.jpg " width="20" height="20" alt="" /> SUMÁRIO	0		
351	A_normativo	art	CAPÍTULO I Dos Direitos e Deveres Individuais e Coletivos http://www.stf.jus.br/portal/constituicao/	cap		Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade, nos termos seguintes:	0		
491	A_normativo	inc	Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasil	art	julgados_correlatos	I - homens e mulheres são iguais em direitos e obrigações, nos termos desta Constituição;	0		
513	A_normativo	inc	I - homens e mulheres são iguais em direitos e obrigações, nos termos desta Constituição;	inc		II - ninguém será obrigado a fazer ou deixar de fazer alguma coisa senão em virtude de lei;	0		
532	A_normativo	inc	II - ninguém será obrigado a fazer ou deixar de fazer alguma coisa senão em virtude de lei;	inc		III - ninguém será submetido a tortura nem a tratamento desumano ou degradante;	0		
539	A_normativo	inc	III - ninguém será submetido a tortura nem a tratamento desumano ou degradante;	inc		IV - é livre a manifestação do pensamento, sendo vedado o anonimato;	0		
565	A_normativo	inc	IV - é livre a manifestação do pensamento, sendo vedado o anonimato;	inc		V - é assegurado o direito de resposta, proporcional ao agravo, além da indenização por dano material, moral ou à imagem;	0		
571	A_normativo	inc	V - é assegurado o direito de resposta, proporcional ao agravo, além da indenização por dano materia	inc		VI - é inviolável a liberdade de consciência e de crença, sendo assegurado o livre exercício dos cultos religiosos e garantida, na forma da lei, a proteção aos locais de culto e a suas liturgias;	0		
587	A_normativo	inc	VI - é inviolável a liberdade de consciência e de crença, sendo assegurado o livre exercício dos cul	inc		VII - é assegurada, nos termos da lei, a prestação de assistência religiosa nas entidades civis e militares de internação coletiva;	0		
588	A_normativo	inc	VII - é assegurada, nos termos da lei, a prestação de assistência religiosa nas entidades civis e mi	inc		VIII - ninguém será privado de direitos por motivo de crença religiosa ou de convicção filosófica ou política, salvo se as invocar para eximir-se de obrigação legal a todos imposta e recusar-se a cumprir prestação alternativa, fixada em lei;	0		
595	A_normativo	inc	VIII - ninguém será privado de direitos por motivo de crença religiosa ou de convicção filosófica ou	inc		IX - é livre a expressão da atividade intelectual, artística, científica e de comunicação, independentemente de censura ou licença;	0		
625	A_normativo	inc	IX - é livre a expressão da atividade intelectual, artística, científica e de comunicação, independe	inc		X - são invioláveis a intimidade, a vida privada, a honra e a imagem das pessoas, assegurado o direito a indenização pelo dano material ou moral decorrente de sua violação;	0		
674	A_normativo	inc	X - são invioláveis a intimidade, a vida privada, a honra e a imagem das pessoas, assegurado o direi	inc		XI - a casa é asilo inviolável do indivíduo, ninguém nela podendo penetrar sem consentimento do morador, salvo em caso de flagrante delito ou desastre, ou para prestar socorro, ou, durante o dia, por determinação judicial;	0		
693	A_normativo	inc	XI - a casa é asilo inviolável do indivíduo, ninguém nela podendo penetrar sem consentimento do mora	inc		XII - é inviolável o sigilo da correspondência e das comunicações telegráficas, de dados e das comunicações telefônicas, salvo, no último caso, por ordem judicial, nas hipóteses e na forma que a lei estabelecer para fins de investigação criminal ou instrução processual penal;	0		
740	A_normativo	inc	XII - é inviolável o sigilo da correspondência e das comunicações telegráficas, de dados e das comun	inc		XIII - é livre o exercício de qualquer trabalho, ofício ou profissão, atendidas as qualificações profissionais que a lei estabelecer;	0		
