index	block_type	html_class	norm_anchor	norm_anchor_type	editorial_category	text	links_count	first_link	bracket_meta
9301	A_normativo	art	Art. 146-A. Lei complementar poderá estabelecer critérios especiais de tributação, com o objetivo de	art	julgados_correlatos	Art. 147. Competem à União, em Território Federal, os impostos estaduais e, se o Território não for dividido em Municípios, cumulativamente, os impostos municipais; ao Distrito Federal cabem os impostos municipais.	0		
9302	A_normativo	art	Art. 147. Competem à União, em Território Federal, os impostos estaduais e, se o Território não for 	art		Art. 148. A União, mediante lei complementar, poderá instituir empréstimos compulsórios:	0		
9309	A_normativo	inc	Art. 148. A União, mediante lei complementar, poderá instituir empréstimos compulsórios:	art	julgados_correlatos	I - para atender a despesas extraordinárias, decorrentes de calamidade pública, de guerra externa ou sua iminência;	0		
9310	A_normativo	inc	I - para atender a despesas extraordinárias, decorrentes de calamidade pública, de guerra externa ou	inc		II - no caso de investimento público de caráter urgente e de relevante interesse nacional, observado o disposto no art. 150, III, b .	0		
9311	A_normativo	par	II - no caso de investimento público de caráter urgente e de relevante interesse nacional, observado	inc		Parágrafo único. A aplicação dos recursos provenientes de empréstimo compulsório será vinculada à despesa que fundamentou sua instituição.	0		
9312	A_normativo	art	Parágrafo único. A aplicação dos recursos provenientes de empréstimo compulsório será vinculada à de	par		Art. 149. Compete exclusivamente à União instituir contribuições sociais, de intervenção no domínio econômico e de interesse das categorias profissionais ou econômicas, como instrumento de sua atuação nas respectivas áreas, observado o disposto nos arts. 146, III, e 150, I e III, e sem prejuízo do p	0		
9334	A_normativo	par	Art. 149. Compete exclusivamente à União instituir contribuições sociais, de intervenção no domínio 	art	julgados_correlatos	§ 1º A União, os Estados, o Distrito Federal e os Municípios instituirão, por meio de lei, contribuições para custeio de regime próprio de previdência social, cobradas dos servidores ativos, dos aposentados e dos pensionistas, que poderão ter alíquotas progressivas de acordo com o valor da base de c	0		
9341	A_normativo	par	§ 1º A União, os Estados, o Distrito Federal e os Municípios instituirão, por meio de lei, contribui	par	julgados_correlatos	§ 1º-A. Quando houver deficit atuarial, a contribuição ordinária dos aposentados e pensionistas poderá incidir sobre o valor dos proventos de aposentadoria e de pensões que supere o salário-mínimo. (Incluído pela EC 103/2019)	0		
9343	A_normativo	par	§ 1º-A. Quando houver deficit atuarial, a contribuição ordinária dos aposentados e pensionistas pode	par	controle_concentrado	§ 1º-B. Demonstrada a insuficiência da medida prevista no § 1º-A para equacionar o deficit atuarial, é facultada a instituição de contribuição extraordinária, no âmbito da União, dos servidores públicos ativos, dos aposentados e dos pensionistas. (Incluído pela EC 103/2019)	0		
9345	A_normativo	par	§ 1º-B. Demonstrada a insuficiência da medida prevista no § 1º-A para equacionar o deficit atuarial,	par	controle_concentrado	§ 1º-C. A contribuição extraordinária de que trata o § 1º-B deverá ser instituída simultaneamente com outras medidas para equacionamento do deficit e vigorará por período determinado, contado da data de sua instituição. (Incluído pela EC 103/2019)	0		
9346	A_normativo	par	§ 1º-C. A contribuição extraordinária de que trata o § 1º-B deverá ser instituída simultaneamente co	par		§ 2º As contribuições sociais e de intervenção no domínio econômico de que trata o caput deste artigo: (Incluído pela EC 33/2001)	0		
9347	A_normativo	inc	§ 2º As contribuições sociais e de intervenção no domínio econômico de que trata o caput deste artig	par		I - não incidirão sobre as receitas decorrentes de exportação; (Incluído pela EC 33/2001)	0		
9355	A_normativo	inc	I - não incidirão sobre as receitas decorrentes de exportação; (Incluído pela EC 33/2001)	inc	julgados_correlatos	II - incidirão também sobre a importação de produtos estrangeiros ou serviços; (Redação da EC 42/2003)	0		
9357	A_normativo	inc	II - incidirão também sobre a importação de produtos estrangeiros ou serviços; (Redação da EC 42/200	inc		III - poderão ter alíquotas: (Incluído pela EC 33/2001)	0		
9359	A_normativo	ali	III - poderão ter alíquotas: (Incluído pela EC 33/2001)	inc	repercussao_geral	a) ad valorem , tendo por base o faturamento, a receita bruta ou o valor da operação e, no caso de importação, o valor aduaneiro; (Incluída pela EC 33/2001)	0		
9363	A_normativo	ali	a) ad valorem , tendo por base o faturamento, a receita bruta ou o valor da operação e, no caso de i	ali	repercussao_geral	b) específica, tendo por base a unidade de medida adotada. (Incluída pela EC 33/2001)	0		
9364	A_normativo	par	b) específica, tendo por base a unidade de medida adotada. (Incluída pela EC 33/2001)	ali		§ 3º A pessoa natural destinatária das operações de importação poderá ser equiparada a pessoa jurídica, na forma da lei. (Incluído pela EC 33/2001)	0		
9365	A_normativo	par	§ 3º A pessoa natural destinatária das operações de importação poderá ser equiparada a pessoa jurídi	par		§ 4º A lei definirá as hipóteses em que as contribuições incidirão uma única vez. (Incluído pela EC 33/2001)	0		
9366	A_normativo	art	§ 4º A lei definirá as hipóteses em que as contribuições incidirão uma única vez. (Incluído pela EC 	par		Art. 149-A Os Municípios e o Distrito Federal poderão instituir contribuição, na forma das respectivas leis, para o custeio, a expansão e a melhoria do serviço de iluminação pública e de sistemas de monitoramento para segurança e preservação de logradouros públicos, observado o disposto no art. 150,	0		
9370	A_normativo	par	Art. 149-A Os Municípios e o Distrito Federal poderão instituir contribuição, na forma das respectiv	art	repercussao_geral	Parágrafo único. É facultada a cobrança da contribuição a que se refere o caput , na fatura de consumo de energia elétrica. (Incluído pela EC 39/2002)	0		
9371	A_normativo	art	Parágrafo único. É facultada a cobrança da contribuição a que se refere o caput , na fatura de consu	par		Art. 149-B Os tributos previstos nos arts. 156-A e 195, V, observarão as mesmas regras em relação a: (Incluído pela EC n. 132/2023)	0		
9372	A_normativo	inc	Art. 149-B Os tributos previstos nos arts. 156-A e 195, V, observarão as mesmas regras em relação a:	art		I - fatos geradores, bases de cálculo, hipóteses de não incidência e sujeitos passivos; (Incluído pela EC n. 132/2023)	0		
9373	A_normativo	inc	I - fatos geradores, bases de cálculo, hipóteses de não incidência e sujeitos passivos; (Incluído pe	inc		II - imunidades; (Incluído pela EC n. 132/2023)	0		
9374	A_normativo	inc	II - imunidades; (Incluído pela EC n. 132/2023)	inc		III - regimes específicos, diferenciados ou favorecidos de tributação; (Incluído pela EC n. 132/2023)	0		
9375	A_normativo	inc	III - regimes específicos, diferenciados ou favorecidos de tributação; (Incluído pela EC n. 132/2023	inc		IV - regras de não cumulatividade e de creditamento. (Incluído pela EC n. 132/2023)	0		
9376	A_normativo	par	IV - regras de não cumulatividade e de creditamento. (Incluído pela EC n. 132/2023)	inc		Parágrafo único. Os tributos de que trata o caput observarão as imunidades previstas no art. 150, VI, não se aplicando a ambos os tributos o disposto no art. 195, § 7º. (Incluído pela EC n. 132/2023)	0		
9377	A_normativo	art	Parágrafo único. Os tributos de que trata o caput observarão as imunidades previstas no art. 150, VI	par		Art. 149-C O produto da arrecadação do imposto previsto no art. 156-A e da contribuição prevista no art. 195, V, incidentes sobre operações contratadas pela administração pública direta, por autarquias e por fundações públicas, inclusive suas importações, será integralmente destinado ao ente federat	0		
9378	A_normativo	par	Art. 149-C O produto da arrecadação do imposto previsto no art. 156-A e da contribuição prevista no 	art		§ 1º As operações de que trata o caput poderão ter alíquotas reduzidas de modo uniforme, nos termos de lei complementar. (Incluído pela EC n. 132/2023)	0		
9379	A_normativo	par	§ 1º As operações de que trata o caput poderão ter alíquotas reduzidas de modo uniforme, nos termos 	par		§ 2º Lei complementar poderá prever hipóteses em que não se aplicará o disposto no caput e no § 1º. (Incluído pela EC n. 132/2023)	0		
9380	A_normativo	par	§ 2º Lei complementar poderá prever hipóteses em que não se aplicará o disposto no caput e no § 1º. 	par		§ 3º Nas importações efetuadas pela administração pública direta, por autarquias e por fundações públicas, o disposto no art. 150, VI, a , será implementado na forma do disposto no caput e no § 1º, assegurada a igualdade de tratamento em relação às aquisições internas. (Incluído pela EC n. 132/2023)	0		
