numero	classe	numero_processo	relator	redator	data_julgamento	orgao	dje	tema_rg	raw
4010	RE	562.900							[RE 562.900 AgR, rel. p/ o ac. min. Roberto Barroso, j. 26-11-2013, 1ª T, DJE de 6-2-2014.]
4011	RE	740.263							[RE 740.263 AgR, rel. min. Marco Aurélio, j. 8-10-2013, 1ª T, DJE de 25-10-2013.]
4012	AI	694.299							[AI 694.299 AgR, rel. min. Dias Toffoli, j. 13-8-2013, 1ª T, DJE de 17-2-2014.]
4013	AI	856.313	L						[AI 856.313, rel. min. Luiz Fux, j. 6-8-2012, dec. monocrática, DJE de 13-8-2012.]
4014	RE	626.358							[RE 626.358 AgR, rel. min. Cezar Peluso, j. 22-3-2012, P, DJE de 23-8-2012.]
4015	AI	658.519							[AI 658.519 AgR-ED, rel. min. Ayres Britto, j. 7-6-2011, 2ª T, DJE de 9-9-2011.]
4016	RE	510.633							[RE 510.633 AgR, voto do rel. min. Marco Aurélio, j. 13-4-2011, 1ª T, DJE de 18-5-2011.]
4017	RE	505.921							[RE 505.921 AgR, rel. min. Marco Aurélio, j. 13-4-2011, 1ª T, DJE de 18-5-2011.]
4018	RE	451.289							[RE 451.289 AgR-AgR, rel. min. Ricardo Lewandowski, j. 22-2-2011, 1ª T, DJE de 15-3-2011.]
4019	AI	828.091							[AI 828.091 AgR, rel. min. Cármen Lúcia, j. 8-2-2011, 1ª T, DJE de 2-3-2011.]
4020	AC	33							[AC 33 MC, rel. min. Marco Aurélio, j. 24-11-2010, P, DJE de 10-2-2011.]
4021	AI	564.973							[AI 564.973 AgR, rel. min Dias Toffoli, j. 9-11-2010, 1ª T, DJE de 22-3-2011.]
4022	RE	533.834							[RE 533.834 AgR, rel. min. Ricardo Lewandowski, j. 9-11-2010, 1ª T, DJE de 30-11-2010.]
4023	RE	333.942							[RE 333.942 ED, rel. min. Joaquim Barbosa, j. 9-11-2010, 1ª T, DJE de 30-11-2010.]
4024	AI	550.244							[AI 550.244 AgR-ED, rel. min. Marco Aurélio, j. 9-11-2010, 1ª T, DJE de 29-11-2010.]
4025	AI	612.322							[AI 612.322 AgR, rel. min. Ricardo Lewandowski, j. 19-10-2010, 1ª T, DJE de 10-11-2010.]
4026	AI	491.003							[AI 491.003 AgR-ED-EDv-AgR, voto do rel. min. Marco Aurélio, j. 14-10-2010, P, DJE de 3-12-2010.]
4027	RE	189.619							[RE 189.619 ED-EDv, rel. min. Cármen Lúcia, j. 15-9-2010, P, DJE de 3-12-2010.]
4028	AI	772.518							[AI 772.518 AgR, rel. min. Ricardo Lewandowski, j. 18-5-2010, 1ª T, DJE de 4-6-2010.]
4029	RE	217.561							[RE 217.561 AgR-AgR-ED-ED, rel. min. Eros Grau, j. 20-4-2010, 2ª T, DJE de 14-5-2010.]
4030	RE	579.554							[RE 579.554 AgR, rel. min. Cármen Lúcia, j. 6-4-2010, 1ª T, DJE de 7-5-2010.]
4031	AI	680.446							[AI 680.446 AgR, rel. min. Ellen Gracie, j. 6-4-2010, 2ª T, DJE de 30-4-2010.]
4032	AC	2.209							[AC 2.209 AgR, rel. min. Joaquim Barbosa, j. 2-3-2010, 2ª T, DJE de 26-3-2010.]
4033	AI	764.914							[AI 764.914 AgR, rel. min. Cezar Peluso, j. 2-2-2010, 2ª T, DJE de 17-9-2010.]
4034	AI	736.320							[AI 736.320 ED, voto do rel. min. Gilmar Mendes, j. 16-12-2009, P, DJE de 12-2-2010.]
4035	AI	582.579							[AI 582.579 AgR, rel. min. Marco Aurélio, j. 15-12-2009, 1ª T, DJE de 19-3-2010.]
4036	AI	731.613							[AI 731.613 AgR, rel. min. Celso de Mello, j. 10-11-2009, 2ª T, DJE de 4-12-2009.]
4037	AI	618.232							[AI 618.232 AgR, rel. min. Cezar Peluso, j. 3-11-2009, 2ª T, DJE de 27-11-2009.]
4038	AI	748.414							[AI 748.414 AgR, rel. min. Joaquim Barbosa, j. 6-10-2009, 2ª T, DJE de 29-10-2009.]
4039	AI	684.893							[AI 684.893 AgR, rel. min. Ellen Gracie, j. 6-10-2009, 2ª T, DJE de 29-10-2009.]
4040	AC	2.338							[AC 2.338 MC-REF, rel. min. Marco Aurélio, j. 16-9-2009, P, DJE de 16-10-2009.]
4041	AI	749.031							[AI 749.031 AgR, rel. min. Cármen Lúcia, j. 25-8-2009, 1ª T, DJE de 29-10-2009.]
4042	RE	599.714							[RE 599.714 AgR, rel. min. Celso de Mello, j. 25-8-2009, 2ª T, DJE de 18-9-2009.]
4043	AI	750.943							[AI 750.943 AgR, rel. min. Celso de Mello, j. 25-8-2009, 2ª T, DJE de 18-9-2009.]
4044	AI	483.783							[AI 483.783 AgR, rel. min. Ellen Gracie, j. 4-8-2009, 2ª T, DJE de 28-8-2009.]
4045	AC	2.240							[AC 2.240 AgR, rel. min. Cezar Peluso, j. 1º-7-2009, P, DJE de 9-4-2010.]
4046	SS	3.652							[SS 3.652 AgR, SS 3.659 AgR, SS 3.660 AgR, SS 3.696 AgR e SS 3.697 AgR, voto do rel. min. Gilmar Mendes, j. 1º-7-2009, P, DJE de 21-8-2009.]
4047	AC	2.277							[AC 2.277 MC-AgR, rel. min. Joaquim Barbosa, j. 19-5-2009, 2ª T, DJE de 1º-7-2009.]
4048	AI	742.754							[AI 742.754 AgR, rel. min. Cármen Lúcia, j. 19-5-2009, 1ª T, DJE de 26-6-2009.]
4049	AI	584.364							[AI 584.364 ED, rel. min. Cármen Lúcia, j. 7-4-2009, 1ª T, DJE de 15-5-2009.]
4050	RE	495.560							[RE 495.560 AgR, rel. min. Marco Aurélio, j. 17-3-2009, 1ª T, DJE de 24-4-2009.]
4051	AI	715.299							[AI 715.299 AgR, rel. min. Menezes Direito, j. 3-3-2009, 1ª T, DJE de 24-4-2009.]
4052	RE	547.244							[RE 547.244 AgR, rel. min. Eros Grau, j. 3-3-2009, 2ª T, DJE de 27-3-2009.]
4053	AC	1.745							[AC 1.745 AgR, rel. min. Cezar Peluso, j. 2-12-2008, 2ª T, DJE de 6-2-2009.]
4054	AI	723.265							[AI 723.265 AgR, rel. min. Eros Grau, j. 11-11-2008, 2ª T, DJE de 28-11-2008.]
4055	AI	678.026							[AI 678.026 AgR, rel. min. Marco Aurélio, j. 21-10-2008, 1ª T, DJE de 20-2-2009.]
4056	AI	664.641							[AI 664.641 ED, voto da rel. min. Cármen Lúcia, j. 16-9-2008, 1ª T, DJE de 20-2-2009.]
4057	RE	499.823							[RE 499.823 AgR, rel. min. Eros Grau, j. 12-8-2008, 2ª T, DJE de 29-8-2008.]
4058	AI	589.958							[AI 589.958 AgR, rel. min. Cezar Peluso, j. 11-12-2007, 2ª T, DJE de 22-2-2008.]
4059	AC	1.775							[AC 1.775 QO, rel. min. Gilmar Mendes, j. 23-10-2007, 2ª T, DJ de 23-11-2007.]
4060	AC	1.801							[AC 1.801 QO, rel. min. Celso de Mello, j. 16-10-2007, 2ª T, DJE de 13-5-2013.]
4061	AC	1.810							[AC 1.810 QO, rel. min. Celso de Mello, j. 16-10-2007, 2ª T, DJ de 31-10-2007.]
4062	AC	1.770							[AC 1.770 QO, rel. min. Gilmar Mendes, j. 18-9-2007, 2ª T, DJ de 19-10-2007.]
4063	AI	513.262							[AI 513.262 AgR-AgR, rel. min. Cezar Peluso, j. 18-9-2007, 2ª T, DJ de 11-10-2007.]
4064	RE	479.887	A						[RE 479.887, rel. min. Ayres Britto, j. 7-8-2007, 1ª T, DJ de 31-10-2007.]
4065	RE	509.500							[RE 509.500 AgR, rel. min. Sepúlveda Pertence, j. 26-6-2007, 1ª T, DJ de 17-8-2007.]
4066	RE	257.834							[RE 257.834 AgR, rel. min. Sepúlveda Pertence, j. 26-6-2007, 1ª T, DJ de 17-8-2007.]
4067	AI	586.906							[AI 586.906 AgR, rel. min. Sepúlveda Pertence, j. 19-6-2007, 1ª T, DJ de 3-8-2007.]
4068	AC	1.338							[AC 1.338 MC-AgR, rel. min. Joaquim Barbosa, j. 12-6-2007, 2ª T, DJE de 20-6-2008.]
4069	AI	630.471							[AI 630.471 AgR, rel. min. Eros Grau, j. 5-6-2007, 2ª T, DJE de 17-8-2007.]
4070	AI	631.319							[AI 631.319 ED-AgR, rel. min. Sepúlveda Pertence, j. 15-5-2007, 1ª T, DJ de 8-6-2007.]
4071	RE	285.093							[RE 285.093 AgR-ED-EDv-AgR, rel. p/ o ac. min. Marco Aurélio, j. 26-4-2007, P, DJE de 28-3-2008.]
4072	RE	391.852							[RE 391.852 AgR, rel. min. Marco Aurélio, j. 3-4-2007, 1ª T, DJ de 18-5-2007.]
4073	RE	492.957							[RE 492.957 AgR, rel. min. Celso de Mello, j. 13-3-2007, 2ª T, DJ de 22-6-2007.]
4074	RE	466.518							[RE 466.518 AgR, rel. min. Ayres Britto, j. 27-2-2007, 1ª T, DJ de 11-5-2007.]
4075	RE	463.948							[RE 463.948 AgR-ED, rel. min. Ayres Britto, j. 6-2-2007, 1ª T, DJ de 11-5-2007.]
4076	RE	462.242							[RE 462.242 AgR, rel. min. Ayres Britto, j. 14-12-2006, 1ª T, DJ de 13-4-2007.]
4077	RE	454.421							[RE 454.421 AgR, rel. min. Ayres Britto, j. 23-5-2006, 1ª T, DJ de 8-9-2006.]
4078	AI	414.648							[AI 414.648 ED-AgR, rel. min. Joaquim Barbosa, j. 21-2-2006, 2ª T, DJ de 23-2-2006.]
4079	AC	510							[AC 510 AgR, rel. min. Cezar Peluso, j. 14-2-2006, 1ª T, DJ de 5-5-2006.]
4080	RE	262.673	M						[RE 262.673, rel. min. Marco Aurélio, j. 11-10-2005, 1ª T, DJ de 24-2-2006.]
4081	RE	349.160	S						[RE 349.160, rel. min. Sepúlveda Pertence, j. 11-2-2003, 1ª T, DJ de 14-3-2003.]
4082	RE	153.831	E						[RE 153.831, rel. min. Ellen Gracie, j. 3-12-2002, 1ª T, DJ de 14-3-2003.]
4083	AI	256.382							[AI 256.382 AgR, rel. min. Celso de Mello, j. 18-6-2002, 2ª T, DJ de 14-2-2003.]
4084	AI	371.643							[AI 371.643 AgR, rel. min. Celso de Mello, j. 18-6-2002, 2ª T, DJ de 11-10-2002.]
4085	RE	308.282							[RE 308.282 AgR, rel. min. Ellen Gracie, j. 26-3-2002, 1ª T, DJ de 26-4-2002.]
4086	AI	275.637							[AI 275.637 AgR, rel. min. Ellen Gracie, j. 26-6-2001, 1ª T, DJ de 19-12-2001.]
4087	RE	205.455	S						[RE 205.455, rel. min. Sepúlveda Pertence, j. 18-12-2000, 1ª T, DJ de 6-4-2001.]
4088	AI	252.382							[AI 252.382 AgR, rel. min. Moreira Alves, j. 15-2-2000, 1ª T, DJ de 24-3-2000.]
4089	RE	170.385							[RE 170.385 AgR, rel. min. Celso de Mello, j. 16-5-1995, 1ª T, DJ de 23-6-1995.]
4090	RE	144.972							[RE 144.972 QO, rel. min. Ilmar Galvão, j. 9-5-1995, 1ª T, DJ de 22-9-1995.]
4091	AI	162.245							[AI 162.245 AgR, rel. min. Celso de Mello, j. 30-8-1994, 1ª T, DJ de 24-11-2000.]
4092	AI	145.589							[AI 145.589 AgR, rel. min. Sepúlveda Pertence, j. 2-9-1993, P, DJ de 24-6-1994.]
4093	AI	141.873							[AI 141.873 AgR, rel. min. Celso de Mello, j. 6-4-1993, 1ª T, DJ de 7-5-1993.]
4094	ARE	688.776							[ARE 688.776-ED e ARE 685.997-ED, rel. min. Dias Toffoli, j. 28-11-2017, 1ª T, DJE de 27-4-2018.]
4095	RE	578.248							[RE 578.248 AgR, rel. min. Joaquim Barbosa, j. 19-10-2010, 2ª T, DJE de 19-11-2010.]
4096	AI	465.014							[AI 465.014 AgR, rel. min. Marco Aurélio, j. 8-4-2008, 1ª T, DJE de 29-8-2008.]
4097	RE	462.069							[RE 462.069 AgR, rel. min. Ayres Britto, j. 14-12-2006, 1ª T, DJE de 1º-8-2008.]
4098	AI	589.281							[AI 589.281 AgR, rel. min. Celso de Mello, j. 5-9-2006, 2ª T, DJE de 10-11-2006.]
4099	RE	298.695	S						[RE 298.695, rel. min. Sepúlveda Pertence, j. 6-8-2003, P, DJ de 24-10-2003.]
4100	AI	145.680							[AI 145.680 AgR, rel. min. Celso de Mello, j. 13-4-1993, 1ª T, DJ de 30-4-1993.]
4101	RE	149.478							[RE 149.478 AgR, rel. min. Sepúlveda Pertence, j. 24-3-1993, P, DJ de 23-4-1993.]
4102	AI	744.870							[AI 744.870 AgR, rel. min. Marco Aurélio, j. 17-8-2010, 1ª T, DJE de 8-10-2010.]
4103	RE	289.533							[RE 289.533 AgR, rel. min. Ayres Britto, j. 26-10-2004, 1ª T, DJ de 11-2-2005.]
4104	RE	231.462	S						[RE 231.462, rel. min. Sepúlveda Pertence, j. 30-3-1999, 1ª T, DJ de 14-5-1999.]
4105	RE	142.240							[RE 142.240 AgR, rel. min. Marco Aurélio, j. 2-6-1992, 2ª T, DJ de 19-6-1992.]
4106	RE	117.809							[RE 117.809 QO, rel. min. Sepúlveda Pertence, j. 14-6-1989, P, DJ de 4-8-1989.]
4107	RE	569.139							[RE 569.139 AgR, rel. min. Ayres Britto, j. 19-10-2010, 2ª T, DJE de 14-2-2011.]
4108	AI	774.514							[AI 774.514 AgR, rel. min. Joaquim Barbosa, j. 31-8-2010, 2ª T, DJE de 1º-10-2010.]
4109	AI	132.755							[AI 132.755 QO, red. do ac. min. Dias Toffoli, j. 19-11-2009, P, DJE de 11-6-2010.]
4110	AI	612.842							[AI 612.842 AgR, rel. min. Sepúlveda Pertence, j. 26-6-2007, 1ª T, DJ de 17-8-2007.]
4111	ADPF	288							[ADPF 288 MC, rel. min. Celso de Mello, j. 21-10-2013, dec. monocrática, DJE de 25-10-2013.]
4112	ADPF	210							[ADPF 210 AgR, rel. min. Teori Zavascki, j. 6-6-2013, P, DJE de 21-6-2013.]
4113	ADPF	181	M						[ADPF 181, rel. min. Marco Aurélio, j. 11-6-2012, dec. monocrática, DJE de 22-6-2012.]
4114	ADPF	144	C						[ADPF 144, rel. min. Celso de Mello, j. 6-8-2008, P, DJE de 26-2-2010.]
4115	ADPF	83	A						[ADPF 83, rel. min. Ayres Britto, j. 24-4-2008, P, DJE de 1º-8-2008.]
4116	ADPF	79							[ADPF 79 AgR, rel. min. Cezar Peluso, j. 18-6-2007, P, DJ de 17-8-2007.]
4117	ADPF	72							[ADPF 72 QO, rel. min. Ellen Gracie, j. 1º-6-2005, P, DJ de 2-12-2005.]
4118	ADPF	11							[ADPF 11 AgR, reld. do ac. min. Gilmar Mendes, j. 18-11-2004, P, DJ de 5-8-2005.]
4119	RE	1.276.977							[RE 1.276.977 ED, rel. min. Marco Aurélio, red. do ac. min. Alexandre de Moraes, j. 25-11-2025, P, Informativo STF 1.200, Tema 1.102, com mérito julgado.]
4120	RE	1.528.097							[RE 1.528.097 RG, rel. min. Luís Roberto Barroso, j. 16.05.2025, P, DJE de 23.05.2025, Tema 1.396, com mérito julgado.]
4121	RE	216.259							[RE 216.259 AgR, rel. min. Celso de Mello, j. 9-5-2000, 2ª T, DJ de 19-5-2000.]
4122	RE	187.142	I						[RE 187.142, rel. min. Ilmar Galvão, j. 13-8-1998, P, DJ de 2-10-1998.]
4123	RE	1.017.365							[RE 1.017.365 QO, rel. min. André Mendonça, j. 15-8-2023, P, DJE de 8-9-2023.]
4124	ARE	996.895							[ARE 996.895-ED-ED-AgR, red. do ac. min. Dias Toffoli, j. em 27-3-2018, 2ª T, DJE de 14-8-2019.]
4125	RE	584.247							[RE 584.247 QO, rel. min. Roberto Barroso, j. 27-10-2016, P, DJE de 2-5-2017.]
4126	RE	676.924							[RE 676.924 RG-ED, rel. min. Ricardo Lewandowski, j. 19-6-2013, P, DJE de 1º-7-2013.]
4127	EI	4							[EI 4 AgR, rel. min. Dias Toffoli, j. 23-5-2013, P, DJE de 1º-8-2013.]
4128	RE	645.057							[RE 645.057 AgR, rel. min. Luiz Fux, j. 25-10-2012, 1ª T, DJE de 31-10-2012.]
4129	ARE	663.637							[ARE 663.637 AgR-QO, rel. min. Ayres Britto, j. 12-9-2012, P, DJE de 6-5-2013.]
4130	AC	3.024							[AC 3.024 MC-REF, rel. min. Celso de Mello, j. 8-11-2011, 2ª T, DJE de 29-11-2011.]
4131	ARE	642.921							[ARE 642.921 AgR-ED, voto do rel. min. Celso de Mello, j. 18-10-2011, 2ª T, DJE de 14-11-2011.]
4132	MS	28.982							[MS 28.982 AgR, voto do rel. min. Gilmar Mendes, j. 16-9-2010, P, DJE de 15-10-2010.]
4133	AI	597.912							[AI 597.912 AgR-ED, rel. min. Joaquim Barbosa, j. 31-8-2010, 2ª T, DJE de 1º-10-2010.]
4134	AI	770.000							[AI 770.000 AgR, rel. min. Marco Aurélio, j. 17-8-2010, 1ª T, DJE de 1º-10-2010.]
4135	AI	728.180							[AI 728.180 AgR, rel. min. Joaquim Barbosa, j. 10-8-2010, 2ª T, DJE de 1º-10-2010.]
4136	AC	2.639							[AC 2.639 MC-REF, rel. min. Celso de Mello, j. 10-8-2010, 2ª T, DJE de 17-9-2010.]
4137	AI	760.358							[AI 760.358 QO, rel. min. Gilmar Mendes, j. 19-11-2009, P, DJE de 19-2-2010.]
4138	RE	577.838							[RE 577.838 AgR, voto do rel. min. Cezar Peluso, j. 8-9-2009, 2ª T, DJE de 9-10-2009.]
4139	AI	726.795							[AI 726.795 AgR, rel. min. Eros Grau, j. 28-4-2009, 2ª T, DJE de 29-5-2009.]
4140	AC	2.177							[AC 2.177 QO-MC, rel. min. Ellen Gracie, j. 12-11-2008, P, DJE de 20-2-2009.]
4141	AC	2.168							[AC 2.168 MC-REF, rel. min. Celso de Mello, j. 4-11-2008, 2ª T, DJE de 19-8-2013.]
4142	AI	715.423							[AI 715.423 QO, rel. min. Ellen Gracie, j. 11-6-2008, P, DJE de 5-9-2008.]
4143	AI	672.738							[AI 672.738 AgR, rel. min. Eros Grau, j. 26-2-2008, 2ª T, DJE de 28-3-2008.]
4144	AC	1.641							[AC 1.641 QO, rel. min. Celso de Mello, j. 7-8-2007, 2ª T, DJE de 12-12-2008.]
4145	AI	664.567							[AI 664.567 QO, rel. min. Sepúlveda Pertence, j. 18-6-2007, P, DJ de 6-9-2007.]
4146	ADI	4.654	G						[ADI 4.654, rel. min. Gilmar Mendes, j. 28-11-2011, dec. monocrática, DJE de 2-12-2011.]
4147	ADPF	148							[ADPF 148 AgR, rel. min. Cezar Peluso, j. 3-12-2008, P, DJE de 6-2-2009.]
4148	ADPF	75							[ADPF 75 AgR, rel. min. Ricardo Lewandowski, j. 3-5-2006, P, DJ de 2-6-2006.]
4149	ADI	387							[ADI 387 MC, rel. min. Celso de Mello, j. 1º-3-1991, P, DJ de 11-10-1991.]
4150	ACO	3.061							[ACO 3.061 AgR, rel. min. Roberto Barroso, j. 11-9-2018, 1ª T, DJE de 10-12-2018.]
4151	RE	950.570							[RE 950.570 AgR, rel. min. Edson Fachin, j. 1º-9-2017, 2ª T, DJE de 29-7-2017.]
4152	ADI	5.297	L						[ADI 5.297, rel. min. Luiz Fux, j. 14.08.2025, P, DJE de 04.12.2025.]
4153	ADI	6.728							[ADI 6.728 AgR, rel. min. Edson Fachin, j. 3-5-2021, P, DJE de 14-5-2021.]
4154	ADI	5.084	R						[ADI 5.084, rel. min. Rosa Weber, decisão monocrática, j. 20-2-2014, DJE de 25-2-2014.]
4155	ADI	2.906	M						[ADI 2.906, rel. min. Marco Aurélio, j. 1º-6-2011, P, DJE de 29-6-2011.]
4156	ADI	3.013							[ADI 3.013 ED-AgR, rel. min. Ellen Gracie, j. 31-5-2006, P, DJ de 4-8-2006.]
4157	ADI	2.656	M						[ADI 2.656, rel. min. Maurício Corrêa, j. 8-5-2003, P, DJ de 1º-8-2003.]
4158	ADI	2.130							[ADI 2.130 AgR, rel. min. Celso de Mello, j. 3-10-2001, P, DJ de 14-12-2001.]
4159	ADI	807							[ADI 807 QO, rel. min. Celso de Mello, j. 27-5-1993, P, DJ de 11-6-1993.]
4160	ADI	2.618							[ADI 2.618 AgR-AgR, rel. min. Gilmar Mendes, j. 12-8-2004, P, DJ de 31-3-2006.]
4161	ADI	1.528							[ADI 1.528 QO, rel. min. Ellen Gracie, j. 24-5-2000, P, DJ de 23-8-2002.]
4162	ADI	1.407							[ADI 1.407 MC, rel. min. Celso de Mello, j. 7-3-1996, P, DJ de 24-11-2000.]
4163	ADI	779							[ADI 779 AgR, rel. min. Celso de Mello, j. 8-10-1992, P, DJ de 11-3-1994.]
4164	ADPF	1.277							[ADPF 1.277 AgR, rel. min. Flávio Dino, j. 16-12-2025, P, DJE de 19-1-2026.]
4165	ADPF	264							[ADPF 264 AgR, rel. min. Dias Toffoli, j. 18-12-2014, P, DJE de 25-2-2015.]
4166	ADI	4.224							[ADI 4.224 AgR, rel. min. Dias Toffoli, j. 1º-8-2011, P, DJE de 8-9-2011.]
4167	ADI	3.702	D						[ADI 3.702, rel. min. Dias Toffoli, j. 1º-6-2011, P, DJE de 30-8-2011.]
4168	ADI	3.413	M						[ADI 3.413, rel. min. Marco Aurélio, j. 1º-6-2011, P, DJE de 1º-8-2011.]
4169	ADI	3.617							[ADI 3.617 AgR, rel. min. Cezar Peluso, j. 25-5-2011, P, DJE de 1º-7-2011.]
4170	ADI	1.336							[ADI 1.336 ED-ED, rel. min. Cármen Lúcia, j. 9-8-2006, P, DJ de 18-5-2007.]
4171	ADI	3.506							[ADI 3.506 AgR, rel. min. Ellen Gracie, j. 8-9-2005, P, DJ de 30-9-2005.]
4172	ADI	3.153							[ADI 3.153 AgR, rel. min. Sepúlveda Pertence, j. 12-8-2004, P, DJ de 9-9-2005.]
4173	ADI	2.713	E						[ADI 2.713, rel. min. Ellen Gracie, j. 18-12-2002, P, DJ de 7-3-2003.]
4174	ADI	1.875							[ADI 1.875 AgR, rel. min. Celso de Mello, j. 20-6-2001, P, DJE de 12-12-2008.]
4175	ADI	1.873	M						[ADI 1.873, rel. min. Marco Aurélio, j. 2-9-1998, P, DJ de 19-9-2003.]
4176	ADI	1.565	N						[ADI 1.565, rel. min. Néri da Silveira, j. 23-10-1997, P, DJ de 17-12-1999.]
4177	ADI	1.123							[ADI 1.123 MC, rel. min. Moreira Alves, j. 1º-2-1995, P, DJ de 17-3-1995.]
4178	ADI	1.157							[ADI 1.157 MC, rel. min. Celso de Mello, j. 1º-12-1994, P, DJ de 17-11-2006.]
4179	ADI	929							[ADI 929 MC, voto do rel. min. Néri da Silveira, j. 13-10-1993, P, DJ de 20-6-1997.]
4180	ADI	55							[ADI 55 MC-QO, rel. min. Octavio Gallotti, j. 31-5-1989, P, DJ de 16-3-1990.]
4181	AI	158.725							[AI 158.725 AgR-ED, rel. min. Marco Aurélio, j. 18-12-1995, 2ª T, DJ de 8-3-1996.]
4182	ADI	23							[ADI 23 QO, rel. min. Sydney Sanches, j. 4-8-1989, P, DJ de 1º-9-1989.]
4183	RE	485.087							[RE 485.087 AgR, rel. min. Cármen Lúcia, j. 21-11-2006, 1ª T, DJ de 7-12-2006.]
4184	MI	395							[MI 395 QO, rel. min. Moreira Alves, j. 27-5-1992, P, DJ de 11-9-1992.]
4185	ADI	4.983	M						[ADI 4.983, rel. min. Marco Aurélio, j. 6-10-2016, P, DJE de 27-4-2017.]
4186	ADI	1.616	M						[ADI 1.616, rel. min. Maurício Corrêa, j. 24-5-2001, P, DJ de 24-8-2001.]
4187	ADPF	147							[ADPF 147 AgR, rel. min. Cármen Lúcia, j. 24-3-2011, P, DJE de 8-4-2011.]
4188	RE	1.116.485	L						[RE 1.116.485, rel. min. Luiz Fux, j. 1º-3-2023, P, DJE de 24-4-2023, Tema 477, com mérito julgado]
4189	MS	28.003							[MS 28.003, red. do ac. min. Luiz Fux, j. 8-2-2012, P, DJE de 31-5-2012.]
4190	MS	25.393							[MS 25.393 AgR, rel. min. Marco Aurélio, j. 2-4-2009, P, DJE de 8-5-2009.]
4191	MS	38.971	N						[MS 38.971, rel. min. Nunes Marques, j. 03.06.2025, P, DJE de 23.06.2025.]
4192	MS	31.667							[MS 31.667 AgR, rel. min. Dias Toffoli, j. 11-9-2018, 2ª T, DJE de 23-11-2018.]
4193	MS	27.935							[MS 27.935 AgR, rel. min. Edson Fachin, j. 21-8-2017, 1ª T, DJE de 20-9-2017.]
4194	MS	28.513	T						[MS 28.513, rel. min. Teori Zavascki, j. 15-9-2015, 2ª T, DJE de 28-9-2015.]
4195	MS	30.600	M						[MS 30.600, rel. min. Marco Aurélio, j. 5-8-2014, 1ª T, DJE de 10-9-2014.]
4196	MS	28.611							[MS 28.611 MC-AgR, rel. min. Celso de Mello, j. 14-10-2010, P, DJE de 1º-4-2011.]
4197	MS	27.708	M						[MS 27.708, rel. min. Marco Aurélio, j. 29-10-2009, P, DJE de 21-5-2010.]
4198	ADI	6.324	R						[ADI 6.324, rel. min. Roberto Barroso, j. 22-8-2023, P, DJE de 4-9-2023.]
4199	ADI	4.145							[ADI 4.145, red. do ac. min. Alexandre de Moraes, j. 26-4-2018, P, DJE de 31-7-2020.]
4200	MS	27.621							[MS 27.621, red. do ac. min. Ricardo Lewandowski, j. 7-12-2011, P, DJE de 11-5-2012.]
4201	MS	28.112	C						[MS 28.112, rel. min. Cármen Lúcia, j. 19-12-2016, P, DJE de 1º-8-2017.]
4202	MS	33.455	G						[MS 33.455, rel. min. Gilmar Mendes, j. 15-9-2015, 2ª T, DJE de 1º-2-2016.]
4203	MS	28.620	D						[MS 28.620, rel. min. Dias Toffoli, j. 23-9-2014, 1ª T, DJE de 8-10-2014.]
4204	MS	28.872							[MS 28.872 AgR, rel. min. Ricardo Lewandowski, j. 24-2-2011, P, DJE de 18-3-2011.]
4205	AO	2.702							[AO 2.702 AgR, rel. min. Alexandre de Moraes, j. 14-11-2022, 1ª T, DJE de 17-11-2022.]
4206	AO	2.650	R						[AO 2.650, rel. min. Rosa Weber, j. 22-8-2022, 1ª T, DJE de 25-8-2022.]
4207	MS	34.685							[MS 34.685 AgR, rel. min. Dias Toffoli, j. 28-11-2017, 2ª T, DJE de 23-3-2018.]
4208	MS	28.127	D						[MS 28.127, rel. min. Dias Toffoli, j. 25-6-2014, 1ª T, DJE de 7-10-2014.]
4209	MS	26.540	C						[MS 26.540, rel. min. Cármen Lúcia, j. 24-6-2014, 2ª T, DJE de 1º-8-2014.]
4210	MS	27.767							[MS 27.767 AgR, rel. min. Ricardo Lewandowski, j. 23-3-2011, P, DJE de 8-4-2011.]
4211	ADI	4.709	R						[ADI 4.709, rel. min. Rosa Weber, j. 30-5-2022, P, DJE de 9-6-2022.]
4212	MS	25.879							[MS 25.879 AgR, rel. min. Sepúlveda Pertence, j. 23-8-2006, P, DJ de 8-9-2006.]
4213	ADI	4.078							[ADI 4.078, red. do ac. min. Cármen Lúcia, j. 10-11-2011, P, DJE de 13-4-2012.]
4214	RE	1.331.654							[RE 1.331.654 RG, rel. min. Luiz Fux, j. 26-8-2021, P, DJE de 3-9-2021, Tema 1.162, com repercussão geral negada.]
4215	HC	93.652	R						[HC 93.652, rel. min. Ricardo Lewandowski, j. 22-4-2008, 1ª T, DJE de 6-6-2008.]
4216	RMS	22.111	S						[RMS 22.111, rel. min. Sydney Sanches, j. 14-11-1996, P, DJ de 13-6-1997.]
4217	HC	94.278	M						[HC 94.278, rel. min. Menezes Direito, j. 25-9-2008, P, DJE de 28-11-2008.]
4218	HC	89.056	M						[HC 89.056, rel. min. Marco Aurélio, j. 12-8-2008, 1ª T, DJE de 3-10-2008.]
4219	HC	91.437	C						[HC 91.437, rel. min. Cezar Peluso, j. 4-9-2007, 2ª T, DJ de 19-10-2007.]
4220	HC	85.675							[HC 85.675 QO, rel. min. Marco Aurélio, j. 17-5-2005, 1ª T, DJ de 19-8-2005.]
