index	tipo	numero	label	title	texto	path	line_start
1365	artigo	124	Art. 124		à Justiça Militar compete processar e julgar os crimes militares definidos em lei.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VII > Art. 124	1487
1366	paragrafo	único	Parágrafo único		A lei disporá sobre a organização, o funcionamento e a competência da Justiça Militar.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VII > Art. 124 > Parágrafo único	1488
1367	secao	VIII	Seção VIII	DOS TRIBUNAIS E JUÍZES DOS ESTADOS		TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII	1489
1368	artigo	125	Art. 125		Os Estados organizarão sua Justiça, observados os princípios estabelecidos nesta Constituição.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > Art. 125	1491
1369	paragrafo	1	§ 1		A competência dos tribunais será definida na Constituição do Estado, sendo a lei de organização judiciária de iniciativa do Tribunal de Justiça.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > Art. 125 > § 1	1492
1370	paragrafo	2	§ 2		Cabe aos Estados a instituição de representação de inconstitucionalidade de leis ou atos normativos estaduais ou municipais em face da Constituição Estadual, vedada a atribuição da legitimação para agir a um único órgão.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > Art. 125 > § 2	1493
1371	paragrafo	3	§ 3		A lei estadual poderá criar, mediante proposta do Tribunal de Justiça, a Justiça Militar estadual, constituída, em primeiro grau, pelos juízes de direito e pelos Conselhos de Justiça e, em segundo grau, pelo próprio Tribunal de Justiça, ou por Tribunal de Justiça Militar nos Estados em que o efetivo militar seja superior a vinte mil integrantes. (Redação dada pela Emenda Constitucional nº 45, de 2	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > Art. 125 > § 3	1494
1372	paragrafo	4	§ 4		Compete à Justiça Militar estadual processar e julgar os militares dos Estados, nos crimes militares definidos em lei e as ações judiciais contra atos disciplinares militares, ressalvada a competência do júri quando a vítima for civil, cabendo ao tribunal competente decidir sobre a perda do posto e da patente dos oficiais e da graduação das praças. (Redação dada pela Emenda Constitucional nº 45, d	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > Art. 125 > § 4	1495
1373	paragrafo	5	§ 5		Compete aos juízes de direito do juízo militar processar e julgar, singularmente, os crimes militares cometidos contra civis e as ações judiciais contra atos disciplinares militares, cabendo ao Conselho de Justiça, sob a presidência de juiz de direito, processar e julgar os demais crimes militares. (Incluído pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > Art. 125 > § 5	1496
1374	paragrafo	6	§ 6		O Tribunal de Justiça poderá funcionar descentralizadamente, constituindo Câmaras regionais, a fim de assegurar o pleno acesso do jurisdicionado à justiça em todas as fases do processo. (Incluído pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > Art. 125 > § 6	1497
1375	paragrafo	7	§ 7		O Tribunal de Justiça instalará a justiça itinerante, com a realização de audiências e demais funções da atividade jurisdicional, nos limites territoriais da respectiva jurisdição, servindo-se de equipamentos públicos e comunitários. (Incluído pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > Art. 125 > § 7	1498
1376	artigo	126	Art. 126		Para dirimir conflitos fundiários, o Tribunal de Justiça proporá a criação de varas especializadas, com competência exclusiva para questões agrárias. (Redação dada pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > Art. 126	1499
1377	paragrafo	único	Parágrafo único		Sempre que necessário à eficiente prestação jurisdicional, o juiz far-se-á presente no local do litígio.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > Art. 126 > Parágrafo único	1500
1378	capitulo	IV	CAPÍTULO IV	DAS FUNÇÕES ESSENCIAIS À JUSTIÇA	(Redação dada pela Emenda Constitucional nº 80, de 2014)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV	1501
1379	secao	I	Seção I	DO MINISTÉRIO PÚBLICO		TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I	1504
1380	artigo	127	Art. 127		O Ministério Público é instituição permanente, essencial à função jurisdicional do Estado, incumbindo-lhe a defesa da ordem jurídica, do regime democrático e dos interesses sociais e individuais indisponíveis.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 127	1506
1381	paragrafo	1	§ 1		São princípios institucionais do Ministério Público a unidade, a indivisibilidade e a independência funcional.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 127 > § 1	1507
1382	paragrafo	2	§ 2		Ao Ministério Público é assegurada autonomia funcional e administrativa, podendo, observado o disposto no art. 169, propor ao Poder Legislativo a criação e extinção de seus cargos e serviços auxiliares, provendo-os por concurso público de provas ou de provas e títulos, a política remuneratória e os planos de carreira; a lei disporá sobre sua organização e funcionamento. (Redação dada pela Emenda C	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 127 > § 2	1508
1383	paragrafo	3	§ 3		O Ministério Público elaborará sua proposta orçamentária dentro dos limites estabelecidos na lei de diretrizes orçamentárias.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 127 > § 3	1509
1384	paragrafo	4	§ 4		Se o Ministério Público não encaminhar a respectiva proposta orçamentária dentro do prazo estabelecido na lei de diretrizes orçamentárias, o Poder Executivo considerará, para fins de consolidação da proposta orçamentária anual, os valores aprovados na lei orçamentária vigente, ajustados de acordo com os limites estipulados na forma do § 3º. (Incluído pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 127 > § 4	1510
1385	paragrafo	5	§ 5		Se a proposta orçamentária de que trata este artigo for encaminhada em desacordo com os limites estipulados na forma do § 3º, o Poder Executivo procederá aos ajustes necessários para fins de consolidação da proposta orçamentária anual. (Incluído pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 127 > § 5	1511
1386	paragrafo	6	§ 6		Durante a execução orçamentária do exercício, não poderá haver a realização de despesas ou a assunção de obrigações que extrapolem os limites estabelecidos na lei de diretrizes orçamentárias, exceto se previamente autorizadas, mediante a abertura de créditos suplementares ou especiais. (Incluído pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 127 > § 6	1512
1387	artigo	128	Art. 128		O Ministério Público abrange:	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128	1513
1388	inciso	I	I		o Ministério Público da União, que compreende:	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > I	1514
1389	alinea	a	a)		o Ministério Público Federal;	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > I > a)	1515
1390	alinea	b	b)		o Ministério Público do Trabalho;	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > I > b)	1516
1391	alinea	c	c)		o Ministério Público Militar;	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > I > c)	1517
1392	alinea	d	d)		o Ministério Público do Distrito Federal e Territórios;	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > I > d)	1518
1393	inciso	II	II		os Ministérios Públicos dos Estados.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > II	1519
1394	paragrafo	1	§ 1		O Ministério Público da União tem por chefe o Procurador-Geral da República, nomeado pelo Presidente da República dentre integrantes da carreira, maiores de trinta e cinco anos, após a aprovação de seu nome pela maioria absoluta dos membros do Senado Federal, para mandato de dois anos, permitida a recondução.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > § 1	1520
1395	paragrafo	2	§ 2		A destituição do Procurador-Geral da República, por iniciativa do Presidente da República, deverá ser precedida de autorização da maioria absoluta do Senado Federal.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > § 2	1521
1396	paragrafo	3	§ 3		Os Ministérios Públicos dos Estados e o do Distrito Federal e Territórios formarão lista tríplice dentre integrantes da carreira, na forma da lei respectiva, para escolha de seu Procurador-Geral, que será nomeado pelo Chefe do Poder Executivo, para mandato de dois anos, permitida uma recondução.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > § 3	1522
1397	paragrafo	4	§ 4		Os Procuradores-Gerais nos Estados e no Distrito Federal e Territórios poderão ser destituídos por deliberação da maioria absoluta do Poder Legislativo, na forma da lei complementar respectiva.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > § 4	1523
1398	paragrafo	5	§ 5		Leis complementares da União e dos Estados, cuja iniciativa é facultada aos respectivos Procuradores-Gerais, estabelecerão a organização, as atribuições e o estatuto de cada Ministério Público, observadas, relativamente a seus membros:	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > § 5	1524
1399	inciso	I	I		as seguintes garantias:	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > § 5 > I	1525
1400	alinea	a	a)		vitaliciedade, após dois anos de exercício, não podendo perder o cargo senão por sentença judicial transitada em julgado;	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > § 5 > I > a)	1526
1401	alinea	b	b)		inamovibilidade, salvo por motivo de interesse público, mediante decisão do órgão colegiado competente do Ministério Público, pelo voto da maioria absoluta de seus membros, assegurada ampla defesa; (Redação dada pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > § 5 > I > b)	1527
1402	alinea	c	c)		irredutibilidade de subsídio, fixado na forma do art. 39, § 4º, e ressalvado o disposto nos arts. 37, X e XI, 150, II, 153, III, 153, § 2º, I; (Redação dada pela Emenda Constitucional nº 19, de 1998)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > § 5 > I > c)	1528
1403	inciso	II	II		as seguintes vedações:	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > § 5 > II	1529
1404	alinea	a	a)		receber, a qualquer título e sob qualquer pretexto, honorários, percentagens ou custas processuais;	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > § 5 > II > a)	1530
1405	alinea	b	b)		exercer a advocacia;	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > § 5 > II > b)	1531
1406	alinea	c	c)		participar de sociedade comercial, na forma da lei;	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > § 5 > II > c)	1532
1407	alinea	d	d)		exercer, ainda que em disponibilidade, qualquer outra função pública, salvo uma de magistério;	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > § 5 > II > d)	1533
1408	alinea	e	e)		exercer atividade político-partidária; (Redação dada pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > § 5 > II > e)	1534
1409	alinea	f	f)		receber, a qualquer título ou pretexto, auxílios ou contribuições de pessoas físicas, entidades públicas ou privadas, ressalvadas as exceções previstas em lei. (Incluída pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > § 5 > II > f)	1535
1410	paragrafo	6	§ 6		Aplica-se aos membros do Ministério Público o disposto no art. 95, parágrafo único, V. (Incluído pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 128 > § 6	1536
1411	artigo	129	Art. 129		São funções institucionais do Ministério Público:	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 129	1537
1412	inciso	I	I		promover, privativamente, a ação penal pública, na forma da lei;	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 129 > I	1538
1413	inciso	II	II		zelar pelo efetivo respeito dos Poderes Públicos e dos serviços de relevância pública aos direitos assegurados nesta Constituição, promovendo as medidas necessárias a sua garantia;	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 129 > II	1539
1414	inciso	III	III		promover o inquérito civil e a ação civil pública, para a proteção do patrimônio público e social, do meio ambiente e de outros interesses difusos e coletivos;	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 129 > III	1540
1415	inciso	IV	IV		promover a ação de inconstitucionalidade ou representação para fins de intervenção da União e dos Estados, nos casos previstos nesta Constituição;	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 129 > IV	1541
1416	inciso	V	V		defender judicialmente os direitos e interesses das populações indígenas;	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 129 > V	1542
1417	inciso	VI	VI		expedir notificações nos procedimentos administrativos de sua competência, requisitando informações e documentos para instruí-los, na forma da lei complementar respectiva;	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 129 > VI	1543
1418	inciso	VII	VII		exercer o controle externo da atividade policial, na forma da lei complementar mencionada no artigo anterior;	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 129 > VII	1544
1419	inciso	VIII	VIII		requisitar diligências investigatórias e a instauração de inquérito policial, indicados os fundamentos jurídicos de suas manifestações processuais;	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 129 > VIII	1545
1420	inciso	IX	IX		exercer outras funções que lhe forem conferidas, desde que compatíveis com sua finalidade, sendo-lhe vedada a representação judicial e a consultoria jurídica de entidades públicas.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 129 > IX	1546
1421	paragrafo	1	§ 1		A legitimação do Ministério Público para as ações civis previstas neste artigo não impede a de terceiros, nas mesmas hipóteses, segundo o disposto nesta Constituição e na lei.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 129 > § 1	1547
1422	paragrafo	2	§ 2		As funções do Ministério Público só podem ser exercidas por integrantes da carreira, que deverão residir na comarca da respectiva lotação, salvo autorização do chefe da instituição. (Redação dada pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 129 > § 2	1548
1423	paragrafo	3	§ 3		O ingresso na carreira do Ministério Público far-se-á mediante concurso público de provas e títulos, assegurada a participação da Ordem dos Advogados do Brasil em sua realização, exigindo-se do bacharel em direito, no mínimo, três anos de atividade jurídica e observando-se, nas nomeações, a ordem de classificação. (Redação dada pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 129 > § 3	1549
1424	paragrafo	4	§ 4		Aplica-se ao Ministério Público, no que couber, o disposto no art. 93. (Redação dada pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 129 > § 4	1550
1425	paragrafo	5	§ 5		A distribuição de processos no Ministério Público será imediata. (Incluído pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 129 > § 5	1551
1426	artigo	130	Art. 130		Aos membros do Ministério Público junto aos Tribunais de Contas aplicam-se as disposições desta seção pertinentes a direitos, vedações e forma de investidura.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 130	1552
1427	artigo	130	Art. 130		A. O Conselho Nacional do Ministério Público compõe-se de quatorze membros nomeados pelo Presidente da República, depois de aprovada a escolha pela maioria absoluta do Senado Federal, para um mandato de dois anos, admitida uma recondução, sendo: (Incluído pela Emenda Constitucional nº 45, de 2004) I o Procurador-Geral da República, que o preside; (Incluído pela Emenda Constitucional nº 45, de 2004	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 130	1553
1428	paragrafo	1	§ 1		Os membros do Conselho oriundos do Ministério Público serão indicados pelos respectivos Ministérios Públicos, na forma da lei. (Incluído pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 130 > § 1	1560
1429	paragrafo	2	§ 2		Compete ao Conselho Nacional do Ministério Público o controle da atuação administrativa e financeira do Ministério Público e do cumprimento dos deveres funcionais de seus membros, cabendo lhe: (Incluído pela Emenda Constitucional nº 45, de 2004) I zelar pela autonomia funcional e administrativa do Ministério Público, podendo expedir atos regulamentares, no âmbito de sua competência, ou recomendar 	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 130 > § 2	1561
1430	inciso	III	III		receber e conhecer das reclamações contra membros ou órgãos do Ministério Público da União ou dos Estados, inclusive contra seus serviços auxiliares, sem prejuízo da competência disciplinar e correicional da instituição, podendo avocar processos disciplinares em curso, determinar a remoção ou a disponibilidade e aplicar outras sanções administrativas, assegurada ampla defesa; (Redação dada pela Em	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 130 > § 2 > III	1564
1431	paragrafo	3	§ 3		O Conselho escolherá, em votação secreta, um Corregedor nacional, dentre os membros do Ministério Público que o integram, vedada a recondução, competindo-lhe, além das atribuições que lhe forem conferidas pela lei, as seguintes: (Incluído pela Emenda Constitucional nº 45, de 2004) I receber reclamações e denúncias, de qualquer interessado, relativas aos membros do Ministério Público e dos seus ser	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 130 > § 3	1567
1432	paragrafo	4	§ 4		O Presidente do Conselho Federal da Ordem dos Advogados do Brasil oficiará junto ao Conselho. (Incluído pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 130 > § 4	1571
1433	paragrafo	5	§ 5		Leis da União e dos Estados criarão ouvidorias do Ministério Público, competentes para receber reclamações e denúncias de qualquer interessado contra membros ou órgãos do Ministério Público, inclusive contra seus serviços auxiliares, representando diretamente ao Conselho Nacional do Ministério Público. (Incluído pela Emenda Constitucional nº 45, de 2004)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção I > Art. 130 > § 5	1572
1434	secao	II	Seção II	DA ADVOCACIA PÚBLICA	(Redação dada pela Emenda Constitucional nº 19, de 1998)	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção II	1573
1435	artigo	131	Art. 131		A Advocacia-Geral da União é a instituição que, diretamente ou através de órgão vinculado, representa a União, judicial e extrajudicialmente, cabendo-lhe, nos termos da lei complementar que dispuser sobre sua organização e funcionamento, as atividades de consultoria e assessoramento jurídico do Poder Executivo.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção II > Art. 131	1576
1436	paragrafo	1	§ 1		A Advocacia-Geral da União tem por chefe o Advogado-Geral da União, de livre nomeação pelo Presidente da República dentre cidadãos maiores de trinta e cinco anos, de notável saber jurídico e reputação ilibada.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção II > Art. 131 > § 1	1577
1437	paragrafo	2	§ 2		O ingresso nas classes iniciais das carreiras da instituição de que trata este artigo far-se-á mediante concurso público de provas e títulos.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção II > Art. 131 > § 2	1578
1438	paragrafo	3	§ 3		Na execução da dívida ativa de natureza tributária, a representação da União cabe à Procuradoria-Geral da Fazenda Nacional, observado o disposto em lei.	TÍTULO IV > CAPÍTULO I > Seção VIII > Subseção III > Seção IX > CAPÍTULO II > Seção V > Subseção II > CAPÍTULO III > Seção VIII > CAPÍTULO IV > Seção II > Art. 131 > § 3	1579
