index	tipo	numero	label	title	texto	path	line_start
550	inciso	IX	IX		a lei estabelecerá os casos de contratação por tempo determinado para atender a necessidade temporária de excepcional interesse público; (Vide Emenda constitucional nº 106, de 2020)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > IX	578
551	inciso	X	X		a remuneração dos servidores públicos e o subsídio de que trata o § 4º do art. 39 somente poderão ser fixados ou alterados por lei específica, observada a iniciativa privativa em cada caso, assegurada revisão geral anual, sempre na mesma data e sem distinção de índices; (Redação dada pela Emenda Constitucional nº 19, de 1998) (Regulamento)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > X	579
552	inciso	XI	XI		a remuneração e o subsídio dos ocupantes de cargos, funções e empregos públicos da administração direta, autárquica e fundacional, dos membros de qualquer dos Poderes da União, dos Estados, do Distrito Federal e dos Municípios, dos detentores de mandato eletivo e dos demais agentes políticos e os proventos, pensões ou outra espécie remuneratória, percebidos cumulativamente ou não, incluídas as van	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > XI	580
553	inciso	XII	XII		os vencimentos dos cargos do Poder Legislativo e do Poder Judiciário não poderão ser superiores aos pagos pelo Poder Executivo;	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > XII	581
554	inciso	XIII	XIII		é vedada a vinculação ou equiparação de quaisquer espécies remuneratórias para o efeito de remuneração de pessoal do serviço público; (Redação dada pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > XIII	582
555	inciso	XIV	XIV		os acréscimos pecuniários percebidos por servidor público não serão computados nem acumulados para fins de concessão de acréscimos ulteriores; (Redação dada pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > XIV	583
556	inciso	XV	XV		o subsídio e os vencimentos dos ocupantes de cargos e empregos públicos são irredutíveis, ressalvado o disposto nos incisos XI e XIV deste artigo e nos arts. 39, § 4º, 150, II, 153, III, e 153, § 2º, I; (Redação dada pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > XV	584
557	inciso	XVI	XVI		é vedada a acumulação remunerada de cargos públicos, exceto, quando houver compatibilidade de horários, observado em qualquer caso o disposto no inciso XI: (Redação dada pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > XVI	585
558	alinea	a	a)		a de dois cargos de professor; (Redação dada pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > XVI > a)	586
559	alinea	b	b)		a de um cargo de professor com outro de qualquer natureza; (Redação dada pela Emenda Constitucional nº 138, de 2025)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > XVI > b)	587
560	alinea	c	c)		a de dois cargos ou empregos privativos de profissionais de saúde, com profissões regulamentadas; (Redação dada pela Emenda Constitucional nº 34, de 2001)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > XVI > c)	588
561	inciso	XVII	XVII		a proibição de acumular estende-se a empregos e funções e abrange autarquias, fundações, empresas públicas, sociedades de economia mista, suas subsidiárias, e sociedades controladas, direta ou indiretamente, pelo poder público; (Redação dada pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > XVII	589
562	inciso	XVIII	XVIII		a administração fazendária e seus servidores fiscais terão, dentro de suas áreas de competência e jurisdição, precedência sobre os demais setores administrativos, na forma da lei; XIX &#150; somente por lei específica poderá ser criada autarquia e autorizada a instituição de empresa pública, de sociedade de economia mista e de fundação, cabendo à lei complementar, neste último caso, definir as áre	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > XVIII	590
563	inciso	XX	XX		depende de autorização legislativa, em cada caso, a criação de subsidiárias das entidades mencionadas no inciso anterior, assim como a participação de qualquer delas em empresa privada;	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > XX	592
564	inciso	XXI	XXI		ressalvados os casos especificados na legislação, as obras, serviços, compras e alienações serão contratados mediante processo de licitação pública que assegure igualdade de condições a todos os concorrentes, com cláusulas que estabeleçam obrigações de pagamento, mantidas as condições efetivas da proposta, nos termos da lei, o qual somente permitirá as exigências de qualificação técnica e econômic	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > XXI	593
565	inciso	XXII	XXII		as administrações tributárias da União, dos Estados, do Distrito Federal e dos Municípios, atividades essenciais ao funcionamento do Estado, exercidas por servidores de carreiras específicas, terão recursos prioritários para a realização de suas atividades e atuarão de forma integrada, inclusive com o compartilhamento de cadastros e de informações fiscais, na forma da lei ou convênio. (Incluído pe	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > XXII	594
566	paragrafo	1	§ 1		A publicidade dos atos, programas, obras, serviços e campanhas dos órgãos públicos deverá ter caráter educativo, informativo ou de orientação social, dela não podendo constar nomes, símbolos ou imagens que caracterizem promoção pessoal de autoridades ou servidores públicos.	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 1	595
567	paragrafo	2	§ 2		A não observância do disposto nos incisos II e III implicará a nulidade do ato e a punição da autoridade responsável, nos termos da lei.	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 2	596
568	paragrafo	3	§ 3		A lei disciplinará as formas de participação do usuário na administração pública direta e indireta, regulando especialmente: (Redação dada pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 3	597
569	inciso	I	I		as reclamações relativas à prestação dos serviços públicos em geral, asseguradas a manutenção de serviços de atendimento ao usuário e a avaliação periódica, externa e interna, da qualidade dos serviços; (Incluído pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 3 > I	598
570	inciso	II	II		o acesso dos usuários a registros administrativos e a informações sobre atos de governo, observado o disposto no art. 5º, X e XXXIII; (Incluído pela Emenda Constitucional nº 19, de 1998) (Vide Lei nº 12.527, de 2011)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 3 > II	599
571	inciso	III	III		a disciplina da representação contra o exercício negligente ou abusivo de cargo, emprego ou função na administração pública. (Incluído pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 3 > III	600
572	paragrafo	4	§ 4		Os atos de improbidade administrativa importarão a suspensão dos direitos políticos, a perda da função pública, a indisponibilidade dos bens e o ressarcimento ao erário, na forma e gradação previstas em lei, sem prejuízo da ação penal cabível.	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 4	601
573	paragrafo	5	§ 5		A lei estabelecerá os prazos de prescrição para ilícitos praticados por qualquer agente, servidor ou não, que causem prejuízos ao erário, ressalvadas as respectivas ações de ressarcimento.	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 5	602
574	paragrafo	6	§ 6		As pessoas jurídicas de direito público e as de direito privado prestadoras de serviços públicos responderão pelos danos que seus agentes, nessa qualidade, causarem a terceiros, assegurado o direito de regresso contra o responsável nos casos de dolo ou culpa.	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 6	603
575	paragrafo	7	§ 7		A lei disporá sobre os requisitos e as restrições ao ocupante de cargo ou emprego da administração direta e indireta que possibilite o acesso a informações privilegiadas. (Incluído pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 7	604
576	paragrafo	8	§ 8		A autonomia gerencial, orçamentária e financeira dos órgãos e entidades da administração direta e indireta poderá ser ampliada mediante contrato, a ser firmado entre seus administradores e o poder público, que tenha por objeto a fixação de metas de desempenho para o órgão ou entidade, cabendo à lei dispor sobre: (Incluído pela Emenda Constitucional nº 19, de 1998) (Regulamento) (Vigência)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 8	605
577	inciso	I	I		o prazo de duração do contrato; (Incluído pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 8 > I	606
578	inciso	II	II		os controles e critérios de avaliação de desempenho, direitos, obrigações e responsabilidade dos dirigentes; (Incluído pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 8 > II	607
579	inciso	III	III		a remuneração do pessoal. (Incluído pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 8 > III	608
580	paragrafo	9	§ 9		O disposto no inciso XI aplica-se às empresas públicas e às sociedades de economia mista, e suas subsidiárias, que receberem recursos da União, dos Estados, do Distrito Federal ou dos Municípios para pagamento de despesas de pessoal ou de custeio em geral. (Incluído pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 9	609
581	paragrafo	10	§ 10		É vedada a percepção simultânea de proventos de aposentadoria decorrentes do art. 40 ou dos arts. 42 e 142 com a remuneração de cargo, emprego ou função pública, ressalvados os cargos acumuláveis na forma desta Constituição, os cargos eletivos e os cargos em comissão declarados em lei de livre nomeação e exoneração. (Incluído pela Emenda Constitucional nº 20, de 1998) (Vide Emenda Constitucional n	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 10	610
582	paragrafo	11	§ 11		Não serão computadas, para efeito dos limites remuneratórios de que trata o inciso XI do caput deste artigo, as parcelas de caráter indenizatório expressamente previstas em lei ordinária, aprovada pelo Congresso Nacional, de caráter nacional, aplicada a todos os Poderes e órgãos constitucionalmente autônomos. (Redação dada pela Emenda Constitucional nº 135, de 2024)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 11	611
583	paragrafo	12	§ 12		Para os fins do disposto no inciso XI do caput deste artigo, fica facultado aos Estados e ao Distrito Federal fixar, em seu âmbito, mediante emenda às respectivas Constituições e Lei Orgânica, como limite único, o subsídio mensal dos Desembargadores do respectivo Tribunal de Justiça, limitado a noventa inteiros e vinte e cinco centésimos por cento do subsídio mensal dos Ministros do Supremo Tribun	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 12	612
584	paragrafo	13	§ 13		O servidor público titular de cargo efetivo poderá ser readaptado para exercício de cargo cujas atribuições e responsabilidades sejam compatíveis com a limitação que tenha sofrido em sua capacidade física ou mental, enquanto permanecer nesta condição, desde que possua a habilitação e o nível de escolaridade exigidos para o cargo de destino, mantida a remuneração do cargo de origem. (Incluído pela 	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 13	613
585	paragrafo	14	§ 14		A aposentadoria concedida com a utilização de tempo de contribuição decorrente de cargo, emprego ou função pública, inclusive do Regime Geral de Previdência Social, acarretará o rompimento do vínculo que gerou o referido tempo de contribuição. (Incluído pela Emenda Constitucional nº 103, de 2019)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 14	614
586	paragrafo	15	§ 15		É vedada a complementação de aposentadorias de servidores públicos e de pensões por morte a seus dependentes que não seja decorrente do disposto nos §§ 14 a 16 do art. 40 ou que não seja prevista em lei que extinga regime próprio de previdência social. (Incluído pela Emenda Constitucional nº 103, de 2019)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 15	615
587	paragrafo	16	§ 16		Os órgãos e entidades da administração pública, individual ou conjuntamente, devem realizar avaliação das políticas públicas, inclusive com divulgação do objeto a ser avaliado e dos resultados alcançados, na forma da lei. (Incluído pela Emenda Constitucional nº 109, de 2021)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 37 > § 16	616
588	artigo	38	Art. 38		Ao servidor público da administração direta, autárquica e fundacional, no exercício de mandato eletivo, aplicam-se as seguintes disposições: (Redação dada pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 38	617
589	inciso	I	I		tratando-se de mandato eletivo federal, estadual ou distrital, ficará afastado de seu cargo, emprego ou função;	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 38 > I	618
590	inciso	II	II		investido no mandato de Prefeito, será afastado do cargo, emprego ou função, sendo-lhe facultado optar pela sua remuneração;	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 38 > II	619
591	inciso	III	III		investido no mandato de Vereador, havendo compatibilidade de horários, perceberá as vantagens de seu cargo, emprego ou função, sem prejuízo da remuneração do cargo eletivo, e, não havendo compatibilidade, será aplicada a norma do inciso anterior;	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 38 > III	620
592	inciso	IV	IV		em qualquer caso que exija o afastamento para o exercício de mandato eletivo, seu tempo de serviço será contado para todos os efeitos legais, exceto para promoção por merecimento;	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 38 > IV	621
593	inciso	V	V		na hipótese de ser segurado de regime próprio de previdência social, permanecerá filiado a esse regime, no ente federativo de origem. (Redação dada pela Emenda Constitucional nº 103, de 2019)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção I > Art. 38 > V	622
594	secao	II	Seção II	DOS SERVIDORES PÚBLICOS	(Redação dada pela Emenda Constitucional nº 18, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II	623
595	artigo	39	Art. 39		A União, os Estados, o Distrito Federal e os Municípios instituirão conselho de política de administração e remuneração de pessoal, integrado por servidores designados pelos respectivos Poderes (Redação dada pela Emenda Constitucional nº 19, de 1998) (Vide ADI nº 2.135)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 39	626
596	paragrafo	1	§ 1		A fixação dos padrões de vencimento e dos demais componentes do sistema remuneratório observará: (Redação dada pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 39 > § 1	627
597	inciso	I	I		a natureza, o grau de responsabilidade e a complexidade dos cargos componentes de cada carreira; (Incluído pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 39 > § 1 > I	628
598	inciso	II	II		os requisitos para a investidura; (Incluído pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 39 > § 1 > II	629
599	inciso	III	III		as peculiaridades dos cargos. (Incluído pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 39 > § 1 > III	630
600	paragrafo	2	§ 2		A União, os Estados e o Distrito Federal manterão escolas de governo para a formação e o aperfeiçoamento dos servidores públicos, constituindo-se a participação nos cursos um dos requisitos para a promoção na carreira, facultada, para isso, a celebração de convênios ou contratos entre os entes federados. (Redação dada pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 39 > § 2	631
601	paragrafo	3	§ 3		Aplica-se aos servidores ocupantes de cargo público o disposto no art. 7º, IV, VII, VIII, IX, XII, XIII, XV, XVI, XVII, XVIII, XIX, XX, XXII e XXX, podendo a lei estabelecer requisitos diferenciados de admissão quando a natureza do cargo o exigir. (Incluído pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 39 > § 3	632
602	paragrafo	4	§ 4		O membro de Poder, o detentor de mandato eletivo, os Ministros de Estado e os Secretários Estaduais e Municipais serão remunerados exclusivamente por subsídio fixado em parcela única, vedado o acréscimo de qualquer gratificação, adicional, abono, prêmio, verba de representação ou outra espécie remuneratória, obedecido, em qualquer caso, o disposto no art. 37, X e XI. (Incluído pela Emenda Constitu	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 39 > § 4	633
603	paragrafo	5	§ 5		Lei da União, dos Estados, do Distrito Federal e dos Municípios poderá estabelecer a relação entre a maior e a menor remuneração dos servidores públicos, obedecido, em qualquer caso, o disposto no art. 37, XI. (Incluído pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 39 > § 5	634
604	paragrafo	6	§ 6		Os Poderes Executivo, Legislativo e Judiciário publicarão anualmente os valores do subsídio e da remuneração dos cargos e empregos públicos. (Incluído pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 39 > § 6	635
605	paragrafo	7	§ 7		Lei da União, dos Estados, do Distrito Federal e dos Municípios disciplinará a aplicação de recursos orçamentários provenientes da economia com despesas correntes em cada órgão, autarquia e fundação, para aplicação no desenvolvimento de programas de qualidade e produtividade, treinamento e desenvolvimento, modernização, reaparelhamento e racionalização do serviço público, inclusive sob a forma de 	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 39 > § 7	636
606	paragrafo	8	§ 8		A remuneração dos servidores públicos organizados em carreira poderá ser fixada nos termos do § 4º. (Incluído pela Emenda Constitucional nº 19, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 39 > § 8	637
607	paragrafo	9	§ 9		É vedada a incorporação de vantagens de caráter temporário ou vinculadas ao exercício de função de confiança ou de cargo em comissão à remuneração do cargo efetivo. (Incluído pela Emenda Constitucional nº 103, de 2019)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 39 > § 9	638
608	artigo	40	Art. 40		O regime próprio de previdência social dos servidores titulares de cargos efetivos terá caráter contributivo e solidário, mediante contribuição do respectivo ente federativo, de servidores ativos, de aposentados e de pensionistas, observados critérios que preservem o equilíbrio financeiro e atuarial. (Redação dada pela Emenda Constitucional nº 103, de 2019)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40	639
609	paragrafo	1	§ 1		O servidor abrangido por regime próprio de previdência social será aposentado: (Redação dada pela Emenda Constitucional nº 103, de 2019)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 1	640
610	inciso	I	I		por incapacidade permanente para o trabalho, no cargo em que estiver investido, quando insuscetível de readaptação, hipótese em que será obrigatória a realização de avaliações periódicas para verificação da continuidade das condições que ensejaram a concessão da aposentadoria, na forma de lei do respectivo ente federativo; (Redação dada pela Emenda Constitucional nº 103, de 2019)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 1 > I	641
611	inciso	II	II		compulsoriamente, com proventos proporcionais ao tempo de contribuição, aos 70 (setenta) anos de idade, ou aos 75 (setenta e cinco) anos de idade, na forma de lei complementar; (Redação dada pela Emenda Constitucional nº 88, de 2015) (Vide Lei Complementar nº 152, de 2015)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 1 > II	642
612	inciso	III	III		no âmbito da União, aos 62 (sessenta e dois) anos de idade, se mulher, e aos 65 (sessenta e cinco) anos de idade, se homem, e, no âmbito dos Estados, do Distrito Federal e dos Municípios, na idade mínima estabelecida mediante emenda às respectivas Constituições e Leis Orgânicas, observados o tempo de contribuição e os demais requisitos estabelecidos em lei complementar do respectivo ente federativ	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 1 > III	643
613	paragrafo	2	§ 2		Os proventos de aposentadoria não poderão ser inferiores ao valor mínimo a que se refere o § 2º do art. 201 ou superiores ao limite máximo estabelecido para o Regime Geral de Previdência Social, observado o disposto nos §§ 14 a 16. (Redação dada pela Emenda Constitucional nº 103, de 2019)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 2	644
614	paragrafo	3	§ 3		As regras para cálculo de proventos de aposentadoria serão disciplinadas em lei do respectivo ente federativo. (Redação dada pela Emenda Constitucional nº 103, de 2019)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 3	645
615	paragrafo	4	§ 4		É vedada a adoção de requisitos ou critérios diferenciados para concessão de benefícios em regime próprio de previdência social, ressalvado o disposto nos §§ 4º-A, 4º-B, 4º-C e 5º. (Redação dada pela Emenda Constitucional nº 103, de 2019)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 4	646
616	paragrafo	4	§ 4		A. Poderão ser estabelecidos por lei complementar do respectivo ente federativo idade e tempo de contribuição diferenciados para aposentadoria de servidores com deficiência, previamente submetidos a avaliação biopsicossocial realizada por equipe multiprofissional e interdisciplinar. (Incluído pela Emenda Constitucional nº 103, de 2019)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 4	647
617	paragrafo	4	§ 4		B. Poderão ser estabelecidos por lei complementar do respectivo ente federativo idade e tempo de contribuição diferenciados para aposentadoria de ocupantes do cargo de agente penitenciário, de agente socioeducativo ou de policial dos órgãos de que tratam o inciso IV do caput do art. 51, o inciso XIII do caput do art. 52 e os incisos I a IV do caput do art. 144. (Incluído pela Emenda Constitucional	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 4	648
618	paragrafo	4	§ 4		C. Poderão ser estabelecidos por lei complementar do respectivo ente federativo idade e tempo de contribuição diferenciados para aposentadoria de servidores cujas atividades sejam exercidas com efetiva exposição a agentes químicos, físicos e biológicos prejudiciais à saúde, ou associação desses agentes, vedada a caracterização por categoria profissional ou ocupação. (Incluído pela Emenda Constituc	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 4	649
619	paragrafo	5	§ 5		Os ocupantes do cargo de professor terão idade mínima reduzida em 5 (cinco) anos em relação às idades decorrentes da aplicação do disposto no inciso III do § 1º, desde que comprovem tempo de efetivo exercício das funções de magistério na educação infantil e no ensino fundamental e médio fixado em lei complementar do respectivo ente federativo. (Redação dada pela Emenda Constitucional nº 103, de 20	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 5	650
620	paragrafo	6	§ 6		Ressalvadas as aposentadorias decorrentes dos cargos acumuláveis na forma desta Constituição, é vedada a percepção de mais de uma aposentadoria à conta de regime próprio de previdência social, aplicando-se outras vedações, regras e condições para a acumulação de benefícios previdenciários estabelecidas no Regime Geral de Previdência Social. (Redação dada pela Emenda Constitucional nº 103, de 2019)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 6	651
621	paragrafo	7	§ 7		Observado o disposto no § 2º do art. 201, quando se tratar da única fonte de renda formal auferida pelo dependente, o benefício de pensão por morte será concedido nos termos de lei do respectivo ente federativo, a qual tratará de forma diferenciada a hipótese de morte dos servidores de que trata o § 4º-B decorrente de agressão sofrida no exercício ou em razão da função. (Redação dada pela Emenda C	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 7	652
622	paragrafo	8	§ 8		É assegurado o reajustamento dos benefícios para preservar-lhes, em caráter permanente, o valor real, conforme critérios estabelecidos em lei. (Redação dada pela Emenda Constitucional nº 41, 19.12.2003)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 8	653
623	paragrafo	9	§ 9		O tempo de contribuição federal, estadual, distrital ou municipal será contado para fins de aposentadoria, observado o disposto nos §§ 9º e 9º-A do art. 201, e o tempo de serviço correspondente será contado para fins de disponibilidade. (Redação dada pela Emenda Constitucional nº 103, de 2019)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 9	654
624	paragrafo	10	§ 10		A lei não poderá estabelecer qualquer forma de contagem de tempo de contribuição fictício. (Incluído pela Emenda Constitucional nº 20, de 15/12/98) (Vide Emenda Constitucional nº 20, de 1998)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 10	655
625	paragrafo	11	§ 11		Aplica-se o limite fixado no art. 37, XI, à soma total dos proventos de inatividade, inclusive quando decorrentes da acumulação de cargos ou empregos públicos, bem como de outras atividades sujeitas a contribuição para o regime geral de previdência social, e ao montante resultante da adição de proventos de inatividade com remuneração de cargo acumulável na forma desta Constituição, cargo em comiss	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 11	656
626	paragrafo	12	§ 12		Além do disposto neste artigo, serão observados, em regime próprio de previdência social, no que couber, os requisitos e critérios fixados para o Regime Geral de Previdência Social. (Redação dada pela Emenda Constitucional nº 103, de 2019)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 12	657
627	paragrafo	13	§ 13		Aplica-se ao agente público ocupante, exclusivamente, de cargo em comissão declarado em lei de livre nomeação e exoneração, de outro cargo temporário, inclusive mandato eletivo, ou de emprego público, o Regime Geral de Previdência Social. (Redação dada pela Emenda Constitucional nº 103, de 2019)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 13	658
628	paragrafo	14	§ 14		A União, os Estados, o Distrito Federal e os Municípios instituirão, por lei de iniciativa do respectivo Poder Executivo, regime de previdência complementar para servidores públicos ocupantes de cargo efetivo, observado o limite máximo dos benefícios do Regime Geral de Previdência Social para o valor das aposentadorias e das pensões em regime próprio de previdência social, ressalvado o disposto no	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 14	659
629	paragrafo	15	§ 15		O regime de previdência complementar de que trata o § 14 oferecerá plano de benefícios somente na modalidade contribuição definida, observará o disposto no art. 202 e será efetivado por intermédio de entidade fechada de previdência complementar ou de entidade aberta de previdência complementar. (Redação dada pela Emenda Constitucional nº 103, de 2019)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 15	660
630	paragrafo	16	§ 16		Somente mediante sua prévia e expressa opção, o disposto nos §§ 14 e 15 poderá ser aplicado ao servidor que tiver ingressado no serviço público até a data da publicação do ato de instituição do correspondente regime de previdência complementar. (Incluído pela Emenda Constitucional nº 20, de 15/12/98)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 16	661
631	paragrafo	17	§ 17		Todos os valores de remuneração considerados para o cálculo do benefício previsto no § 3° serão devidamente atualizados, na forma da lei. (Incluído pela Emenda Constitucional nº 41, 19.12.2003)	TÍTULO III > CAPÍTULO V > Seção II > CAPÍTULO VII > Seção II > Art. 40 > § 17	662
