index	block_type	html_class	norm_anchor	norm_anchor_type	editorial_category	text	links_count	first_link	bracket_meta
0	B_editorial	com-titulo			CONSTITUIÇÃO DA REPÚBLICA FEDERATIVA DO BRASIL	CONSTITUIÇÃO DA REPÚBLICA FEDERATIVA DO BRASIL	0		
200	B_editorial	com-titulo	Parágrafo único. Todo o poder emana do povo, que o exerce por meio de representantes eleitos ou dire	par	controle_concentrado	Controle concentrado de constitucionalidade A aplicação retroativa das novas regras que ampliaram o número de vereadores nos Municípios brasileiros para alcançar o processo eleitoral concluído em 2008, tal como prevista no inciso I do art. 3º da EC 58/2009, contraria inarredavelmente os princípios c	0		
439	B_editorial	com-titulo	Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasil	art	sumula_vinculante	Súmulas Vinculantes Não cabe ao Poder Judiciário, que não tem função legislativa, aumentar vencimentos de servidores públicos sob o fundamento de isonomia. [ http://www.stf.jus.br/portal/jurisprudencia/listarJurisprudencia.asp?s1=%28%2837%2ENUME%2E%29%29+E+S%2EFLSV%2E&amp;base=baseSumulasVinculantes	0		
440	B_editorial	com-titulo	Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasil	art	controle_concentrado	Controle concentrado de constitucionalidade A necessidade de formação e o aprimoramento profissional no âmbito da Administração Pública (art. 39, § 2º, da CF) permite o exercício de atividades de docência por parte dos próprios agentes públicos, os quais passam a desempenhar funções diversas para as	0		
460	B_editorial	com-titulo	Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasil	art	repercussao_geral	Repercussão geral É compatível com a Constituição da República de 1988 a ampliação para 30 (trinta) dias do prazo de oposição de embargos à execução pela Fazenda Pública. [ http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=751490852 ">RE 590.871 , rel. min. Edson Fachin, j. 11-11	0		
470	B_editorial	com-titulo	Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasil	art	julgados_correlatos	Julgados correlatos Inconstitucionalidade da incidência do tipo penal do aborto no caso de interrupção voluntária da gestação no primeiro trimestre. (...) é preciso conferir interpretação conforme à Constituição aos próprios arts. 124 a 126 do CP &ndash; que tipificam o crime de aborto &ndash; para 	0		
1524	B_editorial	com-titulo	LV - aos litigantes, em processo judicial ou administrativo, e aos acusados em geral são assegurados	inc	sumula_vinculante	Súmulas Vinculantes É inconstitucional a exigência de depósito prévio como requisito de admissibilidade de ação judicial na qual se pretenda discutir a exigibilidade de crédito tributário. [ http://jurisprudencia.stf.jus.br/pages/search/seq-sumula777/false " target="_blank"> Súmula Vinculante 28 .] 	0		
1528	B_editorial	com-titulo	LV - aos litigantes, em processo judicial ou administrativo, e aos acusados em geral são assegurados	inc	controle_concentrado	Controle concentrado de constitucionalidade Nas hipóteses previstas nos arts. 9º, parágrafo único, inciso II, e 311, parágrafo único, do CPC/2015, o contraditório não foi suprimido, e sim diferido, como ocorre em qualquer provimento liminar. O legislador realizou uma ponderação entre a garantia do c	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15359209063&ext=.pdf	
1533	B_editorial	com-titulo	LV - aos litigantes, em processo judicial ou administrativo, e aos acusados em geral são assegurados	inc	Não ofende os princípios da isonomia, da ampla defesa e do contraditório a ausên	Não ofende os princípios da isonomia, da ampla defesa e do contraditório a ausência de previsão, nas normas regimentais, de limitação de tempo para o Ministério Público realizar sustentação oral quando atuar na qualidade de custos legis, pois, nessa condição, não se equipara às partes e persegue o i	0		
1899	B_editorial	com-titulo	LXV - a prisão ilegal será imediatamente relaxada pela autoridade judiciária;	inc	controle_concentrado	Controle concentrado de constitucionalidade O juízo incompetente pode, salvante os casos de erro grosseiro e manifesta má-fé, em hipóteses de urgência e desde que haja dúvida razoável a respeito do órgão que deve processar a causa, determinar o relaxamento de prisão ilegal, remetendo o caso, em segu	0		
1900	B_editorial	com-titulo	LXV - a prisão ilegal será imediatamente relaxada pela autoridade judiciária;	inc	julgados_correlatos	Julgados correlatos Uma vez configurada a inércia do Governo requerente no cumprimento de diligência visando a instruir o pedido de extradição e projetada a prisão do extraditando no tempo, incumbe o relaxamento, expedindo-se alvará de soltura a ser cumprido com as cautelas próprias. [ https://redir	0		
1905	B_editorial	com-titulo	LXVI - ninguém será levado à prisão ou nela mantido, quando a lei admitir a liberdade provisória, co	inc	repercussao_geral	Repercussão geral Tráfico de drogas. Vedação legal de liberdade provisória. Interpretação dos incisos XLIII e LXVI do art. 5º da CF. Reafirmação de jurisprudência. Proposta de fixação da seguinte tese: É inconstitucional a expressão &ldquo;e liberdade provisória&rdquo;, constante do caput do art. 44	0		
1906	B_editorial	com-titulo	LXVI - ninguém será levado à prisão ou nela mantido, quando a lei admitir a liberdade provisória, co	inc	julgados_correlatos	Julgados correlatos Aquele que foi preso em flagrante, embora formalmente perfeito o auto respectivo (CPP, arts. 304 a 306) e não obstante tecnicamente caracterizada a situação de flagrância (CPP, art. 302), tem, mesmo assim, direito subjetivo à obtenção da liberdade provisória (...), desde que não 	0		
1910	B_editorial	com-titulo	LXVII - não haverá prisão civil por dívida, salvo a do responsável pelo inadimplemento voluntário e 	inc	sumula_vinculante	Súmula Vinculante É ilícita a prisão civil de depositário infiel, qualquer que seja a modalidade do depósito. [ https://jurisprudencia.stf.jus.br/pages/search/seq-sumula774/false " target="_blank"> Súmula Vinculante 25 .]	0		
1911	B_editorial	com-titulo	LXVII - não haverá prisão civil por dívida, salvo a do responsável pelo inadimplemento voluntário e 	inc	repercussao_geral	Repercussão geral A jurisprudência deste Supremo Tribunal é pacífica no sentido de que os delitos previstos na Lei 8.137/1990 não violam o disposto no art. 5&deg;, LXVII, da Lei Maior, em virtude de terem caráter penal e não se relacionarem com a prisão civil por dívida. (...) as condutas tipificada	0		
1913	B_editorial	com-titulo	LXVII - não haverá prisão civil por dívida, salvo a do responsável pelo inadimplemento voluntário e 	inc	julgados_correlatos	Julgados correlatos A prisão por dívida de natureza alimentícia está ligada ao inadimplemento inescusável de prestação, não alcançando situação jurídica a revelar cobrança de saldo devedor. [ http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=12652568 " target="_blank">HC 121.426 	0		
2297	B_editorial	com-titulo	Art. 6º São direitos sociais a educação, a saúde, a alimentação, o trabalho, a moradia, o transporte	art	controle_concentrado	Controle concentrado de constitucionalidade Pedido de extensão da medida cautelar anteriormente deferida, a fim de que se mantenha a suspensão de desocupações coletivas e despejos enquanto perdurarem os efeitos da crise sanitária da COVID-19. Alteração do cenário epidemiológico no Brasil e arrefecim	0		
2308	B_editorial	com-titulo	Art. 6º São direitos sociais a educação, a saúde, a alimentação, o trabalho, a moradia, o transporte	art	repercussao_geral	Repercussão geral É constitucional a penhora de bem de família pertencente a fiador de contrato de locação, seja residencial, seja comercial. [ https://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=760972669 " target="_blank">RE 1.307.334 , rel. min. Alexandre de Moraes, j. 9-3-2022	0		
2313	B_editorial	com-titulo	Art. 6º São direitos sociais a educação, a saúde, a alimentação, o trabalho, a moradia, o transporte	art	julgados_correlatos	Julgados Correlatos Compete à União promover a defesa permanente contra as calamidades públicas, impondo-lhe atuar como ente central de planejamento e coordenação em situação de emergência sanitária, &lsquo;(...) inclusive no tocante ao financiamento e apoio logístico aos órgãos regionais e locais d	0		
2329	B_editorial	com-titulo	Parágrafo único. Todo brasileiro em situação de vulnerabilidade social terá direito a uma renda bási	par	controle_concentrado	Controle concentrado de constitucionalidade Empréstimo consignado. Beneficiários de programas de transferência de renda. Autorização para contratação e ampliação da margem de crédito. (...) É compatível com a Constituição Federal, à luz dos arts. 1º, III; 3º, I; 6º, parágrafo único; e 203, política 	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15361728613&ext=.pdf	
2332	B_editorial	com-titulo	Art. 7º São direitos dos trabalhadores urbanos e rurais, além de outros que visem à melhoria de sua 	art	controle_concentrado	Controle concentrado de constitucionalidade (...) deve-se mencionar que o rol de garantias do art. 7º da Constituição não exaure a proteção aos direitos sociais. [ https://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=266465 "> ADI 639 , voto do rel. min. Joaquim Barbosa, j. 2-6-200	0		
2334	B_editorial	com-titulo	Art. 7º São direitos dos trabalhadores urbanos e rurais, além de outros que visem à melhoria de sua 	art	julgados_correlatos	Julgado correlato O entendimento do Supremo Tribunal Federal (STF) orienta-se no sentido de que cabe à legislação infraconstitucional, com observância das regras de competência de cada ente federado, a disciplina da extensão aos servidores públicos civis dos direitos sociais estabelecidos no art. 7º	0		
2336	B_editorial	com-titulo	I - relação de emprego protegida contra despedida arbitrária ou sem justa causa, nos termos de lei c	inc	controle_concentrado	Controle concentrado de constitucionalidade Com efeito, nos termos do art. 22, I, da CF, compete privativamente à União legislar sobre direito do trabalho, não estando ela obrigada a utilizar-se de lei complementar para disciplinar a matéria, que somente é exigida, nos termos do art. 7º, I, da mesma	0		
2340	B_editorial	com-titulo	I - relação de emprego protegida contra despedida arbitrária ou sem justa causa, nos termos de lei c	inc	repercussao_geral	Repercussão geral A intervenção sindical prévia é exigência procedimental imprescindível para a dispensa em massa de trabalhadores, que não se confunde com autorização prévia por parte da entidade sindical, ou celebração de convenção o acordo coletivo. [ https://redir.stf.jus.br/paginadorpub/paginad	0		
2342	B_editorial	com-titulo	I - relação de emprego protegida contra despedida arbitrária ou sem justa causa, nos termos de lei c	inc	julgados_correlatos	Julgados Correlatos Previdência social: aposentadoria espontânea não implica, por si só, extinção do contrato de trabalho. Despedida arbitrária ou sem justa causa (CF, art. 7º, I): viola a garantia constitucional o acórdão que, partindo de premissa derivada de interpretação conferida ao art. 453, ca	0		
2347	B_editorial	com-titulo	II - seguro-desemprego, em caso de desemprego involuntário;	inc	controle_concentrado	Controle concentrado de constitucionalidade Art. 2º, IV, a , b e c , da Lei 10.779/2003. Filiação à colônia de pescadores para habilitação ao seguro-desemprego (...). Viola os princípios constitucionais da liberdade de associação (art. 5º, XX) e da liberdade sindical (art. 8º, V), ambos em sua dimen	0		
2349	B_editorial	com-titulo	II - seguro-desemprego, em caso de desemprego involuntário;	inc	repercussao_geral	Repercussão geral Seguro-desemprego. Pescador profissional artesanal. Defeso da lagosta com duração de seis meses. Benefício limitado a cinco meses. Leis 10.779/2003 e 13.134/2015. Instrução Normativa 206/2008 do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis &ndash; IBAMA.	0		
2351	B_editorial	com-titulo	III - fundo de garantia do tempo de serviço;	inc	sumula_vinculante	Súmula vinculante Ofende a garantia constitucional do ato jurídico perfeito a decisão que, sem ponderar as circunstâncias do caso concreto, desconsidera a validez e a eficácia de acordo constante de termo de adesão instituído pela LC 110/2001. [ https://jurisprudencia.stf.jus.br/pages/search/seq-sum	0		
2352	B_editorial	com-titulo	III - fundo de garantia do tempo de serviço;	inc	controle_concentrado	Controle concentrado de constitucionalidade O FGTS tem natureza dual porque cumpre a função de poupança individual dos trabalhadores, ao mesmo tempo em que serve como fonte de financiamento para investimentos em áreas sociais. Nenhuma dessas funções deve sobrepor-se à outra, de modo que a remuneraçã	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15370913369&ext=.pdf	
2353	B_editorial	com-titulo	III - fundo de garantia do tempo de serviço;	inc	repercussao_geral	Repercussão geral FGTS. Cobrança de valores não pagos. Prazo prescricional. Prescrição quinquenal. Art. 7º, XXIX, da Constituição. Superação de entendimento anterior sobre prescrição trintenária. Inconstitucionalidade dos arts. 23, § 5º, da Lei 8.036/1990 e 55 do Regulamento do FGTS aprovado pelo De	0		
2355	B_editorial	com-titulo	III - fundo de garantia do tempo de serviço;	inc	julgados_correlatos	Julgado correlato O FGTS, ao contrário do que sucede com as cadernetas de poupança, não tem natureza contratual, mas, sim, estatutária, por decorrer da lei e por ela ser disciplinado. Assim, é de aplicar-se a ele a firme jurisprudência desta Corte no sentido de que não há direito adquirido a regime 	0		
2357	B_editorial	com-titulo	IV - salário mínimo, fixado em lei, nacionalmente unificado, capaz de atender a suas necessidades vi	inc	sumula_vinculante	Súmulas vinculantes Os arts. 7º, IV, e 39, § 3º (redação da EC 19/1998), da Constituição referem-se ao total da remuneração percebida pelo servidor público. [ https://jurisprudencia.stf.jus.br/pages/search/seq-sumula764/false " target="_blank"> Súmula Vinculante 16 .] O cálculo de gratificações e ou	0		
2358	B_editorial	com-titulo	IV - salário mínimo, fixado em lei, nacionalmente unificado, capaz de atender a suas necessidades vi	inc	controle_concentrado	Controle concentrado de constitucionalidade O texto constitucional (CF, art. 7º, IV, fine ) não proíbe a utilização de múltiplos do salário-mínimo como mera referência paradigmática para definição do valor justo e proporcional do piso salarial destinado à remuneração de categorias profissionais espe	0		
2370	B_editorial	com-titulo	IV - salário mínimo, fixado em lei, nacionalmente unificado, capaz de atender a suas necessidades vi	inc	repercussao_geral	Repercussão geral (...) &rdquo;[é] defeso o pagamento de remuneração em valor inferior ao salário mínimo ao servidor público, ainda que labore em jornada reduzida de trabalho&rdquo;. [ https://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=762731032 " target="_blank">RE 964.659 , rel	0		
2379	B_editorial	com-titulo	IV - salário mínimo, fixado em lei, nacionalmente unificado, capaz de atender a suas necessidades vi	inc	julgados_correlatos	Julgados correlatos Não contraria a Constituição a decisão de tribunal que, em razão da omissão legislativa e da impossibilidade de vinculação ao salário mínimo, supre lacuna existente na legislação e fixa o vencimento básico do servidor como base de cálculo do adicional de insalubridade. [ http://r	0		
2388	B_editorial	com-titulo	V - piso salarial proporcional à extensão e à complexidade do trabalho;	inc	controle_concentrado	Controle concentrado de constitucionalidade A jurisprudência desta Corte entende violar o princípio federativo a estipulação de piso remuneratório nacional apenas em relação aos servidores públicos efetivos, por interferir na autonomia administrativa dos demais entes federados. Em relação aos empreg	0		
2392	B_editorial	com-titulo	V - piso salarial proporcional à extensão e à complexidade do trabalho;	inc	repercussao_geral	Repercussão geral É infraconstitucional, a ela se aplicando os efeitos da ausência de repercussão geral, a controvérsia relativa ao cálculo do piso salarial devido aos professores da rede de educação básica, considerada a fixação de jornada inferior a 40 (quarenta) horas semanais e a distribuição da	0		
2394	B_editorial	com-titulo	VI - irredutibilidade do salário, salvo o disposto em convenção ou acordo coletivo;	inc	controle_concentrado	Controle concentrado de constitucionalidade A temporariedade e a excepcionalidade da medida, que é destinada (...) a manter empregos e a atividade econômica nacional, a proporcionalidade, porque há uma redução remuneratória com redução da carga horária, além da complementação parcial por parte do Po	0		
2396	B_editorial	com-titulo	VI - irredutibilidade do salário, salvo o disposto em convenção ou acordo coletivo;	inc	julgados_correlatos	Julgados Correlatos Transposição do regime celetista para o estatutário. Inexistência de direito adquirido a regime jurídico. Possibilidade de diminuição ou supressão de vantagens sem redução do valor da remuneração. [ http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=1018817 " t	0		
2399	B_editorial	com-titulo	VII - garantia de salário, nunca inferior ao mínimo, para os que percebem remuneração variável;	inc	sumula_vinculante	Súmula vinculante Não viola a Constituição o estabelecimento de remuneração inferior ao salário mínimo para as praças prestadoras de serviço militar inicial. [ https://jurisprudencia.stf.jus.br/pages/search/seq-sumula742/false " target="_blank"> Súmula Vinculante 6 .]	0		
2400	B_editorial	com-titulo	VII - garantia de salário, nunca inferior ao mínimo, para os que percebem remuneração variável;	inc	controle_concentrado	Controle concentrado de constitucionalidade Não há inconstitucionalidade da norma que prevê o pagamento do motorista profissional por meio de remuneração variável, que, inclusive, possui assento constitucional, conforme disposto no inciso VII do art. 7º da Constituição Federal. [ https://portal.stf.	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15360546007&ext=.pdf	
2401	B_editorial	com-titulo	VII - garantia de salário, nunca inferior ao mínimo, para os que percebem remuneração variável;	inc	repercussao_geral	Repercussão geral Serviço militar obrigatório. Soldo. Valor inferior ao salário mínimo. Violação aos arts. 1º, III; 5º, caput ; e 7º, IV, da CF. Inocorrência. (...) A CF não estendeu aos militares a garantia de remuneração não inferior ao salário mínimo, como o fez para outras categorias de trabalha	0		
2403	B_editorial	com-titulo	VIII - décimo terceiro salário com base na remuneração integral ou no valor da aposentadoria;	inc	julgados_correlatos	Julgado correlato A natureza da gratificação natalina é remuneratória e integra, para todos os efeitos, a remuneração do empregado, conforme estabelece a http://www.stf.jus.br/portal/jurisprudencia/listarJurisprudencia.asp?s1=207.NUME. NAO S.FLSV.&amp;base=baseSumulas " target="_blank">Súmula 207 /S	0		
2405	B_editorial	com-titulo	IX - remuneração do trabalho noturno superior à do diurno;	inc	julgados_correlatos	Julgado correlato Gratificação especial de trabalho policial. Adicional noturno. (...) Não malfere o disposto no art. 7º, IX, da CF a interpretação oferecida pelas instâncias ordinárias que consideraram que a gratificação chamada Regime Especial de Trabalho Policial (RETP), como expressamente previs	0		
2410	B_editorial	com-titulo	XI - participação nos lucros, ou resultados, desvinculada da remuneração, e, excepcionalmente, parti	inc	controle_concentrado	Controle concentrado de constitucionalidade Pela Constituição da República de 1988 se objetiva estimular a integração do trabalhador ao desenvolvimento da empresa pela participação negociada nos ganhos econômicos (inc. XI do art. 7º e § 4º do art. 218). Não de demonstra inconstitucionalidade de norm	0		
2413	B_editorial	com-titulo	XI - participação nos lucros, ou resultados, desvinculada da remuneração, e, excepcionalmente, parti	inc	repercussao_geral	Repercussão geral Segundo afirmado por precedentes de ambas as Turmas deste STF, a eficácia do preceito veiculado pelo art. 7º, XI, da CF &ndash; inclusive no que se refere à natureza jurídica dos valores pagos a trabalhadores sob a forma de participação nos lucros para fins tributários &ndash; depe	0		
2418	B_editorial	com-titulo	XIII - duração do trabalho normal não superior a oito horas diárias e quarenta e quatro semanais, fa	inc	controle_concentrado	Controle concentrado de constitucionalidade Inconstitucionalidade na exclusão do tempo de trabalho efetivo do motorista profissional, quando está à disposição do empregador durante o carregamento/descarregamento de mercadorias, ou ainda durante fiscalização em barreiras fiscais ou alfandegárias, con	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15360546007&ext=.pdf	
2420	B_editorial	com-titulo	XIII - duração do trabalho normal não superior a oito horas diárias e quarenta e quatro semanais, fa	inc	julgados_correlatos	Julgados Correlatos Não afronta o art. 7º, XIII, da Constituição da República a decisão que excepciona os ocupantes de cargos de gestão do controle de jornada de trabalho. [ https://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=AC&amp;docID=517181 " target="_blank"> RE 563.851 AgR , rel. min. Ce	0		
2423	B_editorial	com-titulo	XIV - jornada de seis horas para o trabalho realizado em turnos ininterruptos de revezamento, salvo 	inc	sumula	Súmula Os intervalos fixados para descanso e alimentação durante a jornada de seis horas não descaracterizam o sistema de turnos ininterruptos de revezamento para o efeito do art. 7º, XIV, da Constituição. [ https://jurisprudencia.stf.jus.br/pages/search/seq-sumula675/false " target="_blank"> Súmula	0		
2424	B_editorial	com-titulo	XIV - jornada de seis horas para o trabalho realizado em turnos ininterruptos de revezamento, salvo 	inc	julgados_correlatos	Julgados Correlatos Não vulnera o inciso XIV do art. 7º da Carta Política da República, voltado à proteção dos trabalhadores, pronunciamento judicial em que se conclui que, contratado o prestador dos serviços para trabalhar em turnos ininterruptos mediante o salário-hora, a sétima e oitava horas são	0		
2428	B_editorial	com-titulo	XVI - remuneração do serviço extraordinário superior, no mínimo, em cinqüenta por cento à do normal;	inc	controle_concentrado	Controle concentrado de constitucionalidade CLT &ndash; Lei 13.103/2015. Possibilidade de regulamentação do exercício da profissão de motorista. (...) A Constituição Federal não determinou um limite máximo de prestação em serviço extraordinário, de modo que compete à negociação coletiva de trabalho 	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15360546007&ext=.pdf	
2430	B_editorial	com-titulo	XVI - remuneração do serviço extraordinário superior, no mínimo, em cinqüenta por cento à do normal;	inc	julgados_correlatos	Julgados Correlatos O art. 7º, XVI, da CF, que cuida do direito dos trabalhadores urbanos e rurais à remuneração pelo serviço extraordinário com acréscimo de, no mínimo, 50%, aplica-se imediatamente aos servidores públicos, por consistir em norma autoaplicável. [ http://redir.stf.jus.br/paginadorpub	0		
2434	B_editorial	com-titulo	XVII - gozo de férias anuais remuneradas com, pelo menos, um terço a mais do que o salário normal;	inc	controle_concentrado	Controle concentrado de constitucionalidade (...) o Supremo entende que a limitação do adicional de férias anuais dos membros da magistratura e do ministério público constitui flagrante ofensa ao art. 7º, XVII, da Constituição Federal, que assegura aos trabalhadores em geral férias anuais remunerada	0		
2441	B_editorial	com-titulo	XVII - gozo de férias anuais remuneradas com, pelo menos, um terço a mais do que o salário normal;	inc	julgados_correlatos	Julgados Correlatos Ato do CNJ. Anulação da fixação de férias em sessenta dias para servidores de segunda instância da Justiça estadual mineira. (...) A conclusão do Supremo Tribunal pela inconstitucionalidade, a partir da EC 45/2004, das férias coletivas nos tribunais se aplica aos servidores do TJ	0		
2448	B_editorial	com-titulo	XVIII - licença à gestante, sem prejuízo do emprego e do salário, com a duração de cento e vinte dia	inc	controle_concentrado	Controle concentrado de constitucionalidade (...) interpretação conforme à Constituição ao artigo 392, §1º, da CLT, assim como ao artigo 71 da Lei n.º 8.213/91 e, por arrastamento, ao artigo 93 do seu Regulamento (Decreto n.º 3.048/99), de modo a se considerar como termo inicial da licença-maternida	0		
2450	B_editorial	com-titulo	XVIII - licença à gestante, sem prejuízo do emprego e do salário, com a duração de cento e vinte dia	inc	repercussao_geral	Repercussão geral &ldquo;A servidora pública ou a trabalhadora regida pela CLT não gestante em união homoafetiva têm direito ao gozo da licença-maternidade. Caso a companheira tenha usufruído do benefício, fará jus a período de afastamento correspondente ao da licença-paternidade&rdquo;. [ https://p	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15367152226&ext=.pdf	
2454	B_editorial	com-titulo	XVIII - licença à gestante, sem prejuízo do emprego e do salário, com a duração de cento e vinte dia	inc	julgados_correlatos	Julgados correlatos A estabilidade provisória advinda de licença-maternidade decorre de proteção constitucional às trabalhadoras em geral. O direito amparado pelo art. 7º, XVIII, da CF, nos termos do art. 142, VIII, da CF/1988, alcança as militares. [ https://redir.stf.jus.br/paginadorpub/paginador.	0		
2457	B_editorial	com-titulo	XIX - licença-paternidade, nos termos fixados em lei;	inc	controle_concentrado	Controle concentrado de constitucionalidade &ldquo;Há omissão inconstitucional quanto à edição de lei regulamentadora da licença-paternidade, prevista no artigo 7º, XIX, da Constituição da República de 1988, fixando-se o prazo de 18 (dezoito) meses para que seja sanada a omissão pelo Poder Legislati	0		
2460	B_editorial	com-titulo	XX - proteção do mercado de trabalho da mulher, mediante incentivos específicos, nos termos da lei;	inc	controle_concentrado	Controle concentrado de constitucionalidade A exegese do art. 2º, § 2º, da Lei 3.498, de 19 de abril de 2010, do Estado do Amazonas, na redação que lhe foi conferida pela Lei estadual 5.671, de 8 de novembro de 2021, que permite restrição de vagas, ainda que parcial, para candidatas do sexo feminino	0		
2461	B_editorial	com-titulo	XX - proteção do mercado de trabalho da mulher, mediante incentivos específicos, nos termos da lei;	inc	repercussao_geral	Repercussão Geral com Mérito Julgado O art. 384 da CLT, em relação ao período anterior à edição da Lei n. 13.467/2017, foi recepcionado pela Constituição Federal de 1988, aplicando-se a todas as mulheres trabalhadoras. [ https://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=75854802	0		
2464	B_editorial	com-titulo	XXI - aviso prévio proporcional ao tempo de serviço, sendo no mínimo de trinta dias, nos termos da l	inc	julgados_correlatos	Julgados Correlatos No caso de mandado de injunção impetrado antes da edição da Lei 12.506/2011, o empregado possui interesse processual no writ para ter assegurado o seu direito ao aviso prévio proporcional ao tempo de serviço na hipótese de tê-lo recebido em valor inferior ao que seria devido uma 	0		
2470	B_editorial	com-titulo	XXII - redução dos riscos inerentes ao trabalho, por meio de normas de saúde, higiene e segurança;	inc	sumula	Súmula Compete à Justiça do Trabalho julgar as ações que tenham como causa de pedir o descumprimento de normas trabalhistas relativas à segurança, higiene e saúde dos trabalhadores. [ https://jurisprudencia.stf.jus.br/pages/search/seq-sumula736/false "> Súmula 736 .]	0		
2471	B_editorial	com-titulo	XXII - redução dos riscos inerentes ao trabalho, por meio de normas de saúde, higiene e segurança;	inc	controle_concentrado	Controle concentrado de constitucionalidade Compete ao Ministério do Trabalho e Emprego a regulamentação das condições de segurança, sanitárias e de conforto nos locais de espera, repouso e descanso dos motoristas profissionais de cargas e passageiros. É inconstitucional o dispositivo legal que perm	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15360546007&ext=.pdf	
2475	B_editorial	com-titulo	XXIII - adicional de remuneração para as atividades penosas, insalubres ou perigosas, na forma da le	inc	sumula_vinculante	Súmula vinculante Salvo nos casos previstos na Constituição, o salário mínimo não pode ser usado como indexador de base de cálculo de vantagem de servidor público ou de empregado, nem ser substituído por decisão judicial. [ https://jurisprudencia.stf.jus.br/pages/search/seq-sumula740/false " target=	0		
2476	B_editorial	com-titulo	XXIII - adicional de remuneração para as atividades penosas, insalubres ou perigosas, na forma da le	inc	controle_concentrado	Controle concentrado de constitucionalidade Adicional de penosidade aos trabalhadores urbanos e rurais (CF, art. 7º, XXIII). Necessidade de regulamentação do adicional de penosidade para sua percepção. Norma originária. Dever constitucional de legislar. Transcurso de prazo razoável para legislar. Om	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15368061381&ext=.pdf	
2478	B_editorial	com-titulo	XXIII - adicional de remuneração para as atividades penosas, insalubres ou perigosas, na forma da le	inc	repercussao_geral	Repercussão geral Art. 7º, IV, da Constituição da República. Não recepção do art. 3º, § 1º, da LC paulista 432/1985 pela Constituição de 1988. Inconstitucionalidade de vinculação do adicional de insalubridade ao salário mínimo: precedentes. Impossibilidade da modificação da base de cálculo do benefí	0		
2479	B_editorial	com-titulo	XXIII - adicional de remuneração para as atividades penosas, insalubres ou perigosas, na forma da le	inc	julgados_correlatos	Julgados Correlatos Ausência de direito subjetivo constitucional de servidor público a adicional de penosidade para exercício de atividade em área de fronteira. [ http://redir.stf.jus.br/paginadorpub/paginador.jsp?docTP=TP&amp;docID=6884745 "> MI 5.062 AgR , rel. min. Gilmar Mendes, j. 1º-8-2014, P,	0		
2482	B_editorial	com-titulo	XXIV - aposentadoria;	inc	julgados_correlatos	Julgados Correlatos Previdenciário. INSS. Aposentadoria por tempo de serviço. Lei 8.213/1991. Efeito retroativo. Impossibilidade. Esta Turma já se manifestou no sentido da impossibilidade de ser estendida a lei mais vantajosa (Lei 8.213/1991, art. 53, I e II) a benefício que lhe é anterior. [ https:	0		
2487	B_editorial	com-titulo	XXVI - reconhecimento das convenções e acordos coletivos de trabalho;	inc	controle_concentrado	Controle concentrado de constitucionalidade Reconhecimento da autonomia das negociações coletivas (art. 7º, XXVI, da CF). Constitucionalidade da redução e/ou fracionamento do intervalo intrajornada dos motoristas profissionais, desde que ajustado em acordo ou convenção coletiva de trabalho. A Consti	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15360546007&ext=.pdf	
2496	B_editorial	com-titulo	XXVI - reconhecimento das convenções e acordos coletivos de trabalho;	inc	repercussao_geral	Repercussão geral São constitucionais os acordos e as convenções coletivas que, ao considerarem a adequação setorial negociada, pactuem limitações ou afastamentos de direitos trabalhistas, independentemente da explicitação especificada de vantagens compensatórias, desde que respeitados os direitos a	1	https://portal.stf.jus.br/processos/downloadPeca.asp?id=15357610710&ext=.pdf	
